"Status","Year","Sexual_orientation","Ethnicity","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","20-29","630","610","26560","24650"
"Leaver CS","2022","LGBO","White","30-39","400","380","33240","28700"
"Leaver CS","2022","LGBO","White","40-49","220","210","36240","29030"
"Leaver CS","2022","LGBO","White","50-59","190","180","40210","31030"
"Leaver CS","2022","LGBO","White","60-64","90","80","33940","27570"
"Leaver CS","2022","LGBO","White","65+","60","40","[c]","[c]"
"Leaver CS","2022","LGBO","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","20-29","120","110","29820","27570"
"Leaver CS","2022","Undeclared","Undeclared","30-39","150","140","39040","38630"
"Leaver CS","2022","Undeclared","Undeclared","40-49","100","90","37050","31380"
"Leaver CS","2022","Undeclared","Undeclared","50-59","220","200","36540","31990"
"Leaver CS","2022","Undeclared","Undeclared","60-64","230","190","34220","31870"
"Leaver CS","2022","Undeclared","Undeclared","65+","130","100","31430","27570"
"Leaver CS","2022","Undeclared","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","20-29","190","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","30-39","130","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","40-49","90","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","50-59","80","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","60-64","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","20-29","270","250","27230","25010"
"Leaver CS","2022","Undeclared","White","30-39","230","210","34810","31060"
"Leaver CS","2022","Undeclared","White","40-49","200","180","38720","33300"
"Leaver CS","2022","Undeclared","White","50-59","400","350","36060","29290"
"Leaver CS","2022","Undeclared","White","60-64","370","300","34330","27570"
"Leaver CS","2022","Undeclared","White","65+","350","260","28710","25470"
"Leaver CS","2022","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","20-29","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","30-39","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","40-49","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","50-59","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","65+","60","40","[c]","[c]"
"Leaver CS","2022","Unknown","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","20-29","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","30-39","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","50-59","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","20-29","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","20-29","80","70","24770","22610"
"Leaver CS","2022","Unknown","Undeclared","30-39","80","70","34570","30710"
"Leaver CS","2022","Unknown","Undeclared","40-49","70","70","38890","33220"
"Leaver CS","2022","Unknown","Undeclared","50-59","140","120","38520","29050"
"Leaver CS","2022","Unknown","Undeclared","60-64","150","120","33210","27570"
"Leaver CS","2022","Unknown","Undeclared","65+","90","60","28460","27570"
"Leaver CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","16-19","90","80","20220","20480"
"Leaver CS","2022","Unknown","Unknown","20-29","3140","3040","25680","23720"
"Leaver CS","2022","Unknown","Unknown","30-39","1840","1740","33710","28680"
"Leaver CS","2022","Unknown","Unknown","40-49","1170","1080","38080","29500"
"Leaver CS","2022","Unknown","Unknown","50-59","1170","1080","37770","27780"
"Leaver CS","2022","Unknown","Unknown","60-64","630","530","35850","31880"
"Leaver CS","2022","Unknown","Unknown","65+","410","310","33620","27170"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","20-29","520","460","28880","26000"
"Leaver CS","2022","Unknown","White","30-39","500","440","36230","31660"
"Leaver CS","2022","Unknown","White","40-49","500","430","39740","32330"
"Leaver CS","2022","Unknown","White","50-59","1180","990","36980","27570"
"Leaver CS","2022","Unknown","White","60-64","1180","880","35950","27570"
"Leaver CS","2022","Unknown","White","65+","940","630","31370","27570"
"Leaver Dept.","2021","Heterosexual / straight","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","20-29","260","250","30100","28580"
"Leaver Dept.","2021","Heterosexual / straight","Asian","30-39","250","240","35580","31310"
"Leaver Dept.","2021","Heterosexual / straight","Asian","40-49","140","130","39110","32820"
"Leaver Dept.","2021","Heterosexual / straight","Asian","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","20-29","100","100","30940","30850"
"Leaver Dept.","2021","Heterosexual / straight","Black","30-39","110","110","32500","30000"
"Leaver Dept.","2021","Heterosexual / straight","Black","40-49","90","90","35070","30850"
"Leaver Dept.","2021","Heterosexual / straight","Black","50-59","70","70","39320","36650"
"Leaver Dept.","2021","Heterosexual / straight","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","20-29","100","90","33660","32000"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","30-39","70","70","41450","36380"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","40-49","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","White","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","White","20-29","1430","1410","31640","30850"
"Leaver Dept.","2021","Heterosexual / straight","White","30-39","1420","1360","39720","35640"
"Leaver Dept.","2021","Heterosexual / straight","White","40-49","910","860","44500","37900"
"Leaver Dept.","2021","Heterosexual / straight","White","50-59","640","620","42370","34550"
"Leaver Dept.","2021","Heterosexual / straight","White","60-64","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","White","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","20-29","240","240","32480","31990"
"Leaver Dept.","2021","LGBO","White","30-39","150","150","39500","34530"
"Leaver Dept.","2021","LGBO","White","40-49","70","70","46290","40170"
"Leaver Dept.","2021","LGBO","White","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","20-29","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","30-39","70","70","37340","36760"
"Leaver Dept.","2021","Undeclared","Undeclared","40-49","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","20-29","100","100","33920","32000"
"Leaver Dept.","2021","Undeclared","White","30-39","110","110","41640","39200"
"Leaver Dept.","2021","Undeclared","White","40-49","70","60","47150","39760"
"Leaver Dept.","2021","Undeclared","White","50-59","60","60","40830","34080"
"Leaver Dept.","2021","Undeclared","White","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","20-29","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","30-39","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","20-29","1380","1290","32430","32000"
"Leaver Dept.","2021","Unknown","Unknown","30-39","820","750","40570","37100"
"Leaver Dept.","2021","Unknown","Unknown","40-49","400","360","45240","40360"
"Leaver Dept.","2021","Unknown","Unknown","50-59","270","260","42240","37260"
"Leaver Dept.","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","20-29","340","270","29540","27570"
"Leaver Dept.","2021","Unknown","White","30-39","370","310","36910","31990"
"Leaver Dept.","2021","Unknown","White","40-49","250","220","42160","34800"
"Leaver Dept.","2021","Unknown","White","50-59","210","190","36120","29650"
"Leaver Dept.","2021","Unknown","White","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","20-29","680","650","29410","27850"
"Leaver Dept.","2022","Heterosexual / straight","Asian","30-39","640","610","34840","31020"
"Leaver Dept.","2022","Heterosexual / straight","Asian","40-49","430","400","40640","33640"
"Leaver Dept.","2022","Heterosexual / straight","Asian","50-59","180","160","46210","36650"
"Leaver Dept.","2022","Heterosexual / straight","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","20-29","260","250","29480","27850"
"Leaver Dept.","2022","Heterosexual / straight","Black","30-39","300","290","35030","31990"
"Leaver Dept.","2022","Heterosexual / straight","Black","40-49","280","270","37010","33530"
