"Status","Year","Disability","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","EO","No function","1010","910","28260","27570"
"Leaver CS","2022","Unknown","EO","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Security","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Unknown","850","780","27540","27570"
"Leaver CS","2022","Unknown","G6/G7","Analysis","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Commercial","120","110","67970","67100"
"Leaver CS","2022","Unknown","G6/G7","Communications","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Digital, Data & Technology","100","90","56520","54400"
"Leaver CS","2022","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Legal","80","70","56460","55000"
"Leaver CS","2022","Unknown","G6/G7","No function","440","360","58580","54650"
"Leaver CS","2022","Unknown","G6/G7","Project Delivery","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Unknown","190","170","62840","60740"
"Leaver CS","2022","Unknown","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","No function","120","90","100070","93000"
"Leaver CS","2022","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Analysis","60","40","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Commercial","80","30","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Communications","70","60","39040","38230"
"Leaver CS","2022","Unknown","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Digital, Data & Technology","190","160","36940","36500"
"Leaver CS","2022","Unknown","SEO/HEO","Finance","60","30","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Human Resources","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","No function","920","780","36820","36360"
"Leaver CS","2022","Unknown","SEO/HEO","Project Delivery","100","100","36430","36840"
"Leaver CS","2022","Unknown","SEO/HEO","Property","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Security","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","560","490","38690","38050"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","No function","580","510","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","340","260","36030","33270"
"Leaver Dept.","2021","Declared disabled","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","No function","60","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","No function","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Unknown","140","130","27410","27570"
"Leaver Dept.","2021","Declared disabled","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","No function","130","130","33990","32620"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Unknown","120","120","36580","36280"
"Leaver Dept.","2021","Declared disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","No function","400","380","20570","19930"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Unknown","760","710","21360","21010"
"Leaver Dept.","2021","Declared non-disabled","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","No function","270","270","25590","26390"
"Leaver Dept.","2021","Declared non-disabled","EO","Project Delivery","50","50","23800","24020"
"Leaver Dept.","2021","Declared non-disabled","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Unknown","1040","970","27400","27570"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Analysis","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Digital, Data & Technology","50","50","60120","58800"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Human Resources","60","60","57430","57750"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Legal","60","60","59530","59550"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","No function","480","460","56080","54300"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Project Delivery","80","80","57300","54730"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Unknown","440","400","58200","57010"
"Leaver Dept.","2021","Declared non-disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","No function","90","90","85830","75920"
"Leaver Dept.","2021","Declared non-disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Analysis","90","90","36070","34400"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Communications","60","60","37650","35590"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Digital, Data & Technology","60","50","36060","35590"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Finance","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Human Resources","140","140","34880","33120"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Legal","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","No function","730","720","34410","33100"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Project Delivery","180","180","34510","33540"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Property","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Unknown","1050","950","36030","35200"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","No function","70","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","No function","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Unknown","90","90","28070","27570"
"Leaver Dept.","2021","Undeclared","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","No function","80","80","35370","33570"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Unknown","100","100","36530","35060"
"Leaver Dept.","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","No function","180","170","20790","20430"
"Leaver Dept.","2021","Unknown","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","350","330","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","No function","160","160","27140","27000"
"Leaver Dept.","2021","Unknown","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","230","190","27970","27570"
"Leaver Dept.","2021","Unknown","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","No function","270","260","55550","53910"
"Leaver Dept.","2021","Unknown","G6/G7","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","220","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Analysis","40","40","[c]","[c]"
