"Status","Year","Sex","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","Cabinet Office","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Cabinet Office","Undeclared","60","60","42110","34280"
"Leaver Dept.","2021","Female","Cabinet Office","Unknown","300","290","36820","32000"
"Leaver Dept.","2021","Female","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","180","180","43260","39250"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","Unknown","90","80","39990","36740"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","Heterosexual / straight","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Education","Heterosexual / straight","110","110","44100","40510"
"Leaver Dept.","2021","Female","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","Unknown","300","290","38650","35290"
"Leaver Dept.","2021","Female","Department for International Trade","Heterosexual / straight","60","60","45880","38540"
"Leaver Dept.","2021","Female","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","Unknown","50","50","41100","37410"
"Leaver Dept.","2021","Female","Department for Transport","Heterosexual / straight","130","120","36890","34140"
"Leaver Dept.","2021","Female","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Transport","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Work and Pensions","Heterosexual / straight","540","510","30000","27570"
"Leaver Dept.","2021","Female","Department for Work and Pensions","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Work and Pensions","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Work and Pensions","Unknown","210","200","29880","27570"
"Leaver Dept.","2021","Female","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","Unknown","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","Unknown","890","840","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Home Office","Heterosexual / straight","510","480","36470","30110"
"Leaver Dept.","2021","Female","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Home Office","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","Home Office","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Defence","Heterosexual / straight","320","310","35590","32160"
"Leaver Dept.","2021","Female","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Defence","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","Heterosexual / straight","150","140","42930","38820"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Justice","Heterosexual / straight","600","580","31620","26410"
"Leaver Dept.","2021","Female","Ministry of Justice","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Justice","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Justice","Unknown","110","110","32370","30850"
"Leaver Dept.","2021","Female","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cabinet Office","Heterosexual / straight","260","260","44460","35790"
"Leaver Dept.","2021","Male","Cabinet Office","LGBO","50","50","43820","35140"
"Leaver Dept.","2021","Male","Cabinet Office","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Cabinet Office","Unknown","270","270","37050","32000"
"Leaver Dept.","2021","Male","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","180","170","46550","41460"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","90","80","37690","33940"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Heterosexual / straight","60","60","40190","36870"
"Leaver Dept.","2021","Male","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Unknown","240","240","37820","34540"
"Leaver Dept.","2021","Male","Department for International Trade","Heterosexual / straight","60","60","45120","38540"
"Leaver Dept.","2021","Male","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Unknown","60","60","41290","38540"
"Leaver Dept.","2021","Male","Department for Transport","Heterosexual / straight","130","130","38530","34700"
"Leaver Dept.","2021","Male","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Heterosexual / straight","340","340","31530","27570"
"Leaver Dept.","2021","Male","Department for Work and Pensions","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Unknown","140","140","30030","27570"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Unknown","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Unknown","770","760","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Home Office","Heterosexual / straight","330","320","34070","28670"
"Leaver Dept.","2021","Male","Home Office","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Home Office","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Home Office","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Heterosexual / straight","330","320","38260","33540"
"Leaver Dept.","2021","Male","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Unknown","60","50","40440","40960"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Heterosexual / straight","120","120","38600","33210"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Heterosexual / straight","360","350","34020","28900"
"Leaver Dept.","2021","Male","Ministry of Justice","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Unknown","80","80","33730","30760"
"Leaver Dept.","2021","Male","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Heterosexual / straight","120","120","41030","31630"
"Leaver Dept.","2022","Female","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Heterosexual / straight","500","490","46080","40600"
"Leaver Dept.","2022","Female","Cabinet Office","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Unknown","460","450","37150","32000"
"Leaver Dept.","2022","Female","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","280","270","42700","38160"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Unknown","70","60","34870","31950"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Heterosexual / straight","80","80","41680","34360"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
