"Status","Year","Responsibility_level","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Asian","1010","980","21840","21010"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Black","590","580","23150","22850"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Mixed","370","360","22360","21010"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Other ethnicity","90","90","22170","21010"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Undeclared","70","70","21910","21010"
"New entrant CS","2021","AA/AO","Heterosexual / straight","Unknown","60","60","21340","21010"
"New entrant CS","2021","AA/AO","Heterosexual / straight","White","9110","8920","21500","21010"
"New entrant CS","2021","AA/AO","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","LGBO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","LGBO","Mixed","60","60","22530","21010"
"New entrant CS","2021","AA/AO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","LGBO","White","1000","990","21390","21010"
"New entrant CS","2021","AA/AO","Undeclared","Asian","50","50","21520","21010"
"New entrant CS","2021","AA/AO","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Undeclared","160","160","21650","21010"
"New entrant CS","2021","AA/AO","Undeclared","Unknown","80","80","20840","20850"
"New entrant CS","2021","AA/AO","Undeclared","White","420","410","21200","21010"
"New entrant CS","2021","AA/AO","Unknown","Asian","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Undeclared","50","50","18380","18200"
"New entrant CS","2021","AA/AO","Unknown","Unknown","6950","6750","21470","20600"
"New entrant CS","2021","AA/AO","Unknown","White","270","260","21770","21590"
"New entrant CS","2021","EO","Heterosexual / straight","Asian","1790","1750","28730","27610"
"New entrant CS","2021","EO","Heterosexual / straight","Black","1240","1220","29320","31060"
"New entrant CS","2021","EO","Heterosexual / straight","Chinese","30","30","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Mixed","500","490","28450","27570"
"New entrant CS","2021","EO","Heterosexual / straight","Other ethnicity","130","130","28940","29280"
"New entrant CS","2021","EO","Heterosexual / straight","Undeclared","90","90","28200","27570"
"New entrant CS","2021","EO","Heterosexual / straight","Unknown","70","60","27920","27570"
"New entrant CS","2021","EO","Heterosexual / straight","White","8560","8360","27500","27570"
"New entrant CS","2021","EO","LGBO","Asian","40","40","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Black","50","50","29180","29290"
"New entrant CS","2021","EO","LGBO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Mixed","80","70","28640","27570"
"New entrant CS","2021","EO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","White","1180","1170","27530","27570"
"New entrant CS","2021","EO","Undeclared","Asian","60","50","28220","27570"
"New entrant CS","2021","EO","Undeclared","Black","40","40","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Undeclared","230","230","27810","27570"
"New entrant CS","2021","EO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","White","440","430","27400","27570"
"New entrant CS","2021","EO","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Unknown","3860","3790","26640","27270"
"New entrant CS","2021","EO","Unknown","White","140","140","26170","25560"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Asian","220","220","57270","54700"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Black","100","100","54660","52850"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Mixed","60","60","56350","54320"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","White","1690","1630","56910","54700"
"New entrant CS","2021","G6/G7","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","White","130","120","56180","53420"
"New entrant CS","2021","G6/G7","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Undeclared","70","60","59630","56650"
"New entrant CS","2021","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","White","120","110","58830","55000"
"New entrant CS","2021","G6/G7","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Unknown","1160","1130","59030","56120"
"New entrant CS","2021","G6/G7","Unknown","White","60","50","55970","54090"
"New entrant CS","2021","SCS","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","White","160","140","96330","90000"
"New entrant CS","2021","SCS","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","270","260","88800","74000"
"New entrant CS","2021","SCS","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Asian","660","650","35490","34550"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Black","410","400","35530","34550"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Mixed","220","220","35060","34020"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Other ethnicity","70","70","35620","34710"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Unknown","50","50","34220","34330"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","White","5110","4960","35210","34020"
"New entrant CS","2021","SEO/HEO","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Mixed","50","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","White","600","590","34090","33350"
"New entrant CS","2021","SEO/HEO","Undeclared","Asian","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Undeclared","160","150","35400","34020"
"New entrant CS","2021","SEO/HEO","Undeclared","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","White","370","350","34670","33570"
"New entrant CS","2021","SEO/HEO","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","3440","3380","33940","32790"
"New entrant CS","2021","SEO/HEO","Unknown","White","200","190","35200","33570"
"New entrant CS","2021","Unknown","Heterosexual / straight","Asian","60","50","24030","22920"
"New entrant CS","2021","Unknown","Heterosexual / straight","Black","100","90","24570","23760"
"New entrant CS","2021","Unknown","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Mixed","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","White","870","820","25840","22920"
"New entrant CS","2021","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","White","90","90","23190","22920"
"New entrant CS","2021","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","White","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","760","700","23530","22920"
"New entrant CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Asian","1440","1380","21990","21260"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Black","620","600","23150","21260"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Mixed","370","360","22610","21260"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Other ethnicity","120","110","23320","21260"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Undeclared","90","90","22060","21260"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Unknown","110","100","21910","21250"
"New entrant CS","2022","AA/AO","Heterosexual / straight","White","10500","10210","21970","21260"
"New entrant CS","2022","AA/AO","LGBO","Asian","40","30","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Mixed","60","60","22070","21260"
"New entrant CS","2022","AA/AO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","White","1350","1330","21880","21260"
"New entrant CS","2022","AA/AO","Undeclared","Asian","60","60","21330","21250"
"New entrant CS","2022","AA/AO","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Undeclared","140","140","22030","21260"
"New entrant CS","2022","AA/AO","Undeclared","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","White","510","490","21830","21260"
"New entrant CS","2022","AA/AO","Unknown","Asian","110","110","21260","21250"
"New entrant CS","2022","AA/AO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Unknown","7910","7660","22090","21260"
"New entrant CS","2022","AA/AO","Unknown","White","500","480","21220","21250"
"New entrant CS","2022","EO","Heterosexual / straight","Asian","1570","1530","27760","27570"
"New entrant CS","2022","EO","Heterosexual / straight","Black","790","770","28280","27570"
"New entrant CS","2022","EO","Heterosexual / straight","Mixed","370","360","27440","27570"
"New entrant CS","2022","EO","Heterosexual / straight","Other ethnicity","90","90","27870","27570"
"New entrant CS","2022","EO","Heterosexual / straight","Undeclared","70","70","28120","27570"
"New entrant CS","2022","EO","Heterosexual / straight","Unknown","70","70","27240","27570"
"New entrant CS","2022","EO","Heterosexual / straight","White","6670","6510","26970","27230"
"New entrant CS","2022","EO","LGBO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","White","910","900","26970","27230"
"New entrant CS","2022","EO","Undeclared","Asian","60","50","27850","27570"
"New entrant CS","2022","EO","Undeclared","Black","30","30","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Undeclared","140","130","27470","27570"
"New entrant CS","2022","EO","Undeclared","Unknown","170","100","26440","27270"
"New entrant CS","2022","EO","Undeclared","White","370","360","26790","26950"
"New entrant CS","2022","EO","Unknown","Asian","60","60","27290","26590"
"New entrant CS","2022","EO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Unknown","4370","4220","26930","26740"
"New entrant CS","2022","EO","Unknown","White","260","250","26480","26590"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Asian","270","260","56400","54030"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Black","110","100","54980","53420"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Mixed","80","80","54620","53240"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Heterosexual / straight","White","2230","2160","56030","53480"
"New entrant CS","2022","G6/G7","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","White","200","200","56260","53440"
"New entrant CS","2022","G6/G7","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Undeclared","80","70","55690","53530"
"New entrant CS","2022","G6/G7","Undeclared","Unknown","100","50","55170","53360"
"New entrant CS","2022","G6/G7","Undeclared","White","140","140","55230","53080"
"New entrant CS","2022","G6/G7","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Unknown","1120","1090","59380","57190"
"New entrant CS","2022","G6/G7","Unknown","White","80","70","54730","52730"
"New entrant CS","2022","SCS","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","White","170","160","95380","88390"
"New entrant CS","2022","SCS","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Unknown","120","110","103370","90000"
"New entrant CS","2022","SCS","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Asian","1000","980","35600","34260"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Black","510","500","36000","34850"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Mixed","270","270","35230","34260"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Other ethnicity","80","80","36130","36250"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Unknown","100","100","35530","34170"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","White","6660","6510","35320","33570"
"New entrant CS","2022","SEO/HEO","LGBO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Mixed","50","50","35000","34260"
"New entrant CS","2022","SEO/HEO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","White","880","870","34510","33080"
"New entrant CS","2022","SEO/HEO","Undeclared","Asian","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Undeclared","180","170","35870","35550"
"New entrant CS","2022","SEO/HEO","Undeclared","Unknown","290","150","34700","32790"
"New entrant CS","2022","SEO/HEO","Undeclared","White","470","460","35110","33950"
"New entrant CS","2022","SEO/HEO","Unknown","Asian","70","70","35760","33840"
"New entrant CS","2022","SEO/HEO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Unknown","3680","3620","34120","33080"
"New entrant CS","2022","SEO/HEO","Unknown","White","310","310","33310","33080"
"New entrant CS","2022","Unknown","Heterosexual / straight","Asian","240","220","28030","24800"
"New entrant CS","2022","Unknown","Heterosexual / straight","Black","440","420","30190","27980"
"New entrant CS","2022","Unknown","Heterosexual / straight","Mixed","180","170","29400","27060"
"New entrant CS","2022","Unknown","Heterosexual / straight","Other ethnicity","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","White","4090","3820","28960","25500"
"New entrant CS","2022","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","White","380","370","28840","24800"
"New entrant CS","2022","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
