"Status","Year","Function_of_post","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Unknown","Operational Delivery","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other","270","270","33080","30780"
"Leaver CS","2021","Unknown","Unknown","Policy","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","2650","2250","29630","27570"
"Leaver CS","2021","Unknown","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","White","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Intelligence Analysis","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Medicine","130","110","43830","37890"
"Leaver CS","2021","Unknown","White","Operational Delivery","500","420","28990","25120"
"Leaver CS","2021","Unknown","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Other","770","730","27540","26090"
"Leaver CS","2021","Unknown","White","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Policy","190","170","47350","41010"
"Leaver CS","2021","Unknown","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Science and Engineering","100","90","30700","26670"
"Leaver CS","2021","Unknown","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Unknown","7250","5920","28660","26890"
"Leaver CS","2021","Unknown","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Economics","80","70","39150","34570"
"Leaver CS","2022","Analysis","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Science and Engineering","40","30","[c]","[c]"
"Leaver CS","2022","Analysis","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","White","Statistics","60","50","39760","32760"
"Leaver CS","2022","Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Commercial","90","40","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","120","110","80590","71500"
"Leaver CS","2022","Commercial","White","Commercial","190","170","39370","36920"
"Leaver CS","2022","Commercial","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","White","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","White","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","White","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","White","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Communications","100","70","41400","36360"
"Leaver CS","2022","Communications","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","White","Communications","160","150","38600","36840"
"Leaver CS","2022","Communications","White","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","White","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","White","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","White","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","White","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Counter Fraud","30","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","White","Counter Fraud","190","150","28600","27570"
"Leaver CS","2022","Counter Fraud","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","White","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","White","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","White","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","White","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","White","Other","160","130","22520","21260"
"Leaver CS","2022","Debt","White","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Asian","Digital, Data and Technology","100","90","38810","37230"
"Leaver CS","2022","Digital, Data & Technology","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Black","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Black","Finance","[c]","[c]","[c]","[c]"
