"Status","Year","Region_ITL1","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Yorkshire and The Humber","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Declared disabled","130","110","27440","26890"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Declared non-disabled","760","610","28460","26890"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Unknown","290","220","29150","27570"
"Leaver CS","2021","Yorkshire and The Humber","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Operational Delivery","Declared disabled","180","150","24680","26320"
"Leaver CS","2022","East Midlands (England)","Operational Delivery","Declared non-disabled","830","750","25710","26620"
"Leaver CS","2022","East Midlands (England)","Operational Delivery","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Operational Delivery","Unknown","250","230","23890","20970"
"Leaver CS","2022","East Midlands (England)","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Other","Declared non-disabled","70","70","22920","21260"
"Leaver CS","2022","East Midlands (England)","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Declared non-disabled","210","180","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","180","160","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","East of England","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Declared disabled","210","180","26350","26780"
"Leaver CS","2022","East of England","Operational Delivery","Declared non-disabled","1140","1040","28350","27570"
"Leaver CS","2022","East of England","Operational Delivery","Undeclared","100","80","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Unknown","280","260","29400","26130"
"Leaver CS","2022","East of England","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","Declared non-disabled","110","100","24380","21380"
"Leaver CS","2022","East of England","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Declared non-disabled","70","60","38120","37280"
"Leaver CS","2022","East of England","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","East of England","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","East of England","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Declared non-disabled","130","110","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","East of England","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Declared non-disabled","120","100","42660","40050"
"Leaver CS","2022","London","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Unknown","100","70","40170","35360"
"Leaver CS","2022","London","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Declared non-disabled","170","160","49950","45020"
"Leaver CS","2022","London","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Unknown","140","110","46370","41950"
"Leaver CS","2022","London","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","Declared non-disabled","90","90","39450","35070"
"Leaver CS","2022","London","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Declared non-disabled","90","80","50770","43780"
"Leaver CS","2022","London","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Unknown","60","40","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Declared non-disabled","140","130","44770","40060"
"Leaver CS","2022","London","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","London","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Declared non-disabled","80","70","42710","40070"
"Leaver CS","2022","London","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Declared non-disabled","190","170","58550","55000"
"Leaver CS","2022","London","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Unknown","60","50","56550","55000"
"Leaver CS","2022","London","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","London","Medicine","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Declared disabled","370","330","32250","31060"
"Leaver CS","2022","London","Operational Delivery","Declared non-disabled","2230","2050","35290","31060"
"Leaver CS","2022","London","Operational Delivery","Undeclared","160","150","35230","31060"
"Leaver CS","2022","London","Operational Delivery","Unknown","1070","1000","36570","31060"
"Leaver CS","2022","London","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Declared non-disabled","320","300","39580","31060"
"Leaver CS","2022","London","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Unknown","150","140","38630","30720"
"Leaver CS","2022","London","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Declared disabled","100","90","45430","41090"
"Leaver CS","2022","London","Policy","Declared non-disabled","610","570","49360","50280"
"Leaver CS","2022","London","Policy","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","London","Policy","Unknown","360","250","42050","37630"
"Leaver CS","2022","London","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Declared non-disabled","100","100","52000","44650"
"Leaver CS","2022","London","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","London","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Declared non-disabled","200","180","42070","40060"
"Leaver CS","2022","London","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","London","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","London","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","London","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Declared disabled","140","100","41540","35060"
"Leaver CS","2022","London","Unknown","Declared non-disabled","840","680","48600","42890"
"Leaver CS","2022","London","Unknown","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","London","Unknown","Unknown","590","470","45830","35060"
"Leaver CS","2022","London","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
