"Status","Year","Region_ITL2","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Midlands","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","HM Land Registry","No function","220","200","28670","27130"
"In post","2022","West Midlands","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","HM Revenue and Customs","Communications","510","500","28810","26820"
"In post","2022","West Midlands","HM Revenue and Customs","Counter Fraud","710","660","33580","33080"
"In post","2022","West Midlands","HM Revenue and Customs","Debt","400","360","22990","21250"
"In post","2022","West Midlands","HM Revenue and Customs","Digital, Data & Technology","80","70","37740","33680"
"In post","2022","West Midlands","HM Revenue and Customs","Finance","70","60","24130","21250"
"In post","2022","West Midlands","HM Revenue and Customs","Human Resources","40","40","[c]","[c]"
"In post","2022","West Midlands","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","HM Revenue and Customs","Legal","60","60","34210","33370"
"In post","2022","West Midlands","HM Revenue and Customs","No function","1640","1570","34220","33080"
"In post","2022","West Midlands","HM Revenue and Customs","Project Delivery","180","170","43230","40520"
"In post","2022","West Midlands","HM Revenue and Customs","Property","180","170","34520","31900"
"In post","2022","West Midlands","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Home Office","Unknown","1010","940","28780","25310"
"In post","2022","West Midlands","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Defence","Unknown","80","70","23420","21380"
"In post","2022","West Midlands","Ministry of Justice","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Justice","Digital, Data & Technology","120","120","41730","36050"
"In post","2022","West Midlands","Ministry of Justice","Finance","40","40","[c]","[c]"
"In post","2022","West Midlands","Ministry of Justice","Human Resources","30","30","[c]","[c]"
"In post","2022","West Midlands","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Justice","No function","3970","3660","26380","24090"
"In post","2022","West Midlands","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","National Crime Agency","No function","420","410","37920","36410"
"In post","2022","West Midlands","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office for Standards in Education, Children's Services and Skills","No function","60","60","47630","51360"
"In post","2022","West Midlands","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Qualifications and Examinations Regulation","No function","210","200","44860","40280"
"In post","2022","West Midlands","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Qualifications and Examinations Regulation","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Water Services Regulation Authority","No function","70","70","47470","41400"
"In post","2022","West Midlands","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Attorney General's Departments","Legal","70","70","42560","48080"
"In post","2022","West Wales and The Valleys","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","No function","210","190","28250","25100"
"In post","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Levelling Up, Housing and Communities","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Transport","Commercial","180","170","32630","30730"
"In post","2022","West Wales and The Valleys","Department for Transport","Communications","70","70","29710","26780"
"In post","2022","West Wales and The Valleys","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Transport","Digital, Data & Technology","890","880","39760","38650"
"In post","2022","West Wales and The Valleys","Department for Transport","Finance","200","190","34760","31850"
"In post","2022","West Wales and The Valleys","Department for Transport","Human Resources","220","200","32260","30730"
"In post","2022","West Wales and The Valleys","Department for Transport","No function","4950","4290","23290","21840"
"In post","2022","West Wales and The Valleys","Department for Transport","Project Delivery","110","100","34710","30730"
"In post","2022","West Wales and The Valleys","Department for Transport","Property","80","70","29820","30730"
"In post","2022","West Wales and The Valleys","Department for Transport","Security","70","70","25770","24720"
"In post","2022","West Wales and The Valleys","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","Counter Fraud","400","360","26370","27570"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","Debt","70","60","22100","21260"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","Human Resources","40","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","No function","3610","3240","25770","27570"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department for Work and Pensions","Unknown","50","50","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Food Standards Agency","No function","70","60","32760","30350"
"In post","2022","West Wales and The Valleys","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Land Registry","No function","710","640","28440","27130"
"In post","2022","West Wales and The Valleys","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Revenue and Customs","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Revenue and Customs","Property","70","70","37830","33500"
"In post","2022","West Wales and The Valleys","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Home Office","Unknown","140","140","28910","25310"
"In post","2022","West Wales and The Valleys","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Defence","Security","40","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Defence","Unknown","110","100","25610","21830"
"In post","2022","West Wales and The Valleys","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Justice","No function","1610","1500","27860","25120"
"In post","2022","West Wales and The Valleys","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","National Crime Agency","No function","60","60","39080","36410"
"In post","2022","West Wales and The Valleys","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Welsh Government","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Welsh Government","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Welsh Government","Unknown","2510","2380","39530","38160"
"In post","2022","West Yorkshire","Attorney General's Departments","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","West Yorkshire","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Attorney General's Departments","Legal","470","430","43250","48080"
"In post","2022","West Yorkshire","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Cabinet Office","Commercial","90","90","63520","64150"
"In post","2022","West Yorkshire","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Cabinet Office","Human Resources","40","40","[c]","[c]"
"In post","2022","West Yorkshire","Cabinet Office","No function","60","60","31810","29250"
"In post","2022","West Yorkshire","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Cabinet Office","Property","70","60","47950","49700"
"In post","2022","West Yorkshire","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","No function","140","140","30180","26410"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Education","Finance","30","30","[c]","[c]"
"In post","2022","West Yorkshire","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Education","No function","50","50","41670","40300"
"In post","2022","West Yorkshire","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Environment, Food and Rural Affairs","Grants Management","70","70","24850","21300"
"In post","2022","West Yorkshire","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Levelling Up, Housing and Communities","No function","80","80","41500","37300"
"In post","2022","West Yorkshire","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Transport","No function","320","300","29580","26780"
"In post","2022","West Yorkshire","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Work and Pensions","Analysis","70","70","37540","35450"
"In post","2022","West Yorkshire","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Work and Pensions","Counter Fraud","210","180","28250","27570"
"In post","2022","West Yorkshire","Department for Work and Pensions","Debt","290","240","22550","21260"
"In post","2022","West Yorkshire","Department for Work and Pensions","Digital, Data & Technology","320","310","46460","44000"
"In post","2022","West Yorkshire","Department for Work and Pensions","Finance","260","240","40500","36030"
"In post","2022","West Yorkshire","Department for Work and Pensions","Human Resources","140","130","36740","32570"
"In post","2022","West Yorkshire","Department for Work and Pensions","Legal","60","60","28970","27570"
"In post","2022","West Yorkshire","Department for Work and Pensions","No function","2910","2650","27670","27570"
"In post","2022","West Yorkshire","Department for Work and Pensions","Project Delivery","120","110","40470","35310"
"In post","2022","West Yorkshire","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department for Work and Pensions","Unknown","220","210","38410","35310"
"In post","2022","West Yorkshire","Department of Health and Social Care","Analysis","90","80","46320","49530"
"In post","2022","West Yorkshire","Department of Health and Social Care","Commercial","110","100","46870","42100"
"In post","2022","West Yorkshire","Department of Health and Social Care","Communications","50","50","54890","53740"
"In post","2022","West Yorkshire","Department of Health and Social Care","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","West Yorkshire","Department of Health and Social Care","Finance","260","250","40630","36820"
"In post","2022","West Yorkshire","Department of Health and Social Care","Human Resources","80","80","45380","48860"
"In post","2022","West Yorkshire","Department of Health and Social Care","No function","840","800","42010","36820"
"In post","2022","West Yorkshire","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Department of Health and Social Care","Unknown","50","50","44450","49530"
"In post","2022","West Yorkshire","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","HM Revenue and Customs","Communications","560","550","29810","26820"
"In post","2022","West Yorkshire","HM Revenue and Customs","Counter Fraud","870","820","33550","33080"
"In post","2022","West Yorkshire","HM Revenue and Customs","Debt","420","370","24850","21250"
"In post","2022","West Yorkshire","HM Revenue and Customs","Digital, Data & Technology","360","350","39010","33370"
"In post","2022","West Yorkshire","HM Revenue and Customs","Finance","450","390","26630","22080"
"In post","2022","West Yorkshire","HM Revenue and Customs","Human Resources","80","70","40110","33370"
