"Status","Year","Profession_of_post","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Policy","30-39","White","290","280","49760","52300"
"Leaver Dept.","2021","Policy","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","40-49","Unknown","70","60","54480","55030"
"Leaver Dept.","2021","Policy","40-49","White","130","120","61600","57290"
"Leaver Dept.","2021","Policy","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","White","80","80","30150","28660"
"Leaver Dept.","2021","Project Delivery","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","White","70","70","43250","40440"
"Leaver Dept.","2021","Project Delivery","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","White","60","60","50780","48760"
"Leaver Dept.","2021","Project Delivery","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Asian","150","140","31960","31740"
"Leaver Dept.","2021","Unknown","20-29","Black","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Mixed","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Unknown","830","740","32050","32000"
"Leaver Dept.","2021","Unknown","20-29","White","900","820","31450","31990"
"Leaver Dept.","2021","Unknown","30-39","Asian","150","140","35830","31060"
"Leaver Dept.","2021","Unknown","30-39","Black","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Unknown","440","370","39580","32320"
"Leaver Dept.","2021","Unknown","30-39","White","870","770","38330","32000"
"Leaver Dept.","2021","Unknown","40-49","Asian","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Black","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Unknown","200","170","43630","35590"
"Leaver Dept.","2021","Unknown","40-49","White","580","530","38410","31990"
"Leaver Dept.","2021","Unknown","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Unknown","130","120","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","White","440","420","37070","31880"
"Leaver Dept.","2021","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
