"Status","Year","Function_of_post","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester","Department for Work and Pensions (excl. agencies)","80","80","27610","21260"
"Leaver CS","2022","Unknown","Greater Manchester","HM Revenue and Customs (excl. agencies)","370","330","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester","Home Office","90","80","35640","30820"
"Leaver CS","2022","Unknown","Greater Manchester","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","HM Revenue and Customs (excl. agencies)","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Home Office","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Ministry of Defence (excl. agencies)","200","190","29080","26670"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Forestry and Land Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","HM Revenue and Customs (excl. agencies)","280","260","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Home Office","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Department for Work and Pensions (excl. agencies)","80","70","36900","31060"
"Leaver CS","2022","Unknown","Inner London - West","Department of Health and Social Care (excl. agencies)","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","180","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","HM Revenue and Customs (excl. agencies)","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Home Office","300","290","44350","37320"
"Leaver CS","2022","Unknown","Inner London - West","Ministry of Defence (excl. agencies)","90","90","43130","37640"
"Leaver CS","2022","Unknown","Inner London - West","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Home Office","100","80","27990","27370"
"Leaver CS","2022","Unknown","Kent","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Department for Work and Pensions (excl. agencies)","80","80","25410","21260"
"Leaver CS","2022","Unknown","Lancashire","HM Revenue and Customs (excl. agencies)","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","150","120","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Ministry of Defence (excl. agencies)","70","60","27370","21480"
"Leaver CS","2022","Unknown","Merseyside","Department for Work and Pensions (excl. agencies)","60","50","24900","27570"
"Leaver CS","2022","Unknown","Merseyside","HM Revenue and Customs (excl. agencies)","310","260","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Home Office","320","260","24730","24880"
"Leaver CS","2022","Unknown","Merseyside","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Ministry of Defence (excl. agencies)","100","90","27980","22330"
"Leaver CS","2022","Unknown","Northern Ireland","HM Revenue and Customs (excl. agencies)","110","100","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Home Office","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Department for Work and Pensions (excl. agencies)","100","100","25500","21260"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","HM Revenue and Customs (excl. agencies)","750","600","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","HM Revenue and Customs (excl. agencies)","110","100","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Home Office","330","300","38060","35050"
"Leaver CS","2022","Unknown","Outer London - South","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Home Office","180","140","31790","30390"
"Leaver CS","2022","Unknown","Outer London - West and North West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Ministry of Defence (excl. agencies)","50","50","42090","40350"
"Leaver CS","2022","Unknown","Overseas","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","70","60","31670","29350"
"Leaver CS","2022","Unknown","South Yorkshire","Department for Work and Pensions (excl. agencies)","80","80","24410","21260"
"Leaver CS","2022","Unknown","South Yorkshire","Home Office","120","110","29570","25040"
"Leaver CS","2022","Unknown","South Yorkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","HM Revenue and Customs (excl. agencies)","210","170","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Home Office","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Home Office","60","40","23300","21680"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Royal Fleet Auxiliary","240","240","36010","33270"
"Leaver CS","2022","Unknown","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","HM Revenue and Customs (excl. agencies)","200","160","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Home Office","60","50","26910","24880"
"Leaver CS","2022","Unknown","West Central Scotland","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Scottish Government (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Department for Work and Pensions (excl. agencies)","80","70","24710","27570"
"Leaver CS","2022","Unknown","West Midlands","HM Revenue and Customs (excl. agencies)","240","210","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Home Office","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Welsh Government (excl. agencies)","100","90","39700","36080"
"Leaver CS","2022","Unknown","West Yorkshire","Department for Work and Pensions (excl. agencies)","110","100","28070","27570"
"Leaver CS","2022","Unknown","West Yorkshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","HM Revenue and Customs (excl. agencies)","360","310","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","East Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","East Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","East Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Eastern Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Eastern Scotland","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Eastern Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Greater Manchester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Hampshire and Isle of Wight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Hampshire and Isle of Wight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - East","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - East","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - East","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - East","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - East","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Inner London - West","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Merseyside","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Northumberland and Tyne and Wear","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Northumberland and Tyne and Wear","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Shropshire and Staffordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","South Yorkshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","West Midlands","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","West Midlands","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","West Wales and The Valleys","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","West Yorkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Derbyshire and Nottinghamshire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Anglia","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Anglia","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Anglia","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Anglia","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Wales","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Eastern Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Greater Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Hampshire and Isle of Wight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - East","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - East","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Lancashire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Merseyside","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Merseyside","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Northumberland and Tyne and Wear","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outer London - South","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outer London - West and North West","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
