"Status","Year","Responsibility_level","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SCS","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Asian","30","30","[c]","[c]"
"Leaver CS","2022","SCS","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","SCS","No function","White","250","220","96230","93000"
"Leaver CS","2022","SCS","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","White","120","100","97630","93350"
"Leaver CS","2022","SEO/HEO","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","White","140","130","35780","36610"
"Leaver CS","2022","SEO/HEO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","White","130","120","37150","36820"
"Leaver CS","2022","SEO/HEO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","White","120","110","37730","37000"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","White","60","50","36890","35980"
"Leaver CS","2022","SEO/HEO","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data & Technology","Asian","60","50","38060","38310"
"Leaver CS","2022","SEO/HEO","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data & Technology","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data & Technology","Unknown","140","110","37300","36870"
"Leaver CS","2022","SEO/HEO","Digital, Data & Technology","White","340","320","38440","38000"
"Leaver CS","2022","SEO/HEO","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","White","130","120","38910","37930"
"Leaver CS","2022","SEO/HEO","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","White","160","140","37690","37300"
"Leaver CS","2022","SEO/HEO","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","White","80","70","40940","39030"
"Leaver CS","2022","SEO/HEO","No function","Asian","240","220","36380","36330"
"Leaver CS","2022","SEO/HEO","No function","Black","160","150","36740","35420"
"Leaver CS","2022","SEO/HEO","No function","Mixed","90","80","35420","34020"
"Leaver CS","2022","SEO/HEO","No function","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","No function","Undeclared","180","160","38490","37870"
"Leaver CS","2022","SEO/HEO","No function","Unknown","610","510","35860","34710"
"Leaver CS","2022","SEO/HEO","No function","White","2470","2240","37120","36330"
"Leaver CS","2022","SEO/HEO","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Unknown","90","90","37330","38470"
"Leaver CS","2022","SEO/HEO","Project Delivery","White","420","390","35990","35950"
"Leaver CS","2022","SEO/HEO","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","White","140","130","38260","37500"
"Leaver CS","2022","SEO/HEO","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","White","100","90","40950","38070"
"Leaver CS","2022","SEO/HEO","Unknown","Asian","100","90","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Black","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Undeclared","120","110","38050","37510"
"Leaver CS","2022","SEO/HEO","Unknown","Unknown","450","400","38130","37450"
"Leaver CS","2022","SEO/HEO","Unknown","White","1450","1250","38650","37510"
"Leaver CS","2022","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Asian","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Black","90","90","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","600","520","[c]","[c]"
"Leaver CS","2022","Unknown","No function","White","970","870","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","White","100","90","37080","35980"
"Leaver CS","2022","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","320","250","36080","33270"
"Leaver CS","2022","Unknown","Unknown","White","30","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","White","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","No function","Asian","80","80","20460","19930"
"Leaver Dept.","2021","AA/AO","No function","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","No function","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","No function","Unknown","160","160","20750","20430"
"Leaver Dept.","2021","AA/AO","No function","White","350","340","20380","19930"
"Leaver Dept.","2021","AA/AO","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Asian","130","130","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Black","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Unknown","330","310","21310","21010"
"Leaver Dept.","2021","AA/AO","Unknown","White","690","640","21090","21010"
"Leaver Dept.","2021","EO","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Analysis","Mixed","[c]","[c]","[c]","[c]"
