"Status","Year","Profession_of_post","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Social Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Declared disabled","890","690","26830","26890"
"Leaver CS","2021","Unknown","Female","Declared non-disabled","4180","3330","27600","25120"
"Leaver CS","2021","Unknown","Female","Undeclared","340","280","29050","26890"
"Leaver CS","2021","Unknown","Female","Unknown","1810","1490","31520","27570"
"Leaver CS","2021","Unknown","Male","Declared disabled","590","510","28250","26890"
"Leaver CS","2021","Unknown","Male","Declared non-disabled","2700","2390","31550","27150"
"Leaver CS","2021","Unknown","Male","Undeclared","290","270","32280","27570"
"Leaver CS","2021","Unknown","Male","Unknown","1390","1220","34880","27570"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","60","60","44710","40010"
"Leaver CS","2021","Veterinarian","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Declared non-disabled","110","90","36880","34370"
"Leaver CS","2022","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Unknown","70","30","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Declared non-disabled","110","110","40550","38020"
"Leaver CS","2022","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Unknown","80","50","39220","35340"
"Leaver CS","2022","Communications","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Declared non-disabled","120","110","40130","37740"
"Leaver CS","2022","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Unknown","90","60","37900","33030"
"Leaver CS","2022","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Declared non-disabled","80","70","39250","36980"
"Leaver CS","2022","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Declared non-disabled","110","80","27750","27570"
"Leaver CS","2022","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Declared non-disabled","90","80","30540","27570"
"Leaver CS","2022","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Declared non-disabled","240","220","41070","38070"
"Leaver CS","2022","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Unknown","120","100","38010","34530"
"Leaver CS","2022","Digital, Data and Technology","Male","Declared disabled","70","60","37920","34290"
"Leaver CS","2022","Digital, Data and Technology","Male","Declared non-disabled","530","520","43060","40000"
"Leaver CS","2022","Digital, Data and Technology","Male","Undeclared","60","60","40470","38450"
"Leaver CS","2022","Digital, Data and Technology","Male","Unknown","300","280","41750","38400"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Female","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Male","Declared non-disabled","70","70","[c]","[c]"
"Leaver CS","2022","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Declared non-disabled","200","180","35940","33000"
"Leaver CS","2022","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Unknown","80","50","[c]","[c]"
"Leaver CS","2022","Finance","Male","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Finance","Male","Declared non-disabled","210","200","43820","40060"
"Leaver CS","2022","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Unknown","80","60","37840","33410"
"Leaver CS","2022","Geography","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Declared non-disabled","260","230","38050","33350"
"Leaver CS","2022","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Unknown","90","70","31550","27140"
"Leaver CS","2022","Human Resources","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Declared non-disabled","110","110","40700","35840"
"Leaver CS","2022","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Female","Declared non-disabled","70","70","64590","72990"
"Leaver CS","2022","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Female","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Male","Declared non-disabled","60","60","32030","29250"
"Leaver CS","2022","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Female","Declared non-disabled","200","180","33890","29270"
"Leaver CS","2022","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Female","Unknown","70","60","35330","29250"
"Leaver CS","2022","Knowledge and Information Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Male","Declared non-disabled","90","90","38300","36330"
"Leaver CS","2022","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Legal","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Declared non-disabled","190","160","56430","55020"
"Leaver CS","2022","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Unknown","70","70","51950","53050"
"Leaver CS","2022","Legal","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","Declared non-disabled","140","130","58520","55610"
"Leaver CS","2022","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","Unknown","60","50","52190","55000"
"Leaver CS","2022","Medicine","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Female","Declared non-disabled","170","150","54940","39030"
"Leaver CS","2022","Medicine","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Female","Unknown","110","90","53610","39030"
"Leaver CS","2022","Medicine","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Male","Declared non-disabled","80","70","68140","70530"
"Leaver CS","2022","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Male","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Female","Declared disabled","1490","1250","26740","26400"
"Leaver CS","2022","Operational Delivery","Female","Declared non-disabled","7740","6640","27790","26520"
"Leaver CS","2022","Operational Delivery","Female","Undeclared","530","440","27700","25490"
"Leaver CS","2022","Operational Delivery","Female","Unknown","2370","2150","28810","23720"
"Leaver CS","2022","Operational Delivery","Male","Declared disabled","960","860","27050","26100"
"Leaver CS","2022","Operational Delivery","Male","Declared non-disabled","5720","5300","29140","27370"
"Leaver CS","2022","Operational Delivery","Male","Undeclared","610","540","28820","26880"
"Leaver CS","2022","Operational Delivery","Male","Unknown","2150","2030","30190","26130"
"Leaver CS","2022","Operational Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Female","Declared disabled","150","120","26020","22100"
"Leaver CS","2022","Other","Female","Declared non-disabled","870","780","27640","22330"
"Leaver CS","2022","Other","Female","Undeclared","70","60","26320","21980"
"Leaver CS","2022","Other","Female","Unknown","260","240","30420","27400"
"Leaver CS","2022","Other","Male","Declared disabled","140","130","26570","23130"
"Leaver CS","2022","Other","Male","Declared non-disabled","820","790","30300","26350"
"Leaver CS","2022","Other","Male","Undeclared","80","80","28090","24250"
"Leaver CS","2022","Other","Male","Unknown","500","490","33380","30480"
"Leaver CS","2022","Planning","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Female","Declared disabled","80","70","38990","34680"
"Leaver CS","2022","Policy","Female","Declared non-disabled","460","410","44700","40050"
"Leaver CS","2022","Policy","Female","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Policy","Female","Unknown","280","200","39480","34540"
"Leaver CS","2022","Policy","Male","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Policy","Male","Declared non-disabled","420","400","51840","51730"
"Leaver CS","2022","Policy","Male","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Policy","Male","Unknown","240","160","41840","38600"
"Leaver CS","2022","Project Delivery","Female","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Declared non-disabled","220","210","40740","37890"
"Leaver CS","2022","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","Declared disabled","50","50","41010","40090"
"Leaver CS","2022","Project Delivery","Male","Declared non-disabled","290","280","42210","39600"
"Leaver CS","2022","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","Unknown","70","70","43700","40000"
"Leaver CS","2022","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Declared non-disabled","100","90","34750","33250"
"Leaver CS","2022","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Declared non-disabled","170","150","39240","35480"
"Leaver CS","2022","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Unknown","70","60","30640","25860"
"Leaver CS","2022","Psychology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Female","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Female","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Female","Declared non-disabled","450","410","37860","37450"
"Leaver CS","2022","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Female","Unknown","80","70","41540","40060"
"Leaver CS","2022","Science and Engineering","Male","Declared disabled","70","70","38680","36330"
"Leaver CS","2022","Science and Engineering","Male","Declared non-disabled","610","580","36990","33930"
"Leaver CS","2022","Science and Engineering","Male","Undeclared","50","50","35750","34980"
"Leaver CS","2022","Science and Engineering","Male","Unknown","130","120","38450","32690"
"Leaver CS","2022","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Declared non-disabled","90","80","29240","26670"
"Leaver CS","2022","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Security","Male","Declared non-disabled","320","300","32720","28890"
"Leaver CS","2022","Security","Male","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Security","Male","Unknown","160","160","30870","27680"
"Leaver CS","2022","Social Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Declared disabled","440","350","31280","27570"
"Leaver CS","2022","Unknown","Female","Declared non-disabled","2380","1940","34960","27570"
"Leaver CS","2022","Unknown","Female","Undeclared","200","160","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Unknown","1730","1450","34230","27570"
"Leaver CS","2022","Unknown","Male","Declared disabled","330","280","33120","27570"
"Leaver CS","2022","Unknown","Male","Declared non-disabled","1870","1650","41260","33110"
"Leaver CS","2022","Unknown","Male","Undeclared","200","180","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Unknown","1500","1340","38620","29250"
"Leaver CS","2022","Veterinarian","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Declared non-disabled","60","60","43700","40310"
"Leaver Dept.","2021","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Declared non-disabled","70","70","42590","37710"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
