"Status","Year","Profession_of_post","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Property","65+","Male","60","60","36360","36380"
"Leaver CS","2022","Psychology","20-29","Female","30","30","[c]","[c]"
"Leaver CS","2022","Psychology","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","30-39","Female","30","30","[c]","[c]"
"Leaver CS","2022","Psychology","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","20-29","Female","150","150","27300","26880"
"Leaver CS","2022","Science and Engineering","20-29","Male","240","240","26300","26670"
"Leaver CS","2022","Science and Engineering","30-39","Female","150","130","36390","35900"
"Leaver CS","2022","Science and Engineering","30-39","Male","140","140","38450","36950"
"Leaver CS","2022","Science and Engineering","40-49","Female","110","100","44100","40060"
"Leaver CS","2022","Science and Engineering","40-49","Male","90","80","41360","39650"
"Leaver CS","2022","Science and Engineering","50-59","Female","110","100","47860","45840"
"Leaver CS","2022","Science and Engineering","50-59","Male","120","120","45290","41940"
"Leaver CS","2022","Science and Engineering","60-64","Female","40","30","[c]","[c]"
"Leaver CS","2022","Science and Engineering","60-64","Male","140","130","44420","42170"
"Leaver CS","2022","Science and Engineering","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","65+","Male","130","100","40030","37210"
"Leaver CS","2022","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","20-29","Male","80","80","26400","25680"
"Leaver CS","2022","Security","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","30-39","Male","80","80","30810","28250"
"Leaver CS","2022","Security","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","40-49","Male","50","50","31350","26610"
"Leaver CS","2022","Security","50-59","Female","40","30","[c]","[c]"
"Leaver CS","2022","Security","50-59","Male","160","150","34170","39070"
"Leaver CS","2022","Security","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","60-64","Male","120","110","37800","39070"
"Leaver CS","2022","Security","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","65+","Male","80","70","27420","23340"
"Leaver CS","2022","Social Research","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","20-29","Male","40","40","[c]","[c]"
"Leaver CS","2022","Statistics","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Female","1100","980","27560","27500"
"Leaver CS","2022","Unknown","20-29","Male","980","900","27900","25430"
"Leaver CS","2022","Unknown","30-39","Female","760","650","36070","28980"
"Leaver CS","2022","Unknown","30-39","Male","690","650","39330","34550"
"Leaver CS","2022","Unknown","40-49","Female","650","540","37350","27570"
"Leaver CS","2022","Unknown","40-49","Male","450","420","47530","40590"
"Leaver CS","2022","Unknown","50-59","Female","980","800","38520","27570"
"Leaver CS","2022","Unknown","50-59","Male","680","620","45430","34420"
"Leaver CS","2022","Unknown","60-64","Female","760","570","41580","36130"
"Leaver CS","2022","Unknown","60-64","Male","640","520","49020","43460"
"Leaver CS","2022","Unknown","65+","Female","460","310","35390","30040"
"Leaver CS","2022","Unknown","65+","Male","430","310","42140","36130"
"Leaver CS","2022","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","30-39","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","30-39","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","20-29","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Economics","20-29","Male","40","30","[c]","[c]"
"Leaver Dept.","2021","Economics","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","20-29","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","30-39","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Finance","30-39","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","40-49","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","20-29","Female","70","70","31580","30610"
"Leaver Dept.","2021","Human Resources","20-29","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","30-39","Female","60","50","40490","36600"
"Leaver Dept.","2021","Human Resources","30-39","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","40-49","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","20-29","Female","410","390","25000","22680"
"Leaver Dept.","2021","Operational Delivery","20-29","Male","280","270","26500","24130"
"Leaver Dept.","2021","Operational Delivery","30-39","Female","350","320","27860","24470"
"Leaver Dept.","2021","Operational Delivery","30-39","Male","250","250","28450","25040"
"Leaver Dept.","2021","Operational Delivery","40-49","Female","220","210","33940","26480"
"Leaver Dept.","2021","Operational Delivery","40-49","Male","160","160","33030","25670"
"Leaver Dept.","2021","Operational Delivery","50-59","Female","160","150","33270","24800"
"Leaver Dept.","2021","Operational Delivery","50-59","Male","130","130","33620","26440"
"Leaver Dept.","2021","Operational Delivery","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","20-29","Female","60","60","27680","26820"
"Leaver Dept.","2021","Other","20-29","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","30-39","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","30-39","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","40-49","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Other","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","50-59","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","20-29","Female","410","400","36470","33640"
"Leaver Dept.","2021","Policy","20-29","Male","320","320","36110","33380"
"Leaver Dept.","2021","Policy","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","30-39","Female","330","310","46260","47400"
"Leaver Dept.","2021","Policy","30-39","Male","270","260","47060","50420"
"Leaver Dept.","2021","Policy","40-49","Female","150","140","58050","56150"
"Leaver Dept.","2021","Policy","40-49","Male","90","90","56160","53830"
"Leaver Dept.","2021","Policy","50-59","Female","60","60","49390","42190"
"Leaver Dept.","2021","Policy","50-59","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Female","70","70","31450","30420"
"Leaver Dept.","2021","Project Delivery","20-29","Male","60","60","31270","28630"
"Leaver Dept.","2021","Project Delivery","30-39","Female","60","50","44220","42470"
"Leaver Dept.","2021","Project Delivery","30-39","Male","50","50","40020","36730"
"Leaver Dept.","2021","Project Delivery","40-49","Female","60","50","48970","42450"
"Leaver Dept.","2021","Project Delivery","40-49","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Male","30","30","[c]","[c]"
