"Status","Year","Profession_of_post","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Economics","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","White","London","70","70","[c]","[c]"
"Leaver CS","2022","Economics","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","White","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","East of England","30","30","[c]","[c]"
"Leaver CS","2022","Finance","White","London","70","70","52640","45020"
"Leaver CS","2022","Finance","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Finance","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","South East (England)","70","60","36130","33300"
"Leaver CS","2022","Finance","White","South West (England)","90","80","39640","33300"
"Leaver CS","2022","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","White","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","White","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","White","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","London","120","110","47260","42340"
"Leaver CS","2022","Human Resources","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Human Resources","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","Scotland","50","40","[c]","[c]"
"Leaver CS","2022","Human Resources","White","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","White","South West (England)","60","50","38900","33790"
"Leaver CS","2022","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Mixed","South West (England)","[c]","[c]","[c]","[c]"
