"Status","Year","Sex","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","SEO/HEO","70","70","38600","38540"
"Leaver Dept.","2021","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","SEO/HEO","100","100","35200","34400"
"Leaver Dept.","2021","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","AA/AO","480","450","20710","20880"
"Leaver Dept.","2021","Female","Operational Delivery","EO","280","270","25390","24890"
"Leaver Dept.","2021","Female","Operational Delivery","G6/G7","70","70","55400","53660"
"Leaver Dept.","2021","Female","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","SEO/HEO","260","250","34610","33250"
"Leaver Dept.","2021","Female","Operational Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","EO","60","60","25890","26680"
"Leaver Dept.","2021","Female","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","SEO/HEO","60","60","33460","32850"
"Leaver Dept.","2021","Female","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","EO","110","110","27970","27420"
"Leaver Dept.","2021","Female","Policy","G6/G7","300","290","56230","54210"
"Leaver Dept.","2021","Female","Policy","SCS","60","50","82420","76510"
"Leaver Dept.","2021","Female","Policy","SEO/HEO","450","440","36420","35900"
"Leaver Dept.","2021","Female","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","G6/G7","60","60","60280","57950"
"Leaver Dept.","2021","Female","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","SEO/HEO","110","110","34070","33300"
"Leaver Dept.","2021","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","AA/AO","660","600","21280","21010"
"Leaver Dept.","2021","Female","Unknown","EO","750","680","27730","27570"
"Leaver Dept.","2021","Female","Unknown","G6/G7","420","340","56850","54760"
"Leaver Dept.","2021","Female","Unknown","SCS","80","60","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","SEO/HEO","1080","950","34020","32810"
"Leaver Dept.","2021","Female","Unknown","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","G6/G7","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","AA/AO","340","330","20920","20880"
"Leaver Dept.","2021","Male","Operational Delivery","EO","210","210","25550","25020"
"Leaver Dept.","2021","Male","Operational Delivery","G6/G7","70","70","56930","53860"
"Leaver Dept.","2021","Male","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","SEO/HEO","190","180","33980","33100"
"Leaver Dept.","2021","Male","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","EO","80","80","27460","27550"
"Leaver Dept.","2021","Male","Policy","G6/G7","250","240","56000","53610"
"Leaver Dept.","2021","Male","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","SEO/HEO","370","360","35940","34400"
"Leaver Dept.","2021","Male","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","G6/G7","50","50","56090","54930"
"Leaver Dept.","2021","Male","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","SEO/HEO","110","110","35160","34570"
"Leaver Dept.","2021","Male","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","AA/AO","510","500","21200","21010"
"Leaver Dept.","2021","Male","Unknown","EO","540","510","27800","27570"
"Leaver Dept.","2021","Male","Unknown","G6/G7","410","340","58190","56300"
"Leaver Dept.","2021","Male","Unknown","SCS","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","SEO/HEO","860","760","34370","32910"
"Leaver Dept.","2021","Male","Unknown","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","SEO/HEO","180","100","35790","36780"
"Leaver Dept.","2022","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","G6/G7","70","30","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","SEO/HEO","120","110","36840","36330"
"Leaver Dept.","2022","Female","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data and Technology","EO","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data and Technology","G6/G7","70","60","57920","57300"
"Leaver Dept.","2022","Female","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data and Technology","SEO/HEO","180","140","36950","36780"
"Leaver Dept.","2022","Female","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","EO","70","50","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","G6/G7","70","50","58120","56360"
"Leaver Dept.","2022","Female","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","SEO/HEO","160","110","37030","36330"
"Leaver Dept.","2022","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","EO","100","80","26710","26880"
"Leaver Dept.","2022","Female","Human Resources","G6/G7","100","90","56970","54540"
"Leaver Dept.","2022","Female","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","SEO/HEO","200","180","34620","33460"
"Leaver Dept.","2022","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
