"Status","Year","Organisation","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","National Crime Agency","White","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","White","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Chinese","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Chinese","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","White","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","White","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","White","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Chinese","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","White","London","30","30","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Chinese","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","White","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Chinese","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","White","South West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Public Health England","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Asian","London","70","60","35950","32650"
"Leaver CS","2021","Public Health England","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Chinese","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","East of England","50","40","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","White","East of England","80","70","38300","29960"
"Leaver CS","2021","Public Health England","White","London","190","170","46150","38890"
"Leaver CS","2021","Public Health England","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","White","North West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Public Health England","White","South East (England)","40","40","[c]","[c]"
"Leaver CS","2021","Public Health England","White","South West (England)","90","80","35510","28590"
"Leaver CS","2021","Public Health England","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Chinese","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Chinese","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
