"Status","Year","Region_ITL1","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","North East (England)","Department for Work and Pensions","AA/AO","80","70","20950","21010"
"Leaver Dept.","2021","North East (England)","Department for Work and Pensions","EO","70","70","27460","27570"
"Leaver Dept.","2021","North East (England)","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Work and Pensions","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Revenue and Customs","AA/AO","130","130","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Revenue and Customs","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Revenue and Customs","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","AA/AO","60","50","21050","21010"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","EO","130","120","27430","27570"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","AA/AO","180","170","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","EO","60","60","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","SEO/HEO","70","70","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Home Office","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Home Office","EO","90","80","24830","24890"
"Leaver Dept.","2021","North West (England)","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Home Office","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Work and Pensions","AA/AO","50","50","20550","21010"
"Leaver Dept.","2021","Scotland","Department for Work and Pensions","EO","80","70","27420","27570"
"Leaver Dept.","2021","Scotland","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","HM Revenue and Customs","AA/AO","120","120","[c]","[c]"
"Leaver Dept.","2021","Scotland","HM Revenue and Customs","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Scotland","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Work and Pensions","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Defence","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Justice","AA/AO","60","60","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Work and Pensions","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Defence","EO","100","90","23190","23110"
"Leaver Dept.","2021","South West (England)","Ministry of Defence","G6/G7","90","90","53250","53090"
"Leaver Dept.","2021","South West (England)","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Defence","SEO/HEO","280","270","32920","32710"
"Leaver Dept.","2021","South West (England)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
