"Status","Year","Function_of_post","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Property","150","130","38560","37710"
"Leaver CS","2021","Property","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Security","300","290","27790","23540"
"Leaver CS","2021","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Security","40","40","[c]","[c]"
"Leaver CS","2021","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Security","30","30","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Medicine","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Operational Delivery","270","210","21470","21430"
"Leaver CS","2021","Unknown","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Other","430","400","20610","20920"
"Leaver CS","2021","Unknown","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","4880","4000","21280","21010"
"Leaver CS","2021","Unknown","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Operational Delivery","280","240","27000","27240"
"Leaver CS","2021","Unknown","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Other","300","290","29360","29930"
"Leaver CS","2021","Unknown","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Policy","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","3400","2800","27910","27570"
"Leaver CS","2021","Unknown","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Medicine","50","30","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Policy","80","70","59180","57460"
"Leaver CS","2021","Unknown","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","750","620","61250","60740"
"Leaver CS","2021","Unknown","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","130","90","91870","84710"
"Leaver CS","2021","Unknown","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Medicine","60","60","38500","37890"
"Leaver CS","2021","Unknown","SEO/HEO","Operational Delivery","110","100","36680","36370"
"Leaver CS","2021","Unknown","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Other","200","190","36480","36240"
"Leaver CS","2021","Unknown","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Policy","100","100","37840","37410"
"Leaver CS","2021","Unknown","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Science and Engineering","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","1950","1670","36210","35110"
"Leaver CS","2021","Unknown","Unknown","Other","170","170","35220","32700"
"Leaver CS","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","370","340","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Economics","70","70","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Economics","50","40","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Statistics","40","40","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Commercial","50","50","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Commercial","60","40","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Unknown","110","100","69430","67710"
"Leaver CS","2022","Commercial","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Commercial","180","130","37160","36780"
"Leaver CS","2022","Commercial","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Communications","70","50","[c]","[c]"
"Leaver CS","2022","Communications","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Communications","60","40","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Communications","160","150","37710","36990"
"Leaver CS","2022","Communications","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Counter Fraud","80","60","21710","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Counter Fraud","130","90","27790","27570"
"Leaver CS","2022","Counter Fraud","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Counter Fraud","60","50","36970","36060"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Other","180","150","21330","21260"
"Leaver CS","2022","Debt","AA/AO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Digital, Data and Technology","100","90","21170","21170"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Digital, Data and Technology","210","190","27410","26960"
"Leaver CS","2022","Digital, Data & Technology","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Digital, Data and Technology","300","280","58760","56750"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Unknown","70","70","59520","56660"
"Leaver CS","2022","Digital, Data & Technology","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Digital, Data and Technology","560","510","38150","37290"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Finance","60","60","21990","21830"
"Leaver CS","2022","Finance","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Finance","80","60","26670","26670"
"Leaver CS","2022","Finance","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Finance","90","80","58900","57210"
"Leaver CS","2022","Finance","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Finance","180","140","39100","39010"
"Leaver CS","2022","Finance","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","Operational Delivery","90","80","21180","21300"
"Leaver CS","2022","Grants Management","EO","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
