"Status","Year","Sex","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","No function","640","600","31330","30190"
"Leaver CS","2022","Female","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Unknown","170","140","29640","28670"
"Leaver CS","2022","Female","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","No function","350","330","29840","27570"
"Leaver CS","2022","Female","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Unknown","80","70","28320","26350"
"Leaver CS","2022","Female","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","No function","90","90","33360","31060"
"Leaver CS","2022","Female","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","No function","410","350","30800","27570"
"Leaver CS","2022","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Unknown","200","160","31020","27680"
"Leaver CS","2022","Female","Unknown","Analysis","40","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Commercial","90","60","68500","64500"
"Leaver CS","2022","Female","Unknown","Communications","80","60","41300","36360"
"Leaver CS","2022","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Digital, Data & Technology","100","80","40730","36460"
"Leaver CS","2022","Female","Unknown","Finance","50","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Grants Management","30","30","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Human Resources","50","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Legal","40","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","No function","2480","2200","28680","23780"
"Leaver CS","2022","Female","Unknown","Project Delivery","80","70","41190","37960"
"Leaver CS","2022","Female","Unknown","Property","60","50","24670","22010"
"Leaver CS","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Unknown","1480","1270","29130","27570"
"Leaver CS","2022","Female","White","Analysis","140","120","36560","33150"
"Leaver CS","2022","Female","White","Commercial","120","100","39670","36500"
"Leaver CS","2022","Female","White","Communications","120","100","40600","37280"
"Leaver CS","2022","Female","White","Counter Fraud","150","110","28050","27570"
"Leaver CS","2022","Female","White","Debt","100","80","22500","21260"
"Leaver CS","2022","Female","White","Digital, Data & Technology","250","220","39930","35310"
"Leaver CS","2022","Female","White","Finance","160","130","37000","33000"
"Leaver CS","2022","Female","White","Grants Management","50","40","[c]","[c]"
"Leaver CS","2022","Female","White","Human Resources","300","270","35900","31390"
"Leaver CS","2022","Female","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","White","Legal","310","270","45290","50500"
"Leaver CS","2022","Female","White","No function","9140","7840","30920","27570"
"Leaver CS","2022","Female","White","Project Delivery","330","290","37700","34290"
"Leaver CS","2022","Female","White","Property","160","140","31760","26500"
"Leaver CS","2022","Female","White","Security","130","120","31500","28890"
"Leaver CS","2022","Female","White","Unknown","3660","2980","30500","25400"
"Leaver CS","2022","Male","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Digital, Data & Technology","80","70","42780","38450"
"Leaver CS","2022","Male","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","No function","580","540","32950","27570"
"Leaver CS","2022","Male","Asian","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Male","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Unknown","270","240","30520","27570"
"Leaver CS","2022","Male","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","No function","320","310","30700","28500"
"Leaver CS","2022","Male","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Unknown","90","80","33240","28820"
"Leaver CS","2022","Male","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","No function","210","200","30310","27570"
"Leaver CS","2022","Male","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","No function","80","70","35830","30170"
"Leaver CS","2022","Male","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Analysis","40","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Digital, Data & Technology","80","80","40990","36840"
"Leaver CS","2022","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","No function","440","400","35120","29230"
"Leaver CS","2022","Male","Undeclared","Project Delivery","50","50","39720","39310"
"Leaver CS","2022","Male","Undeclared","Property","40","30","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Security","40","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Unknown","270","230","32650","30500"
"Leaver CS","2022","Male","Unknown","Analysis","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Commercial","120","100","69030","67270"
"Leaver CS","2022","Male","Unknown","Communications","60","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Digital, Data & Technology","200","180","39530","37230"
"Leaver CS","2022","Male","Unknown","Finance","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Grants Management","40","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Legal","40","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","No function","2180","2020","30520","26550"
"Leaver CS","2022","Male","Unknown","Project Delivery","120","120","35510","33300"
"Leaver CS","2022","Male","Unknown","Property","70","60","29900","25420"
"Leaver CS","2022","Male","Unknown","Security","120","120","29460","26670"
"Leaver CS","2022","Male","Unknown","Unknown","1540","1420","32780","28980"
"Leaver CS","2022","Male","White","Analysis","170","150","41370","36560"
"Leaver CS","2022","Male","White","Commercial","130","120","46380","39650"
"Leaver CS","2022","Male","White","Communications","90","90","41070","37530"
"Leaver CS","2022","Male","White","Counter Fraud","110","90","31050","27570"
"Leaver CS","2022","Male","White","Debt","60","60","22770","21260"
"Leaver CS","2022","Male","White","Digital, Data & Technology","550","520","43410","40050"
"Leaver CS","2022","Male","White","Finance","150","140","43670","38880"
"Leaver CS","2022","Male","White","Grants Management","30","30","[c]","[c]"
"Leaver CS","2022","Male","White","Human Resources","140","130","37260","33300"
"Leaver CS","2022","Male","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Legal","190","180","51000","53050"
"Leaver CS","2022","Male","White","No function","6810","6310","32960","27570"
"Leaver CS","2022","Male","White","Project Delivery","590","560","40050","37240"
"Leaver CS","2022","Male","White","Property","220","210","36190","33300"
"Leaver CS","2022","Male","White","Security","460","440","33170","33300"
"Leaver CS","2022","Male","White","Unknown","3280","2900","33620","27570"
"Leaver CS","2022","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","No function","180","180","33380","30190"
"Leaver Dept.","2021","Female","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Unknown","260","240","33870","30300"
"Leaver Dept.","2021","Female","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","No function","110","100","32550","32130"
"Leaver Dept.","2021","Female","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Unknown","140","130","33770","29320"
"Leaver Dept.","2021","Female","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","No function","70","70","38220","33570"
"Leaver Dept.","2021","Female","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Unknown","70","70","36720","30950"
"Leaver Dept.","2021","Female","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Unknown","80","70","33560","29640"
"Leaver Dept.","2021","Female","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Legal","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","No function","720","700","36340","32000"
"Leaver Dept.","2021","Female","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","660","520","34260","30300"
"Leaver Dept.","2021","Female","White","Analysis","90","80","40390","34690"
"Leaver Dept.","2021","Female","White","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","White","Communications","60","60","41340","36520"
"Leaver Dept.","2021","Female","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Digital, Data & Technology","50","50","45140","39200"
"Leaver Dept.","2021","Female","White","Finance","60","60","45680","45200"
"Leaver Dept.","2021","Female","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Human Resources","200","190","37440","32510"
"Leaver Dept.","2021","Female","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Legal","80","80","45050","41650"
"Leaver Dept.","2021","Female","White","No function","1080","1040","39250","33100"
"Leaver Dept.","2021","Female","White","Project Delivery","170","170","40960","33930"
"Leaver Dept.","2021","Female","White","Property","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Unknown","1760","1590","34300","28670"
"Leaver Dept.","2021","Male","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","No function","110","110","33290","32000"
"Leaver Dept.","2021","Male","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Unknown","220","210","31720","28830"
"Leaver Dept.","2021","Male","Black","Analysis","[c]","[c]","[c]","[c]"
