"Status","Year","Function_of_post","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Analysis","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Licensing Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Licensing Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Licensing Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Licensing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Licensing Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Estyn","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Estyn","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Estyn","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Estyn","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intellectual Property Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","National Savings and Investments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","National Savings and Investments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","National Savings and Investments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","National Savings and Investments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","National Savings and Investments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Budget Responsibility","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Budget Responsibility","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Budget Responsibility","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Budget Responsibility","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Budget Responsibility","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Planning Inspectorate","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Planning Inspectorate","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Planning Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Planning Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Planning Inspectorate","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Rural Payments Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Rural Payments Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Rural Payments Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Rural Payments Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Rural Payments Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","White","70","60","35080","30210"
"Leaver CS","2022","Analysis","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Valuation Office Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Valuation Office Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Animal and Plant Health Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Animal and Plant Health Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Animal and Plant Health Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Animal and Plant Health Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","120","110","80590","71630"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Electronics and Components Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Electronics and Components Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Electronics and Components Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Electronics and Components Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Electronics and Components Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HM Land Registry","Black","[c]","[c]","[c]","[c]"
