"Status","Year","Profession_of_post","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Operational Delivery","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","No function","40","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","No function","90","80","29180","23990"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Grants Management","50","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","No function","260","250","27610","21590"
"Leaver Dept.","2021","Operational Delivery","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","No function","710","690","29380","23250"
"Leaver Dept.","2021","Operational Delivery","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","Unknown","310","300","28700","24890"
"Leaver Dept.","2021","Operational Research","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","White","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","Other","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","Unknown","90","90","34150","30000"
"Leaver Dept.","2021","Planning","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","White","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","White","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","No function","90","90","40270","36800"
"Leaver Dept.","2021","Policy","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","No function","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","No function","490","480","41090","36700"
"Leaver Dept.","2021","Policy","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Policy","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","No function","560","540","46250","40220"
"Leaver Dept.","2021","Policy","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","Unknown","200","200","48740","43280"
"Leaver Dept.","2021","Project Delivery","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Project Delivery","190","180","42530","38600"
"Leaver Dept.","2021","Project Delivery","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Unknown","60","60","40730","32960"
"Leaver Dept.","2021","Property","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
