"Status","Year","Function_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","60","60","40580","38810"
"Leaver Dept.","2021","Communications","White","Heterosexual / straight","90","80","44660","40730"
"Leaver Dept.","2021","Communications","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","White","Heterosexual / straight","90","90","45310","39790"
"Leaver Dept.","2021","Digital, Data & Technology","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","White","Heterosexual / straight","90","90","46860","45200"
"Leaver Dept.","2021","Finance","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Grants Management","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","70","70","42010","38890"
"Leaver Dept.","2021","Human Resources","White","Heterosexual / straight","250","250","38110","32960"
"Leaver Dept.","2021","Human Resources","White","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","White","Heterosexual / straight","90","90","42800","38440"
"Leaver Dept.","2021","Legal","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Asian","Heterosexual / straight","260","250","32360","28880"
"Leaver Dept.","2021","No function","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Black","Heterosexual / straight","140","130","33160","32560"
"Leaver Dept.","2021","No function","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Mixed","Heterosexual / straight","100","100","40800","34240"
"Leaver Dept.","2021","No function","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Undeclared","70","70","37950","32910"
"Leaver Dept.","2021","No function","Undeclared","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Unknown","1240","1220","36630","32000"
"Leaver Dept.","2021","No function","White","Heterosexual / straight","1510","1460","39860","33570"
"Leaver Dept.","2021","No function","White","LGBO","200","200","38520","33090"
"Leaver Dept.","2021","No function","White","Undeclared","120","120","41440","36800"
"Leaver Dept.","2021","No function","White","Unknown","80","80","41220","33690"
"Leaver Dept.","2021","Project Delivery","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","80","80","42070","38380"
"Leaver Dept.","2021","Project Delivery","White","Heterosexual / straight","310","300","40800","34160"
"Leaver Dept.","2021","Project Delivery","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Property","White","Heterosexual / straight","60","60","38540","33100"
"Leaver Dept.","2021","Property","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Security","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Heterosexual / straight","280","270","33270","30160"
"Leaver Dept.","2021","Unknown","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Unknown","190","170","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Heterosexual / straight","150","140","32390","28990"
"Leaver Dept.","2021","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Unknown","80","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Heterosexual / straight","70","70","36120","31990"
"Leaver Dept.","2021","Unknown","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","80","80","33830","28900"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1240","980","35730","32000"
"Leaver Dept.","2021","Unknown","White","Heterosexual / straight","1720","1640","35110","29860"
"Leaver Dept.","2021","Unknown","White","LGBO","160","160","34260","28670"
"Leaver Dept.","2021","Unknown","White","Undeclared","120","120","36580","30830"
"Leaver Dept.","2021","Unknown","White","Unknown","1040","870","30260","27570"
"Leaver Dept.","2022","Analysis","Asian","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Undeclared","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","Heterosexual / straight","200","190","43370","38280"
"Leaver Dept.","2022","Analysis","White","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","LGBO","[c]","[c]","[c]","[c]"
