"Status","Year","Function_of_post","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Heterosexual / straight","Declared non-disabled","3810","3350","29910","26890"
"Leaver CS","2021","Unknown","Heterosexual / straight","Undeclared","160","150","28710","26890"
"Leaver CS","2021","Unknown","Heterosexual / straight","Unknown","230","210","35420","32670"
"Leaver CS","2021","Unknown","LGBO","Declared disabled","90","80","29920","27570"
"Leaver CS","2021","Unknown","LGBO","Declared non-disabled","170","160","31260","27150"
"Leaver CS","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Declared disabled","120","100","28190","27370"
"Leaver CS","2021","Unknown","Undeclared","Declared non-disabled","430","370","32010","27570"
"Leaver CS","2021","Unknown","Undeclared","Undeclared","120","100","29590","27450"
"Leaver CS","2021","Unknown","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","740","590","26000","26890"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","3780","3020","27980","26890"
"Leaver CS","2021","Unknown","Unknown","Undeclared","430","360","35660","29930"
"Leaver CS","2021","Unknown","Unknown","Unknown","3380","2890","31870","27570"
"Leaver CS","2022","Analysis","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Heterosexual / straight","Declared non-disabled","200","180","38680","35010"
"Leaver CS","2022","Analysis","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","LGBO","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Declared non-disabled","50","50","43280","36630"
"Leaver CS","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Unknown","90","80","34060","30710"
"Leaver CS","2022","Commercial","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","Declared non-disabled","170","160","43880","38990"
"Leaver CS","2022","Commercial","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","Unknown","50","30","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","160","160","69550","65000"
"Leaver CS","2022","Communications","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","Declared non-disabled","160","150","40940","37510"
"Leaver CS","2022","Communications","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","100","100","43470","39370"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Declared non-disabled","160","130","30190","27570"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Declared non-disabled","60","40","28950","27570"
"Leaver CS","2022","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","Declared non-disabled","110","100","22660","21260"
"Leaver CS","2022","Debt","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","Declared disabled","80","70","39240","35360"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","Declared non-disabled","600","570","43430","40020"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","Unknown","90","80","42090","37290"
"Leaver CS","2022","Digital, Data & Technology","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Declared non-disabled","100","90","38720","36010"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Declared non-disabled","60","50","45360","38450"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","270","260","38370","35950"
"Leaver CS","2022","Finance","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Declared non-disabled","250","230","40280","35390"
"Leaver CS","2022","Finance","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","Declared non-disabled","50","50","25370","24920"
"Leaver CS","2022","Grants Management","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Unknown","Declared non-disabled","90","80","23000","21300"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Declared disabled","70","60","33920","29500"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Declared non-disabled","350","330","37240","33300"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Unknown","80","80","30620","27320"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Declared non-disabled","350","310","46820","50500"
"Leaver CS","2022","Legal","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Unknown","100","90","37480","38000"
"Leaver CS","2022","Legal","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Declared non-disabled","80","60","51120","55200"
"Leaver CS","2022","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Unknown","70","70","48570","50690"
"Leaver CS","2022","No function","Heterosexual / straight","Declared disabled","1970","1710","28790","27570"
"Leaver CS","2022","No function","Heterosexual / straight","Declared non-disabled","11800","10760","31860","27570"
"Leaver CS","2022","No function","Heterosexual / straight","Undeclared","630","550","28660","26300"
"Leaver CS","2022","No function","Heterosexual / straight","Unknown","760","650","36160","32310"
"Leaver CS","2022","No function","LGBO","Declared disabled","310","300","28320","27570"
"Leaver CS","2022","No function","LGBO","Declared non-disabled","870","830","30710","27570"
"Leaver CS","2022","No function","LGBO","Undeclared","80","80","[c]","[c]"
"Leaver CS","2022","No function","LGBO","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","No function","Undeclared","Declared disabled","250","210","27100","26780"
"Leaver CS","2022","No function","Undeclared","Declared non-disabled","1080","920","31270","27570"
"Leaver CS","2022","No function","Undeclared","Undeclared","360","320","34020","27880"
"Leaver CS","2022","No function","Undeclared","Unknown","330","160","41790","36340"
"Leaver CS","2022","No function","Unknown","Declared disabled","150","120","29640","27570"
"Leaver CS","2022","No function","Unknown","Declared non-disabled","1230","970","30120","27570"
"Leaver CS","2022","No function","Unknown","Undeclared","240","190","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","4360","4090","31250","26130"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Declared disabled","100","90","38300","34870"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Declared non-disabled","730","680","39270","35620"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Declared non-disabled","60","50","39040","39600"
"Leaver CS","2022","Project Delivery","Undeclared","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Declared non-disabled","60","60","41540","38260"
"Leaver CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","180","170","38770","33610"
"Leaver CS","2022","Property","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Declared non-disabled","290","270","34550","32940"
"Leaver CS","2022","Property","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Unknown","130","120","26960","22040"
"Leaver CS","2022","Security","Heterosexual / straight","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Declared non-disabled","400","380","32370","29250"
"Leaver CS","2022","Security","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Unknown","70","70","33330","39070"
"Leaver CS","2022","Security","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","140","130","29110","26540"
"Leaver CS","2022","Unknown","Heterosexual / straight","Declared disabled","440","380","29420","26100"
"Leaver CS","2022","Unknown","Heterosexual / straight","Declared non-disabled","3050","2720","32170","27250"
"Leaver CS","2022","Unknown","Heterosexual / straight","Undeclared","130","120","29080","25350"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","270","250","35230","28980"
"Leaver CS","2022","Unknown","LGBO","Declared disabled","50","50","28970","27570"
"Leaver CS","2022","Unknown","LGBO","Declared non-disabled","130","120","30480","24890"
"Leaver CS","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Declared disabled","80","60","30170","27370"
"Leaver CS","2022","Unknown","Undeclared","Declared non-disabled","320","270","32390","28260"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","140","120","33510","30500"
"Leaver CS","2022","Unknown","Undeclared","Unknown","90","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","470","360","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","2780","2230","31870","27570"
"Leaver CS","2022","Unknown","Unknown","Undeclared","250","210","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","3250","2890","31070","27570"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Declared non-disabled","140","140","42320","37790"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Declared non-disabled","60","60","40980","39350"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Declared non-disabled","80","80","45090","40850"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","60","60","40580","38540"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Declared non-disabled","100","100","45200","40600"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
