"Status","Year","Region_ITL3","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","South Lanarkshire","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Unknown","Unknown","210","170","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Heterosexual / straight","No function","50","40","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Heterosexual / straight","No function","50","40","[c]","[c]"
"Leaver CS","2022","South Teesside","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Heterosexual / straight","No function","60","50","25850","21300"
"Leaver CS","2022","South West Wales","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Heterosexual / straight","No function","70","60","33440","27570"
"Leaver CS","2022","Southampton","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Unknown","Unknown","70","50","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","No function","190","180","30910","27570"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Unknown","No function","90","80","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Heterosexual / straight","No function","80","70","23080","20970"
"Leaver CS","2022","Stoke-on-Trent","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","No function","220","210","26020","24030"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","No function","50","40","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","No function","60","40","26640","27570"
"Leaver CS","2022","Sunderland","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","Unknown","240","180","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","No function","70","60","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","No function","40","30","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","No function","40","30","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Thurrock","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
