"Status","Year","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Security","Female","120","110","29850","26600"
"Leaver CS","2022","Security","Security","Male","540","520","31890","28500"
"Leaver CS","2022","Security","Unknown","Female","30","20","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Male","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Male","90","90","51600","45600"
"Leaver CS","2022","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Female","80","70","32460","29200"
"Leaver CS","2022","Unknown","Finance","Male","100","100","38850","33300"
"Leaver CS","2022","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Male","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Female","210","180","38130","34170"
"Leaver CS","2022","Unknown","Medicine","Male","70","60","53270","39540"
"Leaver CS","2022","Unknown","Operational Delivery","Female","750","600","27130","25040"
"Leaver CS","2022","Unknown","Operational Delivery","Male","750","630","29220","26120"
"Leaver CS","2022","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Female","680","620","25890","21580"
"Leaver CS","2022","Unknown","Other","Male","960","930","29660","26670"
"Leaver CS","2022","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Female","150","130","42870","37410"
"Leaver CS","2022","Unknown","Policy","Male","120","120","51800","45200"
"Leaver CS","2022","Unknown","Project Delivery","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Male","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Male","180","170","34690","28220"
"Leaver CS","2022","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","3840","3080","29570","27570"
"Leaver CS","2022","Unknown","Unknown","Male","3080","2690","32840","27570"
"Leaver CS","2022","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","Female","80","80","42560","39170"
"Leaver Dept.","2021","Communications","Communications","Male","70","60","46640","41740"
"Leaver Dept.","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Female","70","60","45730","41950"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Male","80","80","45260","41720"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","Female","90","80","47680","48860"
"Leaver Dept.","2021","Finance","Finance","Male","80","80","45610","43250"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","Female","180","170","39740","35080"
"Leaver Dept.","2021","Human Resources","Human Resources","Male","100","100","38300","34400"
"Leaver Dept.","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Female","110","110","38000","32910"
"Leaver Dept.","2021","Human Resources","Unknown","Male","60","60","37700","32910"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","Female","70","70","54680","52830"
"Leaver Dept.","2021","Legal","Legal","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","Female","60","60","44590","39540"
"Leaver Dept.","2021","No function","International Trade","Male","80","80","46630","43170"
"Leaver Dept.","2021","No function","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Delivery","Female","750","710","27970","22570"
"Leaver Dept.","2021","No function","Operational Delivery","Male","560","550","29070","23600"
"Leaver Dept.","2021","No function","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Policy","Female","700","680","43170","38750"
"Leaver Dept.","2021","No function","Policy","Male","590","580","43190","38700"
"Leaver Dept.","2021","No function","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Female","610","600","38510","32000"
"Leaver Dept.","2021","No function","Unknown","Male","450","440","39390","32000"
"Leaver Dept.","2021","Project Delivery","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Female","140","140","42620","38160"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Male","140","140","41160","37900"
"Leaver Dept.","2021","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Female","270","250","29930","25220"
"Leaver Dept.","2021","Unknown","Operational Delivery","Male","190","190","28190","25120"
"Leaver Dept.","2021","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Female","90","80","31190","27040"
"Leaver Dept.","2021","Unknown","Other","Male","60","60","[c]","[c]"
