"Status","Year","Sex","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Cabinet Office","No function","360","360","33470","28000"
"New entrant CS","2021","Male","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Security","70","70","27450","20920"
"New entrant CS","2021","Male","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","100","100","35830","32060"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","No function","500","500","33330","33570"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","No function","110","100","38850","34020"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Digital, Data & Technology","60","60","40080","36500"
"New entrant CS","2021","Male","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","No function","120","120","35340","32940"
"New entrant CS","2021","Male","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","80","80","41630","38750"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","No function","470","470","32090","29180"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","No function","100","100","33830","31800"
"New entrant CS","2021","Male","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Analysis","60","60","33260","29970"
"New entrant CS","2021","Male","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Digital, Data & Technology","110","110","37990","32010"
"New entrant CS","2021","Male","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","No function","480","460","31660","26590"
"New entrant CS","2021","Male","Department for Transport","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","No function","80","80","34180","26370"
"New entrant CS","2021","Male","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Unknown","7010","6980","26700","27570"
"New entrant CS","2021","Male","Department of Health and Social Care","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Communications","40","30","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Finance","70","70","35980","32790"
"New entrant CS","2021","Male","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","No function","770","710","39600","32790"
"New entrant CS","2021","Male","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Unknown","60","60","45010","40450"
"New entrant CS","2021","Male","ESTYN","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Digital, Data & Technology","70","70","32350","27130"
"New entrant CS","2021","Male","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","No function","210","210","22800","22350"
"New entrant CS","2021","Male","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Analysis","70","70","33170","36160"
"New entrant CS","2021","Male","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Communications","440","430","26700","25560"
"New entrant CS","2021","Male","HM Revenue and Customs","Counter Fraud","60","60","28090","25560"
"New entrant CS","2021","Male","HM Revenue and Customs","Debt","460","450","20510","20140"
"New entrant CS","2021","Male","HM Revenue and Customs","Digital, Data & Technology","160","160","37760","31810"
"New entrant CS","2021","Male","HM Revenue and Customs","Finance","30","30","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","No function","1050","1030","22130","20140"
"New entrant CS","2021","Male","HM Revenue and Customs","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Property","140","140","27540","24500"
"New entrant CS","2021","Male","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Unknown","200","190","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","No function","170","170","33960","30500"
"New entrant CS","2021","Male","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Unknown","1180","1170","32100","25630"
"New entrant CS","2021","Male","Ministry of Defence","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Commercial","80","80","33080","30200"
"New entrant CS","2021","Male","Ministry of Defence","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Digital, Data & Technology","50","50","32370","33000"
"New entrant CS","2021","Male","Ministry of Defence","Finance","80","80","33090","27050"
"New entrant CS","2021","Male","Ministry of Defence","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","No function","110","110","30260","26480"
"New entrant CS","2021","Male","Ministry of Defence","Project Delivery","710","710","34220","33000"
"New entrant CS","2021","Male","Ministry of Defence","Property","140","140","32620","33000"
"New entrant CS","2021","Male","Ministry of Defence","Security","490","490","26570","23540"
"New entrant CS","2021","Male","Ministry of Defence","Unknown","650","630","29610","26350"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","No function","130","120","37780","33210"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Justice","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Justice","Digital, Data & Technology","130","130","52240","52910"
"New entrant CS","2021","Male","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Justice","Legal","60","60","28860","26550"
"New entrant CS","2021","Male","Ministry of Justice","No function","3310","3230","23750","22850"
"New entrant CS","2021","Male","Ministry of Justice","Project Delivery","50","50","36150","35290"
"New entrant CS","2021","Male","Ministry of Justice","Property","30","30","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Justice","Security","40","40","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","No function","430","430","35080","34140"
"New entrant CS","2021","Male","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","No function","40","40","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","No function","130","130","32430","25750"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","No function","30","30","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","No function","160","150","22420","20810"
"New entrant CS","2021","Male","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Property","60","60","25970","25140"
"New entrant CS","2021","Male","Scottish Government","Unknown","570","560","33520","30650"
"New entrant CS","2021","Male","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","The National Archives","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Analysis","170","160","30270","29540"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Digital, Data & Technology","80","80","37000","36030"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","No function","150","140","28950","29540"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Wales Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Unknown","80","70","27750","23600"
