"Status","Year","Organisation","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Registers of Scotland","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","Unknown","150","150","35020","32400"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Unknown","AA/AO","60","50","21750","20850"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared non-disabled","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared non-disabled","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Unknown","AA/AO","80","70","23040","21810"
"Leaver CS","2021","Scottish Prison Service","Unknown","EO","80","70","32620","33650"
"Leaver CS","2021","Scottish Prison Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Declared non-disabled","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared non-disabled","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared non-disabled","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","AA/AO","100","80","19300","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Declared non-disabled","EO","60","50","25820","25930"
"Leaver CS","2021","Valuation Office Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Declared non-disabled","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Unknown","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Unknown","EO","50","30","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
