"Status","Year","Responsibility_level","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Norwich and East Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Nottingham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Oxfordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Oxfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Perth and Kinross, and Stirling","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Peterborough","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Plymouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Plymouth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Portsmouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Powys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Powys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Powys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Redbridge and Waltham Forest","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sandwell","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sandwell","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sefton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sefton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sheffield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sheffield","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Somerset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Somerset CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South and West Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Teesside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southampton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southampton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southend-on-Sea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Stoke-on-Trent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Stoke-on-Trent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Suffolk CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sunderland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Sunderland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Swansea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Swansea","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Swansea","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Swindon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Swindon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Swindon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Telford and Wrekin","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Telford and Wrekin","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Torbay","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Torbay","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Torbay","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tower Hamlets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tower Hamlets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tower Hamlets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tyneside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","430","380","36010","33270"
"Leaver CS","2022","Unknown","Wakefield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wakefield","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wakefield","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Walsall","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Walsall","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Walsall","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wandsworth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Warrington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Warrington","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Warrington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Warwickshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Surrey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Sussex (North East)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Sussex (South West)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Westminster","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Westminster","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Westminster","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Westminster","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wiltshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wiltshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wirral","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wirral","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wolverhampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wolverhampton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wolverhampton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Worcestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","York","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","York","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","York","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Aberdeen City and Aberdeenshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Angus and Dundee City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Angus and Dundee City","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Barking & Dagenham and Havering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Barnsley, Doncaster and Rotherham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Barnsley, Doncaster and Rotherham","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bedford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bedford","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Belfast","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Belfast","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Belfast","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Belfast","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Berkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bexley and Greenwich","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Birmingham","Heterosexual / straight","50","50","20270","19930"
"Leaver Dept.","2021","AA/AO","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Birmingham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Birmingham","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Blackpool","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bradford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bradford","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bradford","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bradford","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Brent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Brent","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Brighton and Hove","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bristol, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bromley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bromley","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Buckinghamshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Buckinghamshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Calderdale and Kirklees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Calderdale and Kirklees","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cambridgeshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Camden and City of London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cardiff and Vale of Glamorgan","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cardiff and Vale of Glamorgan","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Causeway Coast and Glens","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Chorley and West Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","City of Edinburgh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","City of Edinburgh","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Clackmannanshire and Fife","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Coventry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Coventry","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Coventry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Croydon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Croydon","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Croydon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Derby","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Derby","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Devon CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Devon CC","Unknown","[c]","[c]","[c]","[c]"
