"Status","Year","Sexual_orientation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Female","150","140","42930","38820"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Male","120","120","38600","33210"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice","Female","600","580","31620","26410"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice","Male","360","350","34020","28900"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","United Kingdom Statistics Authority","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","United Kingdom Statistics Authority","Male","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Cabinet Office","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Cabinet Office","Male","50","50","43820","35140"
"Leaver Dept.","2021","LGBO","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Work and Pensions","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Work and Pensions","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Home Office","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Justice","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Justice","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office","Female","60","60","42110","34280"
"Leaver Dept.","2021","Undeclared","Cabinet Office","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office","Female","60","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","Female","300","290","36820","32000"
"Leaver Dept.","2021","Unknown","Cabinet Office","Male","270","270","37050","32000"
"Leaver Dept.","2021","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Female","90","80","39990","36740"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Male","90","80","37690","33940"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","Female","300","290","38650","35290"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","Male","240","240","37820","34540"
"Leaver Dept.","2021","Unknown","Department for International Trade","Female","50","50","41100","37410"
"Leaver Dept.","2021","Unknown","Department for International Trade","Male","60","60","41290","38540"
"Leaver Dept.","2021","Unknown","Department for Transport","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Female","210","200","29880","27570"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Male","140","140","30030","27570"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Female","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Male","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Female","890","840","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Male","770","760","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Male","60","50","40440","40960"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","Female","110","110","32370","30850"
"Leaver Dept.","2021","Unknown","Ministry of Justice","Male","80","80","33730","30760"
"Leaver Dept.","2021","Unknown","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","Female","120","120","41030","31630"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","Male","60","50","42610","31560"
"Leaver Dept.","2022","Heterosexual / straight","Cabinet Office","Female","500","490","46080","40600"
"Leaver Dept.","2022","Heterosexual / straight","Cabinet Office","Male","350","350","45620","38070"
"Leaver Dept.","2022","Heterosexual / straight","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Female","280","270","42700","38160"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Male","240","230","45040","40050"
"Leaver Dept.","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Female","80","80","41680","34360"
"Leaver Dept.","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Male","70","70","48270","51730"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Female","210","210","41140","36780"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Male","130","130","43480","39870"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Female","210","200","28750","24920"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Male","140","140","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for International Trade","Female","80","70","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for International Trade","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Female","160","150","39510","36340"
"Leaver Dept.","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Male","120","110","43010","39600"
"Leaver Dept.","2022","Heterosexual / straight","Department for Transport","Female","200","190","35510","32180"
"Leaver Dept.","2022","Heterosexual / straight","Department for Transport","Male","190","190","38150","34710"
"Leaver Dept.","2022","Heterosexual / straight","Department for Work and Pensions","Female","1340","1290","29190","27570"
"Leaver Dept.","2022","Heterosexual / straight","Department for Work and Pensions","Male","860","850","30230","27570"
"Leaver Dept.","2022","Heterosexual / straight","Department of Health and Social Care","Female","3310","2860","39590","34530"
"Leaver Dept.","2022","Heterosexual / straight","Department of Health and Social Care","Male","1430","1270","45010","38200"
"Leaver Dept.","2022","Heterosexual / straight","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","HM Treasury","Female","90","90","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","HM Treasury","Male","70","70","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Home Office","Female","530","500","35210","28760"
"Leaver Dept.","2022","Heterosexual / straight","Home Office","Male","480","470","35830","28840"
"Leaver Dept.","2022","Heterosexual / straight","Ministry of Defence","Female","400","380","34500","32710"
"Leaver Dept.","2022","Heterosexual / straight","Ministry of Defence","Male","420","420","37520","33680"
"Leaver Dept.","2022","Heterosexual / straight","Ministry of Justice","Female","790","760","31670","26450"
"Leaver Dept.","2022","Heterosexual / straight","Ministry of Justice","Male","450","450","32080","26870"
"Leaver Dept.","2022","Heterosexual / straight","National Crime Agency","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","National Crime Agency","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
