"Status","Year","Function_of_post","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Declared disabled","60","60","39970","36330"
"Leaver Dept.","2022","Human Resources","Female","Declared non-disabled","350","340","37860","32330"
"Leaver Dept.","2022","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Unknown","110","80","38170","32000"
"Leaver Dept.","2022","Human Resources","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Declared non-disabled","140","140","36870","32000"
"Leaver Dept.","2022","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Declared non-disabled","90","80","44620","41060"
"Leaver Dept.","2022","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Unknown","50","50","42190","30720"
"Leaver Dept.","2022","Legal","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Declared disabled","730","680","34590","31060"
"Leaver Dept.","2022","No function","Female","Declared non-disabled","5810","5410","36810","31990"
"Leaver Dept.","2022","No function","Female","Undeclared","300","280","34200","29290"
"Leaver Dept.","2022","No function","Female","Unknown","2370","1980","41270","34530"
"Leaver Dept.","2022","No function","Male","Declared disabled","440","420","34970","28590"
"Leaver Dept.","2022","No function","Male","Declared non-disabled","3330","3210","39130","32330"
"Leaver Dept.","2022","No function","Male","Undeclared","230","230","35420","31060"
"Leaver Dept.","2022","No function","Male","Unknown","1580","1370","44460","35710"
"Leaver Dept.","2022","Project Delivery","Female","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Declared non-disabled","220","210","39860","36780"
"Leaver Dept.","2022","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Declared non-disabled","250","250","39910","35430"
"Leaver Dept.","2022","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Unknown","60","60","43570","39470"
"Leaver Dept.","2022","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Declared non-disabled","50","50","47370","40600"
"Leaver Dept.","2022","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Declared non-disabled","50","50","36240","33470"
"Leaver Dept.","2022","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Declared disabled","150","130","35990","30450"
"Leaver Dept.","2022","Unknown","Female","Declared non-disabled","1220","1070","35060","28810"
"Leaver Dept.","2022","Unknown","Female","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","580","460","35190","29420"
"Leaver Dept.","2022","Unknown","Male","Declared disabled","120","110","35220","30820"
"Leaver Dept.","2022","Unknown","Male","Declared non-disabled","1070","980","36720","30830"
"Leaver Dept.","2022","Unknown","Male","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","490","400","35240","31060"
"New entrant CS","2021","Analysis","Female","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Declared non-disabled","280","280","34320","31810"
"New entrant CS","2021","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Unknown","240","230","33980","32540"
"New entrant CS","2021","Analysis","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Declared non-disabled","310","310","34490","32540"
"New entrant CS","2021","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Unknown","240","240","34690","32540"
"New entrant CS","2021","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Declared non-disabled","150","150","34390","33000"
"New entrant CS","2021","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Unknown","210","200","53710","48900"
"New entrant CS","2021","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Declared non-disabled","140","130","39210","36000"
"New entrant CS","2021","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Unknown","230","230","60690","61710"
"New entrant CS","2021","Communications","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Declared non-disabled","250","240","31720","26350"
"New entrant CS","2021","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Unknown","370","360","30350","25560"
"New entrant CS","2021","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Declared non-disabled","240","240","30420","25560"
"New entrant CS","2021","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Unknown","370","370","30000","25560"
"New entrant CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Unknown","50","50","28610","29570"
"New entrant CS","2021","Debt","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Declared non-disabled","150","140","20460","20140"
"New entrant CS","2021","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Unknown","350","330","20410","20140"
"New entrant CS","2021","Debt","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","Declared non-disabled","110","110","20660","20140"
"New entrant CS","2021","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","Unknown","330","320","20520","20140"
"New entrant CS","2021","Digital, Data & Technology","Female","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Declared non-disabled","310","300","38540","35110"
"New entrant CS","2021","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Unknown","350","350","38480","34300"
"New entrant CS","2021","Digital, Data & Technology","Male","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Declared non-disabled","500","500","41660","38270"
"New entrant CS","2021","Digital, Data & Technology","Male","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Unknown","570","570","39670","36500"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Declared non-disabled","220","220","33750","31810"
"New entrant CS","2021","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Unknown","170","160","34190","32790"
"New entrant CS","2021","Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Declared non-disabled","170","170","39690","34280"
"New entrant CS","2021","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Unknown","150","140","33400","32670"
"New entrant CS","2021","Grants Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Declared disabled","60","50","32890","27840"
"New entrant CS","2021","Human Resources","Female","Declared non-disabled","340","330","32090","28120"
"New entrant CS","2021","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Unknown","210","200","32420","28000"
"New entrant CS","2021","Human Resources","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Declared non-disabled","140","140","33370","28000"
"New entrant CS","2021","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Unknown","80","80","31560","28840"
"New entrant CS","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Legal","Female","Declared non-disabled","270","260","39440","37230"
"New entrant CS","2021","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Unknown","610","590","32470","26550"
"New entrant CS","2021","Legal","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","Declared non-disabled","150","150","39400","33550"
"New entrant CS","2021","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","Unknown","320","310","36180","38000"
"New entrant CS","2021","No function","Female","Declared disabled","760","720","27480","24920"
"New entrant CS","2021","No function","Female","Declared non-disabled","5700","5410","28120","24240"
"New entrant CS","2021","No function","Female","Undeclared","470","420","32840","30080"
"New entrant CS","2021","No function","Female","Unknown","5280","5080","26580","22920"
"New entrant CS","2021","No function","Male","Declared disabled","400","400","28220","24620"
"New entrant CS","2021","No function","Male","Declared non-disabled","4070","3970","29670","25560"
"New entrant CS","2021","No function","Male","Undeclared","320","310","35880","30920"
"New entrant CS","2021","No function","Male","Unknown","4190","4110","27760","24240"
"New entrant CS","2021","No function","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Declared disabled","60","60","32540","29770"
"New entrant CS","2021","Project Delivery","Female","Declared non-disabled","490","480","35260","33000"
"New entrant CS","2021","Project Delivery","Female","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Unknown","210","210","35660","33000"
"New entrant CS","2021","Project Delivery","Male","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","Declared non-disabled","690","690","38330","35000"
"New entrant CS","2021","Project Delivery","Male","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","Unknown","300","300","32710","30000"
"New entrant CS","2021","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Declared non-disabled","170","170","28360","26350"
"New entrant CS","2021","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Unknown","100","100","26800","22570"
"New entrant CS","2021","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Declared non-disabled","280","280","33250","30000"
"New entrant CS","2021","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Unknown","140","140","31260","25430"
"New entrant CS","2021","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Declared non-disabled","110","110","24870","22650"
"New entrant CS","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Unknown","90","90","27370","23540"
"New entrant CS","2021","Security","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Declared non-disabled","320","320","26830","23540"
"New entrant CS","2021","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Unknown","270","270","27990","25540"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Declared disabled","1320","1270","27000","27570"
"New entrant CS","2021","Unknown","Female","Declared non-disabled","8550","8300","27160","27570"
"New entrant CS","2021","Unknown","Female","Undeclared","430","410","27220","27570"
"New entrant CS","2021","Unknown","Female","Unknown","2900","2790","30660","27570"
"New entrant CS","2021","Unknown","Male","Declared disabled","950","940","26950","27570"
"New entrant CS","2021","Unknown","Male","Declared non-disabled","6140","6110","27230","27570"
"New entrant CS","2021","Unknown","Male","Undeclared","320","320","26460","27570"
"New entrant CS","2021","Unknown","Male","Unknown","2440","2410","31690","27570"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","Declared disabled","60","60","30810","30710"
"New entrant CS","2022","Analysis","Female","Declared non-disabled","440","440","32570","30710"
"New entrant CS","2022","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","Unknown","190","160","34410","30710"
"New entrant CS","2022","Analysis","Male","Declared disabled","60","50","30140","30710"
"New entrant CS","2022","Analysis","Male","Declared non-disabled","500","490","34430","31000"
"New entrant CS","2022","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Male","Unknown","190","180","35250","30850"
"New entrant CS","2022","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Declared non-disabled","230","230","33470","31520"
"New entrant CS","2022","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Unknown","270","230","47150","37300"
"New entrant CS","2022","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Declared non-disabled","170","170","35010","33000"
"New entrant CS","2022","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Unknown","260","230","55820","54420"
"New entrant CS","2022","Communications","Female","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","Communications","Female","Declared non-disabled","420","410","31320","26590"
"New entrant CS","2022","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Unknown","340","320","31600","27270"
"New entrant CS","2022","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Declared non-disabled","330","330","30400","26590"
"New entrant CS","2022","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Unknown","320","310","29410","26590"
"New entrant CS","2022","Counter Fraud","Female","Declared disabled","70","70","27350","26590"
"New entrant CS","2022","Counter Fraud","Female","Declared non-disabled","550","530","26350","26590"
"New entrant CS","2022","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Unknown","200","190","27400","26590"
"New entrant CS","2022","Counter Fraud","Male","Declared disabled","70","60","26550","25210"
"New entrant CS","2022","Counter Fraud","Male","Declared non-disabled","490","490","27660","26590"
"New entrant CS","2022","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Unknown","180","180","28450","26590"
"New entrant CS","2022","Debt","Female","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Debt","Female","Declared non-disabled","370","350","21640","21250"
"New entrant CS","2022","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","Unknown","180","170","21430","21250"
"New entrant CS","2022","Debt","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","Declared non-disabled","240","240","21630","21250"
"New entrant CS","2022","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","Unknown","140","130","22020","21250"
"New entrant CS","2022","Digital, Data & Technology","Female","Declared disabled","100","90","36130","34410"
"New entrant CS","2022","Digital, Data & Technology","Female","Declared non-disabled","620","610","35970","33210"
"New entrant CS","2022","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Female","Unknown","370","350","37270","33840"
"New entrant CS","2022","Digital, Data & Technology","Male","Declared disabled","110","110","36540","33080"
"New entrant CS","2022","Digital, Data & Technology","Male","Declared non-disabled","1040","1040","38820","35900"
"New entrant CS","2022","Digital, Data & Technology","Male","Undeclared","60","60","36850","34540"
"New entrant CS","2022","Digital, Data & Technology","Male","Unknown","570","540","37680","33840"
"New entrant CS","2022","Finance","Female","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Female","Declared non-disabled","310","290","33340","30400"
"New entrant CS","2022","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","Unknown","290","250","34420","31210"
"New entrant CS","2022","Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","Declared non-disabled","250","250","34230","31990"
"New entrant CS","2022","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","Unknown","230","210","34050","29360"
"New entrant CS","2022","Grants Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","Declared non-disabled","280","260","21510","21300"
"New entrant CS","2022","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","Declared non-disabled","220","220","21900","21300"
"New entrant CS","2022","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","Declared disabled","80","80","31870","28000"
"New entrant CS","2022","Human Resources","Female","Declared non-disabled","570","550","32290","28000"
"New entrant CS","2022","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","Unknown","270","250","31640","27530"
"New entrant CS","2022","Human Resources","Male","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","Declared non-disabled","210","200","33940","29920"
"New entrant CS","2022","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","Unknown","150","140","35210","29360"
"New entrant CS","2022","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","Declared disabled","90","80","34740","27230"
"New entrant CS","2022","Legal","Female","Declared non-disabled","610","590","36360","30130"
"New entrant CS","2022","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","Unknown","160","150","34000","26950"
"New entrant CS","2022","Legal","Male","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Male","Declared non-disabled","290","290","39570","38550"
"New entrant CS","2022","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","Unknown","60","60","35280","31160"
"New entrant CS","2022","No function","Female","Declared disabled","2270","2150","28300","27040"
"New entrant CS","2022","No function","Female","Declared non-disabled","13990","13410","27840","25480"
"New entrant CS","2022","No function","Female","Undeclared","720","680","28290","27570"
"New entrant CS","2022","No function","Female","Unknown","8180","7680","27530","24800"
"New entrant CS","2022","No function","Male","Declared disabled","1270","1240","28090","26590"
"New entrant CS","2022","No function","Male","Declared non-disabled","9360","9190","28580","26590"
"New entrant CS","2022","No function","Male","Undeclared","510","500","29390","27570"
"New entrant CS","2022","No function","Male","Unknown","5610","5410","28410","26130"
"New entrant CS","2022","Project Delivery","Female","Declared disabled","70","60","32670","31060"
"New entrant CS","2022","Project Delivery","Female","Declared non-disabled","550","530","33380","29230"
"New entrant CS","2022","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","Unknown","210","210","34390","33000"
"New entrant CS","2022","Project Delivery","Male","Declared disabled","70","70","33000","28680"
"New entrant CS","2022","Project Delivery","Male","Declared non-disabled","690","690","37410","33120"
"New entrant CS","2022","Project Delivery","Male","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","Unknown","350","350","34990","33000"
"New entrant CS","2022","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","Declared non-disabled","240","230","31240","26030"
"New entrant CS","2022","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","Unknown","250","240","28740","25000"
"New entrant CS","2022","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","Declared non-disabled","270","270","35640","33000"
"New entrant CS","2022","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","Unknown","280","270","33510","26350"
"New entrant CS","2022","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","Declared non-disabled","120","120","28970","26350"
"New entrant CS","2022","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","Unknown","90","90","28020","25540"
"New entrant CS","2022","Security","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","Declared non-disabled","260","260","30150","26350"
"New entrant CS","2022","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","Unknown","350","340","28110","25000"
"New entrant CS","2022","Unknown","Female","Declared disabled","280","260","28790","27230"
"New entrant CS","2022","Unknown","Female","Declared non-disabled","1870","1810","30770","27230"
"New entrant CS","2022","Unknown","Female","Undeclared","80","80","29880","27230"
"New entrant CS","2022","Unknown","Female","Unknown","3010","2870","29530","27230"
"New entrant CS","2022","Unknown","Male","Declared disabled","210","210","30240","27230"
"New entrant CS","2022","Unknown","Male","Declared non-disabled","1390","1370","31660","27230"
"New entrant CS","2022","Unknown","Male","Undeclared","80","80","30790","27570"
"New entrant CS","2022","Unknown","Male","Unknown","2720","2610","30340","27230"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
