"Status","Year","Ethnicity","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
