"Status","Year","Sex","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Centre for Environment, Fisheries and Aquaculture Science","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Companies House","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Companies House","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Companies House","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Companies House","White","40","30","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","White","40","40","[c]","[c]"
"Leaver CS","2022","Female","Criminal Injuries Compensation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Criminal Injuries Compensation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Criminal Injuries Compensation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Criminal Injuries Compensation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Criminal Injuries Compensation Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Commercial Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Office and Procurator Fiscal Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Office and Procurator Fiscal Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Office and Procurator Fiscal Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Office and Procurator Fiscal Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Office and Procurator Fiscal Service","White","70","60","33110","23230"
"Leaver CS","2022","Female","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Crown Prosecution Service","White","180","160","39410","33310"
"Leaver CS","2022","Female","Defence Electronics and Components Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Electronics and Components Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Electronics and Components Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Electronics and Components Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Electronics and Components Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Equipment and Support","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","Defence Equipment and Support","White","200","180","32820","27640"
"Leaver CS","2022","Female","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Defence Science and Technology Laboratory","White","70","60","36030","38070"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","90","90","45410","40050"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","White","60","50","40440","34310"
"Leaver CS","2022","Female","Department for Education (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education (excl. agencies)","Unknown","60","50","33830","28500"
"Leaver CS","2022","Female","Department for Education (excl. agencies)","White","100","100","42060","36780"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","White","120","110","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","White","50","40","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport (excl. agencies)","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport (excl. agencies)","White","50","50","[c]","[c]"
"Leaver CS","2022","Female","Department for Work and Pensions (excl. agencies)","Asian","310","270","27520","27570"
"Leaver CS","2022","Female","Department for Work and Pensions (excl. agencies)","Black","280","260","28800","31060"
"Leaver CS","2022","Female","Department for Work and Pensions (excl. agencies)","Mixed","150","140","26840","27570"
"Leaver CS","2022","Female","Department for Work and Pensions (excl. agencies)","Other ethnicity","50","40","[c]","[c]"
"Leaver CS","2022","Female","Department for Work and Pensions (excl. agencies)","Undeclared","150","120","26430","26120"
"Leaver CS","2022","Female","Department for Work and Pensions (excl. agencies)","Unknown","660","610","25980","27570"
"Leaver CS","2022","Female","Department for Work and Pensions (excl. agencies)","White","3760","3080","26520","27570"
"Leaver CS","2022","Female","Department of Health and Social Care (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department of Health and Social Care (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department of Health and Social Care (excl. agencies)","Unknown","260","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department of Health and Social Care (excl. agencies)","White","90","[c]","[c]","[c]"
"Leaver CS","2022","Female","Disclosure Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Disclosure Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Disclosure Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Disclosure Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Disclosure Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Licensing Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Licensing Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Licensing Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Licensing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Licensing Agency","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Licensing Agency","White","190","140","23070","21840"
"Leaver CS","2022","Female","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Standards Agency","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Female","Driver and Vehicle Standards Agency","White","70","60","28170","26780"
"Leaver CS","2022","Female","Education and Skills Funding Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education and Skills Funding Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education and Skills Funding Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education and Skills Funding Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Education Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Estyn","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Estyn","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Estyn","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Estyn","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","FCDO Services","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","FCDO Services","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","FCDO Services","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","FCDO Services","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","FCDO Services","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","White","80","[c]","[c]","[c]"
"Leaver CS","2022","Female","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Forestry and Land Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Forestry and Land Scotland","White","30","30","[c]","[c]"
"Leaver CS","2022","Female","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Actuary's Department","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Internal Audit Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Internal Audit Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Internal Audit Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Internal Audit Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Legal Department","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Legal Department","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Legal Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Legal Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Legal Department","White","80","70","52540","51250"
"Leaver CS","2022","Female","Government Property Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Property Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Property Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Property Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Government Property Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Health and Safety Executive","White","80","60","35340","31660"
"Leaver CS","2022","Female","HM Courts and Tribunals Service","Asian","80","70","25400","22680"
"Leaver CS","2022","Female","HM Courts and Tribunals Service","Black","70","60","25760","23720"
"Leaver CS","2022","Female","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Courts and Tribunals Service","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Female","HM Courts and Tribunals Service","Unknown","380","360","21940","20970"
"Leaver CS","2022","Female","HM Courts and Tribunals Service","White","760","620","23800","20970"
"Leaver CS","2022","Female","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","White","160","120","32030","27130"
"Leaver CS","2022","Female","HM Prison and Probation Service","Asian","90","80","[c]","[c]"
"Leaver CS","2022","Female","HM Prison and Probation Service","Black","130","120","[c]","[c]"
"Leaver CS","2022","Female","HM Prison and Probation Service","Mixed","90","80","[c]","[c]"
"Leaver CS","2022","Female","HM Prison and Probation Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Prison and Probation Service","Undeclared","60","60","[c]","[c]"
"Leaver CS","2022","Female","HM Prison and Probation Service","Unknown","930","850","[c]","[c]"
"Leaver CS","2022","Female","HM Prison and Probation Service","White","2250","2030","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs (excl. agencies)","Asian","160","130","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs (excl. agencies)","Black","60","50","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs (excl. agencies)","Undeclared","80","60","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs (excl. agencies)","Unknown","650","550","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs (excl. agencies)","White","1650","1280","30460","26820"
"Leaver CS","2022","Female","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury (excl. agencies)","White","50","50","[c]","[c]"
"Leaver CS","2022","Female","Home Office","Asian","100","80","30610","28650"
"Leaver CS","2022","Female","Home Office","Black","50","40","[c]","[c]"
"Leaver CS","2022","Female","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Home Office","Undeclared","60","50","33070","29080"
"Leaver CS","2022","Female","Home Office","Unknown","140","130","28490","25630"
"Leaver CS","2022","Female","Home Office","White","670","550","30830","25310"
"Leaver CS","2022","Female","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intellectual Property Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
