"Status","Year","Function_of_post","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Property","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Unknown","60","60","25480","22040"
"Leaver CS","2022","Property","HM Revenue and Customs","White","130","110","29330","24500"
"Leaver CS","2022","Property","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","White","170","160","32630","33300"
"Leaver CS","2022","Property","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","White","40","30","[c]","[c]"
"Leaver CS","2022","Security","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Unknown","100","100","28540","25610"
"Leaver CS","2022","Security","Ministry of Defence","White","500","480","32400","29250"
"Leaver CS","2022","Security","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Asian","80","70","26970","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Black","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","590","570","26040","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","White","530","480","26800","24250"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","White","130","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Asian","280","240","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Black","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Mixed","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Undeclared","180","150","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","1260","1110","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","White","2670","2190","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Asian","180","150","30900","28650"
"Leaver CS","2022","Unknown","Home Office","Black","80","70","32290","28670"
"Leaver CS","2022","Unknown","Home Office","Mixed","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Undeclared","130","100","33000","29870"
"Leaver CS","2022","Unknown","Home Office","Unknown","310","300","31100","27760"
"Leaver CS","2022","Unknown","Home Office","White","1340","1130","32080","26160"
"Leaver CS","2022","Unknown","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Undeclared","100","90","31150","27720"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","460","440","34520","32700"
"Leaver CS","2022","Unknown","Ministry of Defence","White","1480","1380","29270","23290"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Unknown","260","240","35710","30360"
"Leaver CS","2022","Unknown","Scottish Government","White","500","450","40390","36130"
"Leaver CS","2022","Unknown","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","White","220","190","42940","37410"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
