"Status","Year","Profession_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Finance","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","White","100","100","47960","49050"
"Leaver Dept.","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","White","150","150","38880","34400"
"Leaver Dept.","2021","Human Resources","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","White","30","30","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","White","60","60","57750","55710"
"Leaver Dept.","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","White","110","110","28250","24210"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","Asian","170","160","27280","25040"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","Black","80","80","27150","24890"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","White","890","860","29570","24880"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","White","60","60","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Unknown","330","330","27070","22680"
"Leaver Dept.","2021","Operational Delivery","Unknown","White","60","60","35580","30630"
"Leaver Dept.","2021","Operational Research","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","White","160","150","38210","31140"
"Leaver Dept.","2021","Other","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","White","90","90","42500","37550"
"Leaver Dept.","2021","Policy","Declared non-disabled","Asian","100","100","41770","37780"
"Leaver Dept.","2021","Policy","Declared non-disabled","Black","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Mixed","50","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","White","620","600","47200","44090"
"Leaver Dept.","2021","Policy","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","530","510","41200","36800"
"Leaver Dept.","2021","Policy","Unknown","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
