"Status","Year","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Operational Delivery","2090","1930","21360","21260"
"Leaver Dept.","2022","AA/AO","Other","160","150","21510","21260"
"Leaver Dept.","2022","AA/AO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Science and Engineering","170","160","21540","21510"
"Leaver Dept.","2022","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","700","660","22070","21260"
"Leaver Dept.","2022","EO","Commercial","50","40","[c]","[c]"
"Leaver Dept.","2022","EO","Communications","60","30","[c]","[c]"
"Leaver Dept.","2022","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Counter Fraud","50","50","27790","27570"
"Leaver Dept.","2022","EO","Digital, Data and Technology","90","90","27600","27520"
"Leaver Dept.","2022","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Finance","100","70","25940","26240"
"Leaver Dept.","2022","EO","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Human Resources","140","110","26970","26880"
"Leaver Dept.","2022","EO","Intelligence Analysis","40","40","[c]","[c]"
"Leaver Dept.","2022","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Knowledge and Information Management","30","30","[c]","[c]"
"Leaver Dept.","2022","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Operational Delivery","2990","2840","27110","27570"
"Leaver Dept.","2022","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Other","340","330","26990","27570"
"Leaver Dept.","2022","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Policy","250","200","27450","27690"
"Leaver Dept.","2022","EO","Project Delivery","80","70","26320","26350"
"Leaver Dept.","2022","EO","Property","30","30","[c]","[c]"
"Leaver Dept.","2022","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Science and Engineering","310","300","25450","25800"
"Leaver Dept.","2022","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","610","570","27880","27570"
"Leaver Dept.","2022","G6/G7","Commercial","100","80","57040","54540"
"Leaver Dept.","2022","G6/G7","Communications","130","60","59950","57440"
"Leaver Dept.","2022","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Digital, Data and Technology","180","160","57860","55740"
"Leaver Dept.","2022","G6/G7","Economics","60","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Finance","150","120","58040","56480"
"Leaver Dept.","2022","G6/G7","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Human Resources","140","130","57660","55430"
"Leaver Dept.","2022","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Knowledge and Information Management","130","110","56430","54230"
"Leaver Dept.","2022","G6/G7","Legal","90","90","60280","59160"
"Leaver Dept.","2022","G6/G7","Medicine","90","80","68940","60830"
"Leaver Dept.","2022","G6/G7","Operational Delivery","1030","980","57420","54270"
"Leaver Dept.","2022","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Other","70","70","57690","56500"
"Leaver Dept.","2022","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Policy","800","610","57170","54270"
"Leaver Dept.","2022","G6/G7","Project Delivery","120","120","58130","57450"
"Leaver Dept.","2022","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Science and Engineering","570","540","57460","53550"
"Leaver Dept.","2022","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Statistics","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","970","750","58240","54760"
"Leaver Dept.","2022","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Commercial","30","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Medicine","240","200","112660","109710"
"Leaver Dept.","2022","SCS","Operational Delivery","140","110","96180","93040"
"Leaver Dept.","2022","SCS","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Policy","140","100","84580","77880"
"Leaver Dept.","2022","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Science and Engineering","30","20","[c]","[c]"
"Leaver Dept.","2022","SCS","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","150","130","86600","77720"
"Leaver Dept.","2022","SEO/HEO","Commercial","310","190","36010","36500"
"Leaver Dept.","2022","SEO/HEO","Communications","190","180","36660","36530"
"Leaver Dept.","2022","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Counter Fraud","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Digital, Data and Technology","460","370","37250","36780"
"Leaver Dept.","2022","SEO/HEO","Economics","90","70","33520","33640"
"Leaver Dept.","2022","SEO/HEO","Finance","320","230","36970","36330"
"Leaver Dept.","2022","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Human Resources","260","250","34800","33550"
"Leaver Dept.","2022","SEO/HEO","Intelligence Analysis","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","International Trade","60","60","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","120","110","36460","36970"
"Leaver Dept.","2022","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Medicine","60","60","38070","39870"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","2160","2050","35420","34550"
"Leaver Dept.","2022","SEO/HEO","Operational Research","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","210","210","34640","34970"
"Leaver Dept.","2022","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Policy","1200","1000","36790","36340"
"Leaver Dept.","2022","SEO/HEO","Project Delivery","300","290","36850","36840"
"Leaver Dept.","2022","SEO/HEO","Property","50","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Science and Engineering","1190","1090","36200","36330"
"Leaver Dept.","2022","SEO/HEO","Security","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Social Research","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Statistics","80","80","37390","38020"
"Leaver Dept.","2022","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","1780","1620","34400","33250"
"Leaver Dept.","2022","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","120","110","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","190","100","[c]","[c]"
"New entrant CS","2021","AA/AO","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Communications","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data and Technology","90","90","21360","20920"
"New entrant CS","2021","AA/AO","Economics","80","80","21890","22500"
"New entrant CS","2021","AA/AO","Finance","100","80","20580","20500"
"New entrant CS","2021","AA/AO","Human Resources","160","160","20920","20920"
"New entrant CS","2021","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Medicine","50","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","9430","9150","21850","21300"
"New entrant CS","2021","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other","700","680","20740","20920"
"New entrant CS","2021","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Policy","100","100","21450","20920"
"New entrant CS","2021","AA/AO","Project Delivery","50","50","21740","20920"
"New entrant CS","2021","AA/AO","Property","70","70","19040","18760"
"New entrant CS","2021","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Science and Engineering","240","230","21080","20660"
"New entrant CS","2021","AA/AO","Security","550","550","24990","23540"
"New entrant CS","2021","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Tax","2200","2140","20190","20140"
"New entrant CS","2021","AA/AO","Unknown","6540","6440","21530","21010"
"New entrant CS","2021","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","90","90","25080","25380"
"New entrant CS","2021","EO","Communications","140","140","26480","27200"
"New entrant CS","2021","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data and Technology","370","370","26270","25560"
"New entrant CS","2021","EO","Economics","60","60","26370","26250"
"New entrant CS","2021","EO","Finance","180","170","24780","25000"
"New entrant CS","2021","EO","Human Resources","180","170","25900","26350"
"New entrant CS","2021","EO","Intelligence Analysis","70","70","26370","26350"
"New entrant CS","2021","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2021","EO","Legal","150","150","26800","25560"
"New entrant CS","2021","EO","Medicine","60","50","29740","30620"
"New entrant CS","2021","EO","Operational Delivery","2730","2670","26730","25410"
"New entrant CS","2021","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other","640","630","25560","26350"
"New entrant CS","2021","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Policy","600","600","26440","27270"
"New entrant CS","2021","EO","Project Delivery","240","230","25050","26180"
"New entrant CS","2021","EO","Property","130","130","25550","24960"
"New entrant CS","2021","EO","Psychology","60","60","24940","24620"
"New entrant CS","2021","EO","Science and Engineering","300","300","24960","26370"
"New entrant CS","2021","EO","Security","90","90","27400","24810"
"New entrant CS","2021","EO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Statistics","90","90","26690","27200"
"New entrant CS","2021","EO","Tax","770","760","25620","25560"
"New entrant CS","2021","EO","Unknown","11610","11350","28470","27570"
"New entrant CS","2021","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","60","60","55400","54110"
"New entrant CS","2021","G6/G7","Communications","80","70","58020","57060"
"New entrant CS","2021","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data and Technology","490","490","58290","57050"
"New entrant CS","2021","G6/G7","Economics","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","100","100","58490","57800"
"New entrant CS","2021","G6/G7","Human Resources","110","100","57590","55250"
"New entrant CS","2021","G6/G7","Inspector of Education and Training","60","60","73310","75500"
"New entrant CS","2021","G6/G7","Intelligence Analysis","50","50","58080","53360"
"New entrant CS","2021","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","420","400","53610","51210"
"New entrant CS","2021","G6/G7","Medicine","110","80","72530","75330"
"New entrant CS","2021","G6/G7","Operational Delivery","400","380","56170","53380"
"New entrant CS","2021","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other","100","100","61200","57430"
"New entrant CS","2021","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Policy","590","580","55970","53380"
"New entrant CS","2021","G6/G7","Project Delivery","190","190","56330","54120"
"New entrant CS","2021","G6/G7","Property","70","60","56980","53500"
"New entrant CS","2021","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Science and Engineering","80","80","55380","52640"
"New entrant CS","2021","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","730","710","58790","54700"
"New entrant CS","2021","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Medicine","60","40","92780","84460"
"New entrant CS","2021","SCS","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2021","SCS","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","60","60","92750","84070"
"New entrant CS","2021","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","240","230","86780","73350"
"New entrant CS","2021","SEO/HEO","Commercial","240","240","36550","36500"
"New entrant CS","2021","SEO/HEO","Communications","200","200","36610","36000"
"New entrant CS","2021","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","860","850","37150","36500"
"New entrant CS","2021","SEO/HEO","Economics","300","300","33330","32790"
"New entrant CS","2021","SEO/HEO","Finance","320","320","36540","35900"
"New entrant CS","2021","SEO/HEO","Human Resources","250","250","34560","34000"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","90","80","33300","31800"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","90","90","35490","33000"
"New entrant CS","2021","SEO/HEO","Legal","350","350","34800","36800"
"New entrant CS","2021","SEO/HEO","Medicine","120","110","36720","37890"
"New entrant CS","2021","SEO/HEO","Operational Delivery","1980","1870","35110","33950"
"New entrant CS","2021","SEO/HEO","Operational Research","80","80","35080","35640"
"New entrant CS","2021","SEO/HEO","Other","360","360","34930","35000"
"New entrant CS","2021","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Policy","1980","1950","34230","33570"
"New entrant CS","2021","SEO/HEO","Project Delivery","630","620","36080","35050"
"New entrant CS","2021","SEO/HEO","Property","210","210","34740","33150"
"New entrant CS","2021","SEO/HEO","Psychology","50","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","600","550","34770","33000"
"New entrant CS","2021","SEO/HEO","Security","90","90","35150","34710"
"New entrant CS","2021","SEO/HEO","Social Research","190","180","33540","32540"
"New entrant CS","2021","SEO/HEO","Statistics","220","210","34100","32540"
"New entrant CS","2021","SEO/HEO","Tax","270","270","32640","31810"
"New entrant CS","2021","SEO/HEO","Unknown","1990","1970","33230","31990"
"New entrant CS","2021","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","1450","1320","23000","22920"
"New entrant CS","2021","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","60","50","40080","40000"
"New entrant CS","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","90","90","31640","27540"
"New entrant CS","2021","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","340","330","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","70","60","20760","21220"
"New entrant CS","2022","AA/AO","Communications","60","50","22050","21410"
"New entrant CS","2022","AA/AO","Counter Fraud","290","280","22670","21260"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","210","210","20440","21170"
"New entrant CS","2022","AA/AO","Economics","80","70","21420","21250"
"New entrant CS","2022","AA/AO","Finance","130","120","21050","21250"
"New entrant CS","2022","AA/AO","Geography","50","50","20440","20420"
"New entrant CS","2022","AA/AO","Human Resources","240","230","21500","21170"
"New entrant CS","2022","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","50","50","22390","21830"
"New entrant CS","2022","AA/AO","Operational Delivery","17470","16940","22140","21260"
"New entrant CS","2022","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","1120","1080","21200","21260"
"New entrant CS","2022","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","130","130","21360","21260"
"New entrant CS","2022","AA/AO","Project Delivery","80","80","21710","21260"
"New entrant CS","2022","AA/AO","Property","70","70","20050","19810"
"New entrant CS","2022","AA/AO","Psychology","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","250","250","20770","20910"
"New entrant CS","2022","AA/AO","Security","480","480","25090","24540"
"New entrant CS","2022","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","70","70","21980","22460"
"New entrant CS","2022","AA/AO","Tax","750","710","21250","21250"
"New entrant CS","2022","AA/AO","Unknown","2390","2320","21860","21250"
"New entrant CS","2022","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","250","240","25500","26130"
"New entrant CS","2022","EO","Communications","140","120","27110","27270"
"New entrant CS","2022","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","360","350","27850","27570"
"New entrant CS","2022","EO","Digital, Data and Technology","580","570","26660","26590"
"New entrant CS","2022","EO","Economics","70","70","26960","26750"
"New entrant CS","2022","EO","Finance","350","320","25160","25120"
"New entrant CS","2022","EO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","320","290","25930","26350"
"New entrant CS","2022","EO","Intelligence Analysis","130","130","27340","26590"
"New entrant CS","2022","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","International Trade","60","60","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","60","60","26170","26820"
"New entrant CS","2022","EO","Legal","200","200","27800","27050"
"New entrant CS","2022","EO","Medicine","40","30","[c]","[c]"
"New entrant CS","2022","EO","Operational Delivery","7860","7570","27610","27570"
"New entrant CS","2022","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Other","730","720","25440","26350"
"New entrant CS","2022","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Policy","730","710","26580","26180"
"New entrant CS","2022","EO","Project Delivery","240","230","25660","25120"
"New entrant CS","2022","EO","Property","240","240","25800","25000"
"New entrant CS","2022","EO","Psychology","70","70","25100","24620"
"New entrant CS","2022","EO","Science and Engineering","360","350","25000","26370"
"New entrant CS","2022","EO","Security","50","50","[c]","[c]"
"New entrant CS","2022","EO","Social Research","40","40","[c]","[c]"
"New entrant CS","2022","EO","Statistics","90","90","27120","27480"
"New entrant CS","2022","EO","Tax","1080","1070","26980","26590"
"New entrant CS","2022","EO","Unknown","2130","2090","27290","27230"
"New entrant CS","2022","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Commercial","60","50","54230","53360"
"New entrant CS","2022","G6/G7","Communications","90","70","56680","54190"
"New entrant CS","2022","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","670","650","56320","54650"
"New entrant CS","2022","G6/G7","Economics","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Finance","170","160","56190","54590"
"New entrant CS","2022","G6/G7","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Human Resources","160","150","55950","54220"
"New entrant CS","2022","G6/G7","Inspector of Education and Training","80","80","72050","70500"
"New entrant CS","2022","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","International Trade","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Legal","370","360","53720","51810"
"New entrant CS","2022","G6/G7","Medicine","90","70","69340","75820"
"New entrant CS","2022","G6/G7","Operational Delivery","500","480","56030","53360"
"New entrant CS","2022","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Other","140","140","57040","54110"
"New entrant CS","2022","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Policy","640","620","54440","53170"
"New entrant CS","2022","G6/G7","Project Delivery","210","210","55930","54110"
"New entrant CS","2022","G6/G7","Property","130","120","55790","53500"
