"Status","Year","Sexual_orientation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","LGBO","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","Operational Delivery","60","60","28830","23800"
"Leaver CS","2021","Undeclared","Eastern Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","[c]","[c]","[c]","[c]"
