"Status","Year","Function_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","No function","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","SEO/HEO","Mixed","60","60","34530","32910"
"Leaver Dept.","2021","No function","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","SEO/HEO","Undeclared","70","70","[c]","[c]"
"Leaver Dept.","2021","No function","SEO/HEO","Unknown","740","730","33210","32000"
"Leaver Dept.","2021","No function","SEO/HEO","White","710","700","34470","33100"
"Leaver Dept.","2021","No function","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","White","60","60","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","White","60","60","23710","23900"
"Leaver Dept.","2021","Project Delivery","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","White","90","90","58290","55240"
"Leaver Dept.","2021","Project Delivery","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","White","190","180","33970","33300"
"Leaver Dept.","2021","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Asian","130","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Black","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","330","310","21310","21010"
"Leaver Dept.","2021","Unknown","AA/AO","White","690","640","21090","21010"
"Leaver Dept.","2021","Unknown","EO","Asian","160","150","28440","27760"
"Leaver Dept.","2021","Unknown","EO","Black","90","90","28200","27570"
"Leaver Dept.","2021","Unknown","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","250","210","28120","27570"
"Leaver Dept.","2021","Unknown","EO","White","900","850","27080","27570"
"Leaver Dept.","2021","Unknown","G6/G7","Asian","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","220","140","56370","54650"
"Leaver Dept.","2021","Unknown","G6/G7","White","430","390","58000","56150"
"Leaver Dept.","2021","Unknown","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","White","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Asian","150","140","36500","35070"
"Leaver Dept.","2021","Unknown","SEO/HEO","Black","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","380","270","36150","35070"
"Leaver Dept.","2021","Unknown","SEO/HEO","White","920","830","35820","35070"
"Leaver Dept.","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","White","80","70","57080","54400"
"Leaver Dept.","2022","Analysis","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","White","170","160","35640","34710"
"Leaver Dept.","2022","Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","White","70","60","58670","54700"
"Leaver Dept.","2022","Commercial","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","White","110","90","37250","37400"
"Leaver Dept.","2022","Commercial","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","White","60","50","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","White","140","140","36660","36330"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
