"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Black","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Public Health England","Department of Health and Social Care","100","90","39120","32450"
"Leaver CS","2022","Black","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Health Security Agency","Department of Health and Social Care","70","60","32720","28590"
"Leaver CS","2022","Black","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","240","220","27220","27570"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Ministry of Justice","140","130","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","80","70","28570","28430"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Home Office","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
