"Status","Year","Ethnicity","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Mixed","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","No function","50","50","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","No function","40","30","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","90","70","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Medicine","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","No function","120","110","30110","27570"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Counter Fraud","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Digital, Data & Technology","80","80","38100","36330"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","No function","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","No function","620","540","29480","26510"
