"Status","Year","Parent_department","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Operational Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Policy","Unknown","110","110","43920","40510"
"Leaver Dept.","2021","Department for Education","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Grants Management","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","No function","50","50","24510","21050"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Policy","No function","330","320","40900","36030"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","International Trade","No function","130","130","45780","42030"
"Leaver Dept.","2021","Department for International Trade","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Policy","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Operational Delivery","No function","110","100","24920","21590"
"Leaver Dept.","2021","Department for Transport","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Security","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Unknown","190","190","45150","42460"
"Leaver Dept.","2021","Department for Work and Pensions","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Unknown","1350","1300","30090","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","180","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Unknown","250","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Policy","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Unknown","1620","1570","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Policy","No function","100","100","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Operational Delivery","Unknown","410","390","28600","24890"
"Leaver Dept.","2021","Home Office","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Home Office","Policy","Unknown","150","150","50090","42410"
"Leaver Dept.","2021","Home Office","Project Delivery","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Home Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Unknown","280","250","34110","28790"
"Leaver Dept.","2021","Ministry of Defence","Commercial","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Commercial","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Finance","Finance","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Human Resources","Human Resources","60","50","34710","29250"
"Leaver Dept.","2021","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other","Unknown","80","80","32010","27720"
"Leaver Dept.","2021","Ministry of Defence","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Policy","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Project Delivery","170","160","41610","39510"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Science and Engineering","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Policy","No function","210","210","41330","36340"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","Finance","60","60","46590","44550"
"Leaver Dept.","2021","Ministry of Justice","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","Human Resources","70","70","41790","36800"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
