"Status","Year","Region_ITL1","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Scotland","Female","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","City of Edinburgh","50","50","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Glasgow City","110","100","28190","26890"
"Leaver Dept.","2021","Scotland","Male","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","South Lanarkshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","South Hampshire","30","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","South Hampshire","40","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","190","180","34880","32000"
"Leaver Dept.","2021","South West (England)","Female","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Bristol, City of","90","90","34770","30210"
"Leaver Dept.","2021","South West (England)","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Devon CC","30","30","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Wiltshire","30","30","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","240","240","35500","32550"
"Leaver Dept.","2021","South West (England)","Male","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Bristol, City of","60","60","35430","30440"
"Leaver Dept.","2021","South West (England)","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Wiltshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","390","380","34820","32000"
"Leaver Dept.","2021","Unknown","Male","Unknown","320","320","36500","32000"
"Leaver Dept.","2021","Wales","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Cardiff and Vale of Glamorgan","130","130","29510","27570"
"Leaver Dept.","2021","Wales","Female","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Monmouthshire and Newport","70","60","36010","30790"
"Leaver Dept.","2021","Wales","Female","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Swansea","80","70","26470","21590"
"Leaver Dept.","2021","Wales","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Cardiff and Vale of Glamorgan","110","110","36880","30970"
"Leaver Dept.","2021","Wales","Male","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Monmouthshire and Newport","70","70","37750","36360"
"Leaver Dept.","2021","Wales","Male","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Swansea","60","60","29120","21950"
"Leaver Dept.","2021","Wales","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Birmingham","150","140","26730","22570"
"Leaver Dept.","2021","West Midlands (England)","Female","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Birmingham","130","130","28870","23900"
"Leaver Dept.","2021","West Midlands (England)","Male","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Leeds","150","130","32910","27570"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Sheffield","80","80","34110","31090"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","York","60","50","37690","35900"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Leeds","120","100","34830","31860"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Sheffield","60","60","35440","32520"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","York","40","40","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Nottingham","250","240","33140","28590"
"Leaver Dept.","2022","East Midlands (England)","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Nottingham","140","140","34960","28590"
"Leaver Dept.","2022","East Midlands (England)","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Cambridgeshire CC","190","170","36880","31090"
"Leaver Dept.","2022","East of England","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Hertfordshire CC","40","40","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Suffolk CC","50","40","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","West Essex","50","40","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Cambridgeshire CC","100","90","45180","34540"
"Leaver Dept.","2022","East of England","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Suffolk CC","30","30","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Barnet","760","690","40110","33880"
"Leaver Dept.","2022","London","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Camden and City of London","50","50","[c]","[c]"
"Leaver Dept.","2022","London","Female","Croydon","170","160","38500","32000"
"Leaver Dept.","2022","London","Female","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Hackney and Newham","90","80","32620","31060"
"Leaver Dept.","2022","London","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Harrow and Hillingdon","50","40","[c]","[c]"
"Leaver Dept.","2022","London","Female","Hounslow and Richmond upon Thames","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Female","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Lambeth","1120","1020","45570","40070"
"Leaver Dept.","2022","London","Female","Lewisham and Southwark","160","150","46460","40070"
"Leaver Dept.","2022","London","Female","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Tower Hamlets","190","190","41100","35590"
"Leaver Dept.","2022","London","Female","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Westminster","3300","2690","44170","39740"
"Leaver Dept.","2022","London","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Barnet","380","360","45600","40470"
"Leaver Dept.","2022","London","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Camden and City of London","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Male","Croydon","130","130","38720","35050"
"Leaver Dept.","2022","London","Male","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Hackney and Newham","60","60","[c]","[c]"
"Leaver Dept.","2022","London","Male","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Harrow and Hillingdon","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Lambeth","530","490","50230","45240"
"Leaver Dept.","2022","London","Male","Lewisham and Southwark","80","70","50000","52610"
"Leaver Dept.","2022","London","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Tower Hamlets","180","180","41020","34550"
"Leaver Dept.","2022","London","Male","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Westminster","2640","2160","45870","40240"
"Leaver Dept.","2022","London","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Durham","70","70","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Sunderland","80","70","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Tyneside","390","360","31880","27570"
"Leaver Dept.","2022","North East (England)","Male","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Durham","50","50","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Sunderland","40","40","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Tyneside","270","260","33800","28590"
"Leaver Dept.","2022","North West (England)","Female","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Blackpool","60","50","33040","31990"
"Leaver Dept.","2022","North West (England)","Female","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Greater Manchester South West","110","100","28100","25120"
"Leaver Dept.","2022","North West (England)","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Liverpool","260","240","30980","25220"
"Leaver Dept.","2022","North West (England)","Female","Manchester","410","390","33070","27780"
"Leaver Dept.","2022","North West (England)","Female","Mid Lancashire","80","70","33410","32210"
"Leaver Dept.","2022","North West (England)","Female","Sefton","100","90","30000","27570"
"Leaver Dept.","2022","North West (England)","Female","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Wirral","40","40","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Blackpool","40","30","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Cheshire East","[c]","[c]","[c]","[c]"
