"Status","Year","Sexual_orientation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Asian","Ministry of Justice","300","280","27810","23720"
"Leaver CS","2022","Heterosexual / straight","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","UK Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Attorney General's Departments","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Department for Work and Pensions","350","340","28870","29500"
"Leaver CS","2022","Heterosexual / straight","Black","Department of Health and Social Care","170","150","35750","32330"
"Leaver CS","2022","Heterosexual / straight","Black","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Home Office","80","70","32650","28680"
"Leaver CS","2022","Heterosexual / straight","Black","Ministry of Defence","60","60","32200","30180"
"Leaver CS","2022","Heterosexual / straight","Black","Ministry of Justice","290","280","28310","23720"
"Leaver CS","2022","Heterosexual / straight","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Department for Work and Pensions","180","170","27060","27570"
"Leaver CS","2022","Heterosexual / straight","Mixed","Department of Health and Social Care","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Ministry of Defence","60","50","33500","31600"
"Leaver CS","2022","Heterosexual / straight","Mixed","Ministry of Justice","170","160","26770","22680"
"Leaver CS","2022","Heterosexual / straight","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Department for Work and Pensions","70","60","29910","30330"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Ministry of Justice","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Ministry of Justice","90","80","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Attorney General's Departments","340","310","44320","48080"
"Leaver CS","2022","Heterosexual / straight","White","Cabinet Office","290","280","47740","40600"
"Leaver CS","2022","Heterosexual / straight","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Competition and Markets Authority","50","50","58660","55860"
"Leaver CS","2022","Heterosexual / straight","White","Department for Business, Energy and Industrial Strategy","370","340","40720","38530"
"Leaver CS","2022","Heterosexual / straight","White","Department for Digital, Culture, Media and Sport","70","70","42580","36520"
"Leaver CS","2022","Heterosexual / straight","White","Department for Education","210","200","45500","40300"
"Leaver CS","2022","Heterosexual / straight","White","Department for Environment, Food and Rural Affairs","440","410","30170","25190"
"Leaver CS","2022","Heterosexual / straight","White","Department for International Trade","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Department for Levelling Up, Housing and Communities","130","120","46370","43690"
"Leaver CS","2022","Heterosexual / straight","White","Department for Transport","560","500","33080","26780"
"Leaver CS","2022","Heterosexual / straight","White","Department for Work and Pensions","4620","4040","27170","27570"
"Leaver CS","2022","Heterosexual / straight","White","Department of Health and Social Care","1340","1110","42370","37510"
"Leaver CS","2022","Heterosexual / straight","White","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Food Standards Agency","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Foreign, Commonwealth and Development Office","120","110","48410","43330"
"Leaver CS","2022","Heterosexual / straight","White","HM Land Registry","190","160","34080","31740"
"Leaver CS","2022","Heterosexual / straight","White","HM Revenue and Customs","210","170","31550","26850"
"Leaver CS","2022","Heterosexual / straight","White","HM Treasury","110","110","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Home Office","1150","960","32040","26080"
"Leaver CS","2022","Heterosexual / straight","White","Ministry of Defence","3100","2920","32390","29200"
"Leaver CS","2022","Heterosexual / straight","White","Ministry of Justice","4900","4470","28080","21170"
"Leaver CS","2022","Heterosexual / straight","White","National Crime Agency","220","210","42240","39730"
"Leaver CS","2022","Heterosexual / straight","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Office for Standards in Education, Children's Services and Skills","120","120","54980","51360"
"Leaver CS","2022","Heterosexual / straight","White","Office of Gas and Electricity Markets","90","90","41840","36560"
"Leaver CS","2022","Heterosexual / straight","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Scottish Government","500","450","39120","35000"
"Leaver CS","2022","Heterosexual / straight","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","UK Statistics Authority","290","230","27980","23050"
"Leaver CS","2022","Heterosexual / straight","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","Welsh Government","200","170","42240","37410"
"Leaver CS","2022","LGBO","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Department for International Trade","[c]","[c]","[c]","[c]"
