"Status","Year","Ethnicity","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chinese","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Cabinet Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Cabinet Office","300","300","36320","32000"
"Leaver Dept.","2021","Unknown","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Business, Energy and Industrial Strategy","70","60","39840","35210"
"Leaver Dept.","2021","Unknown","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Education","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Environment, Food and Rural Affairs","300","290","38650","35290"
"Leaver Dept.","2021","Unknown","Female","Department for International Trade","50","50","41950","39120"
"Leaver Dept.","2021","Unknown","Female","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Work and Pensions","100","100","29750","27570"
"Leaver Dept.","2021","Unknown","Female","Department of Health and Social Care","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","HM Revenue and Customs","330","320","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Home Office","40","40","[c]","[c]"
