"Status","Year","Ethnicity","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","320","300","44860","40070"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Declared non-disabled","90","80","41090","33250"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Unknown","80","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","980","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared non-disabled","180","160","34670","29180"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","2870","2740","36840","32000"
"Leaver Dept.","2022","White","Heterosexual / straight","Declared disabled","940","890","36730","31990"
"Leaver Dept.","2022","White","Heterosexual / straight","Declared non-disabled","8100","7710","38770","33210"
"Leaver Dept.","2022","White","Heterosexual / straight","Undeclared","260","250","34610","30810"
"Leaver Dept.","2022","White","Heterosexual / straight","Unknown","770","640","43290","38200"
"Leaver Dept.","2022","White","LGBO","Declared disabled","220","210","33700","29220"
"Leaver Dept.","2022","White","LGBO","Declared non-disabled","730","700","38400","33700"
"Leaver Dept.","2022","White","LGBO","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","White","LGBO","Unknown","80","60","40070","36210"
"Leaver Dept.","2022","White","Undeclared","Declared disabled","100","100","35280","31990"
"Leaver Dept.","2022","White","Undeclared","Declared non-disabled","590","550","39010","32360"
"Leaver Dept.","2022","White","Undeclared","Undeclared","70","70","33750","32540"
"Leaver Dept.","2022","White","Undeclared","Unknown","170","140","48560","41170"
"Leaver Dept.","2022","White","Unknown","Declared disabled","120","100","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Declared non-disabled","980","820","42040","34290"
"Leaver Dept.","2022","White","Unknown","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","560","510","50090","42480"
"New entrant CS","2021","Asian","Heterosexual / straight","Declared disabled","260","250","29410","27570"
"New entrant CS","2021","Asian","Heterosexual / straight","Declared non-disabled","3000","2920","29550","27570"
"New entrant CS","2021","Asian","Heterosexual / straight","Undeclared","120","120","30560","27570"
"New entrant CS","2021","Asian","Heterosexual / straight","Unknown","380","380","33820","28840"
"New entrant CS","2021","Asian","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","LGBO","Declared non-disabled","50","50","28350","27570"
"New entrant CS","2021","Asian","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Declared non-disabled","110","100","29770","27570"
"New entrant CS","2021","Asian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Unknown","60","50","26630","25630"
"New entrant CS","2021","Black","Heterosexual / straight","Declared disabled","220","210","30280","30470"
"New entrant CS","2021","Black","Heterosexual / straight","Declared non-disabled","1960","1930","29610","29290"
"New entrant CS","2021","Black","Heterosexual / straight","Undeclared","70","70","29800","29290"
"New entrant CS","2021","Black","Heterosexual / straight","Unknown","190","180","33760","31060"
"New entrant CS","2021","Black","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","LGBO","Declared non-disabled","60","60","29180","28500"
"New entrant CS","2021","Black","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Declared non-disabled","50","50","31380","31060"
"New entrant CS","2021","Black","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Heterosexual / straight","Declared non-disabled","70","70","30660","27590"
"New entrant CS","2021","Chinese","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Heterosexual / straight","Declared disabled","130","120","27520","27570"
"New entrant CS","2021","Mixed","Heterosexual / straight","Declared non-disabled","920","890","28960","27570"
"New entrant CS","2021","Mixed","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Mixed","Heterosexual / straight","Unknown","130","130","33090","29540"
"New entrant CS","2021","Mixed","LGBO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Mixed","LGBO","Declared non-disabled","130","120","31320","27570"
"New entrant CS","2021","Mixed","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Declared non-disabled","60","50","32860","27570"
"New entrant CS","2021","Mixed","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","Declared non-disabled","240","230","30130","28590"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Declared non-disabled","160","160","29280","27570"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Declared non-disabled","230","220","30810","27570"
"New entrant CS","2021","Undeclared","Undeclared","Undeclared","290","270","33180","28500"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","80","80","33360","28840"
"New entrant CS","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","70","70","24110","18200"
"New entrant CS","2021","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Declared non-disabled","70","60","32100","28590"
"New entrant CS","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","120","120","30940","27570"
"New entrant CS","2021","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","100","90","26290","20850"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","60","50","28950","27700"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","180","180","30740","27240"
"New entrant CS","2021","Unknown","Unknown","Undeclared","190","190","37120","34710"
"New entrant CS","2021","Unknown","Unknown","Unknown","16010","15600","29350","25560"
"New entrant CS","2021","White","Heterosexual / straight","Declared disabled","2270","2200","27660","27570"
"New entrant CS","2021","White","Heterosexual / straight","Declared non-disabled","19680","19160","28890","27570"
"New entrant CS","2021","White","Heterosexual / straight","Undeclared","730","700","29530","27570"
"New entrant CS","2021","White","Heterosexual / straight","Unknown","2820","2760","32970","29540"
"New entrant CS","2021","White","LGBO","Declared disabled","590","580","27510","27570"
"New entrant CS","2021","White","LGBO","Declared non-disabled","2000","1970","28080","27570"
"New entrant CS","2021","White","LGBO","Undeclared","130","130","27000","27570"
"New entrant CS","2021","White","LGBO","Unknown","280","280","30490","27680"
"New entrant CS","2021","White","Undeclared","Declared disabled","170","170","28010","27570"
"New entrant CS","2021","White","Undeclared","Declared non-disabled","930","900","30550","27570"
"New entrant CS","2021","White","Undeclared","Undeclared","140","130","33340","28500"
"New entrant CS","2021","White","Undeclared","Unknown","150","140","33390","32260"
"New entrant CS","2021","White","Unknown","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","White","Unknown","Declared non-disabled","360","340","31420","28120"
"New entrant CS","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","280","270","30760","25560"
"New entrant CS","2022","Asian","Heterosexual / straight","Declared disabled","280","270","29110","27570"
"New entrant CS","2022","Asian","Heterosexual / straight","Declared non-disabled","3660","3560","29520","27570"
"New entrant CS","2022","Asian","Heterosexual / straight","Undeclared","140","140","29190","27570"
"New entrant CS","2022","Asian","Heterosexual / straight","Unknown","440","420","31390","27680"
"New entrant CS","2022","Asian","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","LGBO","Declared non-disabled","100","90","29460","27570"
"New entrant CS","2022","Asian","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Declared non-disabled","130","130","29380","27570"
"New entrant CS","2022","Asian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Declared non-disabled","100","90","28880","26110"
"New entrant CS","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Unknown","150","150","30890","28540"
"New entrant CS","2022","Black","Heterosexual / straight","Declared disabled","260","250","30530","28690"
"New entrant CS","2022","Black","Heterosexual / straight","Declared non-disabled","1980","1930","29820","27680"
"New entrant CS","2022","Black","Heterosexual / straight","Undeclared","60","60","31240","30210"
"New entrant CS","2022","Black","Heterosexual / straight","Unknown","170","160","32840","28840"
"New entrant CS","2022","Black","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","LGBO","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","Black","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Declared non-disabled","60","50","30390","29290"
"New entrant CS","2022","Black","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Mixed","Heterosexual / straight","Declared disabled","160","160","30120","27570"
"New entrant CS","2022","Mixed","Heterosexual / straight","Declared non-disabled","930","910","29420","27500"
"New entrant CS","2022","Mixed","Heterosexual / straight","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","Heterosexual / straight","Unknown","130","120","32000","29360"
"New entrant CS","2022","Mixed","LGBO","Declared disabled","60","50","27390","26910"
"New entrant CS","2022","Mixed","LGBO","Declared non-disabled","110","110","29190","27310"
"New entrant CS","2022","Mixed","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Declared non-disabled","70","70","28090","26140"
"New entrant CS","2022","Mixed","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Declared non-disabled","270","260","29700","27570"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Declared non-disabled","190","180","28970","26880"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Declared disabled","60","60","32880","30090"
"New entrant CS","2022","Undeclared","Undeclared","Declared non-disabled","220","210","31580","27570"
"New entrant CS","2022","Undeclared","Undeclared","Undeclared","280","260","33860","30260"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","80","80","35520","32770"
"New entrant CS","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Declared non-disabled","170","170","32740","29230"
"New entrant CS","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Unknown","160","150","30260","27570"
"New entrant CS","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Unknown","560","280","36620","32790"
"New entrant CS","2022","Unknown","Unknown","Declared disabled","100","100","29860","26720"
"New entrant CS","2022","Unknown","Unknown","Declared non-disabled","730","700","25010","21300"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","19740","18930","29010","26140"
"New entrant CS","2022","White","Heterosexual / straight","Declared disabled","3000","2880","28920","26590"
"New entrant CS","2022","White","Heterosexual / straight","Declared non-disabled","23800","23120","29780","26590"
"New entrant CS","2022","White","Heterosexual / straight","Undeclared","830","800","29040","27060"
"New entrant CS","2022","White","Heterosexual / straight","Unknown","2680","2570","32680","28970"
"New entrant CS","2022","White","LGBO","Declared disabled","780","770","27960","26590"
"New entrant CS","2022","White","LGBO","Declared non-disabled","2490","2450","29200","26590"
"New entrant CS","2022","White","LGBO","Undeclared","170","160","27530","26170"
"New entrant CS","2022","White","LGBO","Unknown","310","300","30450","27680"
"New entrant CS","2022","White","Undeclared","Declared disabled","240","230","29300","27540"
"New entrant CS","2022","White","Undeclared","Declared non-disabled","1090","1050","30680","27570"
"New entrant CS","2022","White","Undeclared","Undeclared","170","160","30640","28200"
"New entrant CS","2022","White","Undeclared","Unknown","180","170","33080","30350"
"New entrant CS","2022","White","Unknown","Declared disabled","60","50","[c]","[c]"
"New entrant CS","2022","White","Unknown","Declared non-disabled","600","580","28550","26030"
"New entrant CS","2022","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Unknown","Unknown","510","490","31070","26590"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
