"Status","Year","Ethnicity","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","16-19","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","Black","20-29","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2021","Black","20-29","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2021","Black","20-29","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Essex","40","40","[c]","[c]"
"In post","2021","Black","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","25190","25530"
"In post","2021","Black","20-29","Greater Manchester","90","80","27240","26870"
"In post","2021","Black","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Inner London - East","340","340","30960","31060"
"In post","2021","Black","20-29","Inner London - West","730","720","33090","31800"
"In post","2021","Black","20-29","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Outer London - East and North East","100","100","29770","31060"
"In post","2021","Black","20-29","Outer London - South","170","170","30110","29570"
"In post","2021","Black","20-29","Outer London - West and North West","160","160","29480","31060"
"In post","2021","Black","20-29","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2021","Black","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","West Midlands","120","110","26120","25560"
"In post","2021","Black","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Black","20-29","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Black","30-39","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"In post","2021","Black","30-39","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2021","Black","30-39","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Derbyshire and Nottinghamshire","70","60","25760","25830"
"In post","2021","Black","30-39","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","East Wales","50","40","[c]","[c]"
"In post","2021","Black","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Essex","50","50","28420","29290"
"In post","2021","Black","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","160","160","32880","31810"
"In post","2021","Black","30-39","Greater Manchester","140","130","29640","27570"
"In post","2021","Black","30-39","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Black","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Inner London - East","430","420","33850","31060"
"In post","2021","Black","30-39","Inner London - West","790","770","38670","35160"
"In post","2021","Black","30-39","Kent","50","50","[c]","[c]"
"In post","2021","Black","30-39","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","Black","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Merseyside","40","40","[c]","[c]"
"In post","2021","Black","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Black","30-39","Outer London - East and North East","120","110","30390","31060"
"In post","2021","Black","30-39","Outer London - South","270","260","32660","31060"
"In post","2021","Black","30-39","Outer London - West and North West","170","160","31290","31060"
"In post","2021","Black","30-39","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","South Yorkshire","40","30","[c]","[c]"
"In post","2021","Black","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2021","Black","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","West Midlands","230","210","27990","25780"
"In post","2021","Black","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Black","30-39","West Yorkshire","60","60","27810","27570"
"In post","2021","Black","40-49","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","Black","40-49","Berkshire, Buckinghamshire and Oxfordshire","80","80","31450","29600"
"In post","2021","Black","40-49","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Derbyshire and Nottinghamshire","80","70","26790","25560"
"In post","2021","Black","40-49","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","East Anglia","30","30","[c]","[c]"
"In post","2021","Black","40-49","East Wales","50","50","[c]","[c]"
"In post","2021","Black","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Black","40-49","Essex","60","60","32610","29290"
"In post","2021","Black","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","140","130","35350","33000"
"In post","2021","Black","40-49","Greater Manchester","150","140","28950","27570"
"In post","2021","Black","40-49","Hampshire and Isle of Wight","50","50","29100","26510"
"In post","2021","Black","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Inner London - East","550","520","35190","31060"
"In post","2021","Black","40-49","Inner London - West","940","910","39380","35870"
"In post","2021","Black","40-49","Kent","50","40","[c]","[c]"
"In post","2021","Black","40-49","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2021","Black","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Northumberland and Tyne and Wear","50","40","[c]","[c]"
"In post","2021","Black","40-49","Outer London - East and North East","160","150","30810","31060"
"In post","2021","Black","40-49","Outer London - South","360","340","34420","31060"
"In post","2021","Black","40-49","Outer London - West and North West","160","150","33200","31060"
"In post","2021","Black","40-49","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Surrey, East and West Sussex","50","50","[c]","[c]"
"In post","2021","Black","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","West Central Scotland","40","40","[c]","[c]"
"In post","2021","Black","40-49","West Midlands","210","200","29310","27570"
"In post","2021","Black","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Black","40-49","West Yorkshire","90","90","28840","27570"
"In post","2021","Black","50-59","Bedfordshire and Hertfordshire","90","90","30860","29290"
"In post","2021","Black","50-59","Berkshire, Buckinghamshire and Oxfordshire","100","90","30940","28200"
"In post","2021","Black","50-59","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Derbyshire and Nottinghamshire","120","110","29710","27570"
"In post","2021","Black","50-59","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","East Anglia","50","40","[c]","[c]"
"In post","2021","Black","50-59","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Essex","70","70","29830","29290"
"In post","2021","Black","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","33840","29830"
"In post","2021","Black","50-59","Greater Manchester","110","100","28020","25560"
"In post","2021","Black","50-59","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Black","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Inner London - East","950","910","33570","31060"
"In post","2021","Black","50-59","Inner London - West","1470","1440","37770","33260"
"In post","2021","Black","50-59","Kent","60","60","33780","29290"
"In post","2021","Black","50-59","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Leicestershire, Rutland and Northamptonshire","60","60","27460","24990"
"In post","2021","Black","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Merseyside","30","30","[c]","[c]"
"In post","2021","Black","50-59","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Outer London - East and North East","220","220","31570","31060"
"In post","2021","Black","50-59","Outer London - South","620","600","33600","30370"
"In post","2021","Black","50-59","Outer London - West and North West","290","280","31650","30950"
"In post","2021","Black","50-59","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Shropshire and Staffordshire","40","30","[c]","[c]"
"In post","2021","Black","50-59","South Yorkshire","50","50","29130","27570"
"In post","2021","Black","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Surrey, East and West Sussex","80","80","30710","28470"
"In post","2021","Black","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","West Midlands","360","340","28970","27570"
"In post","2021","Black","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Black","50-59","West Yorkshire","100","100","29660","27570"
"In post","2021","Black","60-64","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Black","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Black","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
