"Status","Year","Ethnicity","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","EO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","G6/G7","80","70","57190","54700"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SEO/HEO","140","110","37300","36870"
"Leaver CS","2022","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","AA/AO","50","50","21130","21300"
"Leaver CS","2022","Unknown","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","AA/AO","2340","2210","21260","21260"
"Leaver CS","2022","Unknown","No function","EO","790","720","27700","27570"
"Leaver CS","2022","Unknown","No function","G6/G7","270","210","57610","54270"
"Leaver CS","2022","Unknown","No function","SCS","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","No function","SEO/HEO","610","510","35860","34710"
"Leaver CS","2022","Unknown","No function","Unknown","600","520","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","90","90","37330","38470"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","80","70","21310","21100"
"Leaver CS","2022","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","90","90","27060","25000"
"Leaver CS","2022","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","1380","1230","21920","21260"
"Leaver CS","2022","Unknown","Unknown","EO","720","680","27380","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","140","120","62180","59000"
"Leaver CS","2022","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","450","400","38130","37450"
"Leaver CS","2022","Unknown","Unknown","Unknown","320","250","36080","33270"
"Leaver CS","2022","White","Analysis","AA/AO","60","60","21710","21510"
"Leaver CS","2022","White","Analysis","EO","30","30","[c]","[c]"
"Leaver CS","2022","White","Analysis","G6/G7","70","50","61570","57390"
"Leaver CS","2022","White","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Analysis","SEO/HEO","140","130","35780","36610"
"Leaver CS","2022","White","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","EO","30","30","[c]","[c]"
"Leaver CS","2022","White","Commercial","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","White","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","SEO/HEO","130","120","37150","36820"
"Leaver CS","2022","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","White","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","SEO/HEO","120","110","37730","37000"
"Leaver CS","2022","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","AA/AO","70","50","21710","21260"
"Leaver CS","2022","White","Counter Fraud","EO","110","80","27720","27570"
"Leaver CS","2022","White","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","SEO/HEO","60","50","36890","35980"
"Leaver CS","2022","White","Debt","AA/AO","140","110","21190","21260"
"Leaver CS","2022","White","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","AA/AO","60","60","21040","21170"
"Leaver CS","2022","White","Digital, Data & Technology","EO","150","130","27610","27020"
"Leaver CS","2022","White","Digital, Data & Technology","G6/G7","240","220","59170","57050"
"Leaver CS","2022","White","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","SEO/HEO","340","320","38440","38000"
"Leaver CS","2022","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","White","Finance","EO","50","50","26570","26670"
"Leaver CS","2022","White","Finance","G6/G7","60","50","59720","57350"
"Leaver CS","2022","White","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","SEO/HEO","130","120","38910","37930"
"Leaver CS","2022","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","White","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","AA/AO","100","90","21520","21170"
"Leaver CS","2022","White","Human Resources","EO","100","90","27030","27570"
"Leaver CS","2022","White","Human Resources","G6/G7","70","70","57940","56520"
"Leaver CS","2022","White","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","SEO/HEO","160","140","37690","37300"
"Leaver CS","2022","White","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","AA/AO","90","80","22160","22200"
"Leaver CS","2022","White","Legal","EO","70","60","28210","27570"
"Leaver CS","2022","White","Legal","G6/G7","240","210","58990","55610"
"Leaver CS","2022","White","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","SEO/HEO","80","70","40940","39030"
"Leaver CS","2022","White","No function","AA/AO","6880","6050","21100","21260"
"Leaver CS","2022","White","No function","EO","4160","3650","27680","27570"
"Leaver CS","2022","White","No function","G6/G7","1210","1120","59600","56480"
"Leaver CS","2022","White","No function","SCS","250","220","96230","93000"
"Leaver CS","2022","White","No function","SEO/HEO","2470","2240","37120","36330"
"Leaver CS","2022","White","No function","Unknown","970","870","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","EO","170","160","23090","22790"
"Leaver CS","2022","White","Project Delivery","G6/G7","180","170","59930","58920"
"Leaver CS","2022","White","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SEO/HEO","420","390","35990","35950"
"Leaver CS","2022","White","Project Delivery","Unknown","100","90","37080","35980"
"Leaver CS","2022","White","Property","AA/AO","130","120","20470","20830"
"Leaver CS","2022","White","Property","EO","60","50","26050","26350"
"Leaver CS","2022","White","Property","G6/G7","50","50","59710","58910"
"Leaver CS","2022","White","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SEO/HEO","140","130","38260","37500"
"Leaver CS","2022","White","Security","AA/AO","380","360","28940","25540"
"Leaver CS","2022","White","Security","EO","90","80","33830","29250"
"Leaver CS","2022","White","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SEO/HEO","100","90","40950","38070"
"Leaver CS","2022","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","AA/AO","3050","2570","21600","21260"
"Leaver CS","2022","White","Unknown","EO","1680","1430","27900","27570"
"Leaver CS","2022","White","Unknown","G6/G7","610","520","64080","62170"
"Leaver CS","2022","White","Unknown","SCS","120","100","97630","93350"
"Leaver CS","2022","White","Unknown","SEO/HEO","1450","1250","38650","37510"
"Leaver CS","2022","White","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","No function","AA/AO","80","80","20460","19930"
"Leaver Dept.","2021","Asian","No function","EO","60","60","25830","26840"
"Leaver Dept.","2021","Asian","No function","G6/G7","40","30","[c]","[c]"
"Leaver Dept.","2021","Asian","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","No function","SEO/HEO","110","100","35280","34550"
"Leaver Dept.","2021","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","AA/AO","130","130","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","EO","160","150","28440","27760"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","40","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SEO/HEO","150","140","36500","35070"
"Leaver Dept.","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","Black","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","SEO/HEO","60","60","35280","34140"
"Leaver Dept.","2021","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","EO","90","90","28200","27570"
"Leaver Dept.","2021","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SEO/HEO","70","60","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","SCS","[c]","[c]","[c]","[c]"
