"Status","Year","Region_ITL3","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Isle of Wight","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","Inner London - West","110","110","29160","30520"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","EO","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2022","Kent Thames Gateway","AA/AO","Kent","130","130","25620","28140"
"New entrant CS","2022","Kent Thames Gateway","EO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent Thames Gateway","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent Thames Gateway","Unknown","Kent","60","50","28020","25480"
"New entrant CS","2022","Kingston upon Hull, City of","AA/AO","East Yorkshire and Northern Lincolnshire","130","120","21760","21260"
"New entrant CS","2022","Kingston upon Hull, City of","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Unknown","East Yorkshire and Northern Lincolnshire","80","80","28240","26080"
"New entrant CS","2022","Lambeth","AA/AO","Inner London - East","90","90","26580","25110"
"New entrant CS","2022","Lambeth","EO","Inner London - East","230","220","30190","31060"
"New entrant CS","2022","Lambeth","G6/G7","Inner London - East","70","70","59090","55450"
"New entrant CS","2022","Lambeth","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","SEO/HEO","Inner London - East","270","260","37120","37640"
"New entrant CS","2022","Lambeth","Unknown","Inner London - East","110","100","45630","36580"
"New entrant CS","2022","Lancaster and Wyre","AA/AO","Lancashire","80","80","21600","21260"
"New entrant CS","2022","Lancaster and Wyre","EO","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","AA/AO","West Yorkshire","620","610","21640","21260"
"New entrant CS","2022","Leeds","EO","West Yorkshire","650","620","26240","26590"
"New entrant CS","2022","Leeds","G6/G7","West Yorkshire","240","230","55120","52080"
"New entrant CS","2022","Leeds","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","SEO/HEO","West Yorkshire","650","580","34020","33080"
"New entrant CS","2022","Leeds","Unknown","West Yorkshire","160","140","27590","24800"
"New entrant CS","2022","Leicester","AA/AO","Leicestershire, Rutland and Northamptonshire","250","250","21440","21260"
"New entrant CS","2022","Leicester","EO","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"New entrant CS","2022","Leicester","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Unknown","Leicestershire, Rutland and Northamptonshire","140","130","27810","24800"
"New entrant CS","2022","Leicestershire CC and Rutland","AA/AO","Leicestershire, Rutland and Northamptonshire","230","220","21950","20970"
"New entrant CS","2022","Leicestershire CC and Rutland","EO","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","EO","Inner London - East","90","80","29690","30130"
"New entrant CS","2022","Lewisham and Southwark","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","SEO/HEO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Unknown","Inner London - East","160","150","34670","33700"
"New entrant CS","2022","Lincolnshire CC","AA/AO","Lincolnshire","190","180","21910","21260"
"New entrant CS","2022","Lincolnshire CC","EO","Lincolnshire","100","90","26750","27570"
"New entrant CS","2022","Lincolnshire CC","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","SEO/HEO","Lincolnshire","60","60","34770","33000"
"New entrant CS","2022","Lincolnshire CC","Unknown","Lincolnshire","100","90","28760","26310"
"New entrant CS","2022","Lisburn and Castlereagh","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","AA/AO","Merseyside","820","790","21200","21250"
"New entrant CS","2022","Liverpool","EO","Merseyside","450","450","26400","26590"
"New entrant CS","2022","Liverpool","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","SCS","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","SEO/HEO","Merseyside","210","210","33510","33080"
"New entrant CS","2022","Liverpool","Unknown","Merseyside","180","170","26530","24800"
"New entrant CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","EO","Bedfordshire and Hertfordshire","50","50","29380","27570"
"New entrant CS","2022","Luton","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","AA/AO","Greater Manchester","320","310","21300","21260"
"New entrant CS","2022","Manchester","EO","Greater Manchester","430","420","26680","26590"
"New entrant CS","2022","Manchester","G6/G7","Greater Manchester","140","130","56100","53370"
"New entrant CS","2022","Manchester","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","SEO/HEO","Greater Manchester","390","390","34280","33080"
"New entrant CS","2022","Manchester","Unknown","Greater Manchester","150","140","27740","23170"
"New entrant CS","2022","Medway","AA/AO","Kent","160","150","26230","27430"
"New entrant CS","2022","Medway","EO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","G6/G7","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","Unknown","Kent","40","40","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","EO","Outer London - South","60","60","32530","31060"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","SEO/HEO","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Unknown","Outer London - South","50","40","[c]","[c]"
"New entrant CS","2022","Mid and East Antrim","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","AA/AO","Kent","50","50","[c]","[c]"
"New entrant CS","2022","Mid Kent","EO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","G6/G7","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","SCS","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Unknown","Kent","90","80","29220","28200"
"New entrant CS","2022","Mid Lancashire","AA/AO","Lancashire","230","220","21400","21260"
"New entrant CS","2022","Mid Lancashire","EO","Lancashire","70","70","26590","27130"
"New entrant CS","2022","Mid Lancashire","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","SCS","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","SEO/HEO","Lancashire","40","40","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Unknown","Lancashire","110","100","29830","26310"
"New entrant CS","2022","Mid Ulster","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","130","130","25950","28140"
"New entrant CS","2022","Milton Keynes","EO","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"New entrant CS","2022","Milton Keynes","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Unknown","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","AA/AO","East Wales","290","270","20730","19860"
"New entrant CS","2022","Monmouthshire and Newport","EO","East Wales","170","170","25310","24030"
"New entrant CS","2022","Monmouthshire and Newport","G6/G7","East Wales","70","70","54520","50210"
"New entrant CS","2022","Monmouthshire and Newport","SCS","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","SEO/HEO","East Wales","370","360","33920","30710"
"New entrant CS","2022","Monmouthshire and Newport","Unknown","East Wales","40","40","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Unknown","East Yorkshire and Northern Lincolnshire","50","40","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","AA/AO","East Anglia","60","60","21850","20890"
"New entrant CS","2022","North and West Norfolk","EO","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and West Norfolk","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Hampshire","Unknown","Hampshire and Isle of Wight","50","40","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","AA/AO","West Central Scotland","160","160","21340","21260"
"New entrant CS","2022","North Lanarkshire","EO","West Central Scotland","90","90","27240","27570"
"New entrant CS","2022","North Lanarkshire","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Lanarkshire","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","AA/AO","Leicestershire, Rutland and Northamptonshire","80","80","21370","21260"
"New entrant CS","2022","North Northamptonshire","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Northamptonshire","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","AA/AO","Derbyshire and Nottinghamshire","70","70","21330","20890"
"New entrant CS","2022","North Nottinghamshire","EO","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Nottinghamshire","Unknown","Derbyshire and Nottinghamshire","70","60","27310","25480"
"New entrant CS","2022","North Yorkshire CC","AA/AO","North Yorkshire","60","60","22390","21300"
"New entrant CS","2022","North Yorkshire CC","EO","North Yorkshire","30","30","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","SEO/HEO","North Yorkshire","50","40","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","AA/AO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","EO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","G6/G7","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","SEO/HEO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","AA/AO","East Anglia","130","130","21710","21730"
"New entrant CS","2022","Norwich and East Norfolk","EO","East Anglia","70","60","26780","27570"
"New entrant CS","2022","Norwich and East Norfolk","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","SEO/HEO","East Anglia","30","30","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Unknown","East Anglia","190","180","22980","18870"
"New entrant CS","2022","Nottingham","AA/AO","Derbyshire and Nottinghamshire","490","480","21320","21250"
"New entrant CS","2022","Nottingham","EO","Derbyshire and Nottinghamshire","430","420","26420","26590"
"New entrant CS","2022","Nottingham","G6/G7","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"New entrant CS","2022","Nottingham","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","SEO/HEO","Derbyshire and Nottinghamshire","290","280","33710","33080"
"New entrant CS","2022","Nottingham","Unknown","Derbyshire and Nottinghamshire","110","100","28160","26090"
"New entrant CS","2022","Orkney Islands","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","Overseas","30","30","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","160","150","23490","21790"
"New entrant CS","2022","Oxfordshire CC","EO","Berkshire, Buckinghamshire and Oxfordshire","70","60","25310","26350"
"New entrant CS","2022","Oxfordshire CC","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","80","80","35030","33000"
"New entrant CS","2022","Oxfordshire CC","Unknown","Berkshire, Buckinghamshire and Oxfordshire","120","100","29970","25790"
"New entrant CS","2022","Perth and Kinross, and Stirling","AA/AO","Eastern Scotland","80","80","21720","21640"
"New entrant CS","2022","Perth and Kinross, and Stirling","EO","Eastern Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","EO","East Anglia","30","30","[c]","[c]"
"New entrant CS","2022","Peterborough","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","SCS","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Unknown","East Anglia","70","60","29540","27860"
"New entrant CS","2022","Plymouth","AA/AO","Devon","150","150","22210","21750"
"New entrant CS","2022","Plymouth","EO","Devon","50","50","[c]","[c]"
"New entrant CS","2022","Plymouth","G6/G7","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","SEO/HEO","Devon","50","50","[c]","[c]"
"New entrant CS","2022","Plymouth","Unknown","Devon","90","80","27150","24800"
"New entrant CS","2022","Portsmouth","AA/AO","Hampshire and Isle of Wight","110","110","21930","21250"
"New entrant CS","2022","Portsmouth","EO","Hampshire and Isle of Wight","60","60","26620","26350"
"New entrant CS","2022","Portsmouth","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","SEO/HEO","Hampshire and Isle of Wight","40","40","[c]","[c]"
"New entrant CS","2022","Portsmouth","Unknown","Hampshire and Isle of Wight","60","50","26990","24800"
"New entrant CS","2022","Powys","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","EO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","AA/AO","Outer London - East and North East","90","90","24770","25110"
"New entrant CS","2022","Redbridge and Waltham Forest","EO","Outer London - East and North East","70","70","30060","31060"
"New entrant CS","2022","Redbridge and Waltham Forest","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Unknown","Outer London - East and North East","80","80","33760","32090"
"New entrant CS","2022","Sandwell","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","EO","West Midlands","40","40","[c]","[c]"
"New entrant CS","2022","Sandwell","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","Unknown","West Midlands","50","40","[c]","[c]"
"New entrant CS","2022","Scottish Borders","AA/AO","Southern Scotland","70","70","23580","24400"
"New entrant CS","2022","Scottish Borders","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","AA/AO","Merseyside","220","210","20570","21260"
"New entrant CS","2022","Sefton","EO","Merseyside","270","270","26080","26370"
"New entrant CS","2022","Sefton","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","SCS","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","SEO/HEO","Merseyside","90","90","35400","33080"
"New entrant CS","2022","Sefton","Unknown","Merseyside","80","80","26880","24090"
"New entrant CS","2022","Sheffield","AA/AO","South Yorkshire","190","180","21290","21260"
"New entrant CS","2022","Sheffield","EO","South Yorkshire","250","240","26180","25000"
"New entrant CS","2022","Sheffield","G6/G7","South Yorkshire","80","80","56180","54030"
"New entrant CS","2022","Sheffield","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","SEO/HEO","South Yorkshire","180","180","34770","35310"
"New entrant CS","2022","Sheffield","Unknown","South Yorkshire","130","120","28870","28200"
"New entrant CS","2022","Shetland Islands","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","AA/AO","Shropshire and Staffordshire","40","40","[c]","[c]"
"New entrant CS","2022","Shropshire","EO","Shropshire and Staffordshire","60","60","27720","27570"
"New entrant CS","2022","Shropshire","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","EO","West Midlands","130","120","26750","27570"
"New entrant CS","2022","Solihull","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","SCS","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","AA/AO","Dorset and Somerset","120","110","20870","20420"
"New entrant CS","2022","Somerset CC","EO","Dorset and Somerset","40","40","[c]","[c]"
"New entrant CS","2022","Somerset CC","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","SEO/HEO","Dorset and Somerset","70","70","35880","33290"
"New entrant CS","2022","Somerset CC","Unknown","Dorset and Somerset","80","80","27600","24090"
"New entrant CS","2022","South and West Derbyshire","AA/AO","Derbyshire and Nottinghamshire","60","60","22000","21960"
"New entrant CS","2022","South and West Derbyshire","EO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","EO","Southern Scotland","50","50","[c]","[c]"
"New entrant CS","2022","South Hampshire","AA/AO","Hampshire and Isle of Wight","270","200","20410","19860"
"New entrant CS","2022","South Hampshire","EO","Hampshire and Isle of Wight","90","90","24860","23880"
"New entrant CS","2022","South Hampshire","G6/G7","Hampshire and Isle of Wight","40","30","[c]","[c]"
"New entrant CS","2022","South Hampshire","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","SEO/HEO","Hampshire and Isle of Wight","130","130","32930","30710"
"New entrant CS","2022","South Hampshire","Unknown","Hampshire and Isle of Wight","50","40","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","AA/AO","Southern Scotland","270","260","21300","21250"
"New entrant CS","2022","South Lanarkshire","EO","Southern Scotland","70","70","27230","27570"
"New entrant CS","2022","South Lanarkshire","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","AA/AO","Derbyshire and Nottinghamshire","70","70","22060","23140"
"New entrant CS","2022","South Nottinghamshire","EO","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","SEO/HEO","Derbyshire and Nottinghamshire","50","50","34850","34590"
"New entrant CS","2022","South Nottinghamshire","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","AA/AO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","EO","Tees Valley and Durham","30","30","[c]","[c]"
"New entrant CS","2022","South Teesside","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
