"Status","Year","Region_ITL3","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Isle of Anglesey","Wales","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Isle of Wight","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kensington & Chelsea and Hammersmith & Fulham","London","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent Thames Gateway","South East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent Thames Gateway","South East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent Thames Gateway","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kingston upon Hull, City of","Yorkshire and The Humber","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lambeth","London","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lambeth","London","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lambeth","London","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lambeth","London","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lambeth","London","National Crime Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","Lambeth","London","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancaster and Wyre","North West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancaster and Wyre","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancaster and Wyre","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","60","60","37340","33540"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","70","70","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicester","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicester","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicester","East Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicester","East Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicester","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire CC and Rutland","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire CC and Rutland","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire CC and Rutland","East Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire CC and Rutland","East Midlands (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire CC and Rutland","East Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire CC and Rutland","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire CC and Rutland","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lewisham and Southwark","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lewisham and Southwark","London","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lewisham and Southwark","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lewisham and Southwark","London","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lewisham and Southwark","London","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lewisham and Southwark","London","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lewisham and Southwark","London","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lisburn and Castlereagh","Northern Ireland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lisburn and Castlereagh","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","Home Office (incl. agencies)","120","110","26770","24310"
"Leaver Dept.","2021","Liverpool","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Luton","East of England","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","HM Revenue and Customs (excl. agencies)","60","60","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medway","South East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medway","South East (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medway","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merton, Kingston upon Thames and Sutton","London","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merton, Kingston upon Thames and Sutton","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Kent","South East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Kent","South East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Kent","South East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Kent","South East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Kent","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","North West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","North West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","North West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","North West (England)","HM Revenue and Customs (excl. agencies)","90","90","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Milton Keynes","South East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Milton Keynes","South East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Milton Keynes","South East (England)","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Milton Keynes","South East (England)","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Milton Keynes","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Milton Keynes","South East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Milton Keynes","South East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Milton Keynes","South East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Monmouthshire and Newport","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Monmouthshire and Newport","Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Monmouthshire and Newport","Wales","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Monmouthshire and Newport","Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Monmouthshire and Newport","Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Monmouthshire and Newport","Wales","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Monmouthshire and Newport","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Monmouthshire and Newport","Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Monmouthshire and Newport","Wales","United Kingdom Statistics Authority","80","80","40090","36390"
"Leaver Dept.","2021","Na h-Eileanan Siar","Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Newry, Mourne and Down","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North and North East Lincolnshire","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North and North East Lincolnshire","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North and West Norfolk","East of England","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Hampshire","South East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Hampshire","South East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Lanarkshire","Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Lanarkshire","Scotland","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","North Northamptonshire","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Nottinghamshire","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Nottinghamshire","East Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Nottinghamshire","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire CC","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire CC","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire CC","Yorkshire and The Humber","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire CC","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire CC","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland","North East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Norwich and East Norfolk","East of England","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Norwich and East Norfolk","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Norwich and East Norfolk","East of England","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Norwich and East Norfolk","East of England","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Norwich and East Norfolk","East of England","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Norwich and East Norfolk","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Office of the Public Guardian","30","30","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Oxfordshire","South East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Oxfordshire","South East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Oxfordshire","South East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Oxfordshire","South East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Oxfordshire","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Perth and Kinross and Stirling","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Perth and Kinross and Stirling","Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Perth and Kinross and Stirling","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Perth and Kinross and Stirling","Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","East of England","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","East of England","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","East of England","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","East of England","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","East of England","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","East of England","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","East of England","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Plymouth","South West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Plymouth","South West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Plymouth","South West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Plymouth","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Plymouth","South West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Plymouth","South West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Plymouth","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Plymouth","South West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Portsmouth","South East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Portsmouth","South East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Portsmouth","South East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Portsmouth","South East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Portsmouth","South East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Portsmouth","South East (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Portsmouth","South East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Powys","Wales","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Powys","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
