"Status","Year","Disability","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","South East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Operational Delivery","270","260","27150","22510"
"Leaver CS","2022","Unknown","South West (England)","Other","90","90","23910","21010"
"Leaver CS","2022","Unknown","South West (England)","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Science and Engineering","60","60","35730","32670"
"Leaver CS","2022","Unknown","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","190","160","22570","21590"
"Leaver CS","2022","Unknown","Unknown","Other","240","240","35950","33270"
"Leaver CS","2022","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","210","150","48970","34550"
"Leaver CS","2022","Unknown","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Digital, Data and Technology","50","50","35240","33870"
"Leaver CS","2022","Unknown","Wales","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Operational Delivery","210","190","24530","21680"
"Leaver CS","2022","Unknown","Wales","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Unknown","140","120","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Operational Delivery","360","340","28180","22020"
"Leaver CS","2022","Unknown","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Unknown","160","150","29000","27570"
"Leaver CS","2022","Unknown","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Digital, Data and Technology","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Finance","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Knowledge and Information Management","50","50","30400","28530"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Operational Delivery","340","320","25860","22200"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Policy","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Unknown","270","230","30690","27570"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Policy","110","100","42470","37540"
"Leaver Dept.","2021","Declared disabled","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","Unknown","140","130","44320","37450"
"Leaver Dept.","2021","Declared disabled","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
