"Status","Year","Profession_of_post","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Science and Engineering","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Undeclared","Male","50","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","100","80","31800","29750"
"Leaver CS","2021","Science and Engineering","Unknown","Male","110","100","32140","29070"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Heterosexual / straight","Female","40","30","[c]","[c]"
"Leaver CS","2021","Security","Heterosexual / straight","Male","220","210","30100","26930"
"Leaver CS","2021","Security","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Male","40","30","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","80","80","28070","24970"
"Leaver CS","2021","Social Research","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Female","2020","1660","27940","26120"
"Leaver CS","2021","Unknown","Heterosexual / straight","Male","1390","1280","30940","27040"
"Leaver CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Female","110","100","28960","25110"
"Leaver CS","2021","Unknown","LGBO","Male","120","110","29760","27570"
"Leaver CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Female","240","190","27440","26890"
"Leaver CS","2021","Unknown","Undeclared","Male","210","180","33190","27570"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","4860","3830","28800","27570"
"Leaver CS","2021","Unknown","Unknown","Male","3260","2830","33220","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Veterinarian","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","Female","130","110","36710","34650"
"Leaver CS","2022","Commercial","Heterosexual / straight","Male","130","120","41560","37680"
"Leaver CS","2022","Commercial","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","Female","130","110","39730","37320"
"Leaver CS","2022","Communications","Heterosexual / straight","Male","80","70","37090","36480"
"Leaver CS","2022","Communications","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","60","60","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","40","40","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Female","80","60","27710","27570"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Male","70","60","29920","27570"
"Leaver CS","2022","Counter Fraud","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Female","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Male","40","30","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Heterosexual / straight","Female","240","210","38950","36060"
"Leaver CS","2022","Digital, Data and Technology","Heterosexual / straight","Male","560","540","43180","40000"
"Leaver CS","2022","Digital, Data and Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","LGBO","Female","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","LGBO","Male","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Undeclared","Female","50","30","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Undeclared","Male","120","100","40880","39050"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Female","100","90","41190","36840"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Male","250","250","41180","38000"
"Leaver CS","2022","Economics","Heterosexual / straight","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Heterosexual / straight","Male","70","60","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Female","230","190","36220","33000"
"Leaver CS","2022","Finance","Heterosexual / straight","Male","210","200","42820","36730"
"Leaver CS","2022","Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Female","60","30","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Male","60","40","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","40","40","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","50","50","37620","34460"
"Leaver CS","2022","Geography","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Female","310","270","37670","33300"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Male","120","110","41090","35050"
"Leaver CS","2022","Human Resources","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Female","40","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Female","50","50","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Heterosexual / straight","Female","70","60","61370","51360"
"Leaver CS","2022","Inspector of Education and Training","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Heterosexual / straight","Female","40","30","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Heterosexual / straight","Male","50","50","32270","29250"
"Leaver CS","2022","Intelligence Analysis","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Male","30","30","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Female","180","170","34170","29470"
"Leaver CS","2022","Knowledge and Information Management","Heterosexual / straight","Male","90","90","36560","35980"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Female","70","60","35550","29370"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","Female","200","180","53520","53970"
"Leaver CS","2022","Legal","Heterosexual / straight","Male","130","120","55960","55000"
"Leaver CS","2022","Legal","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Female","60","50","60560","56800"
"Leaver CS","2022","Legal","Unknown","Male","50","50","57320","55610"
"Leaver CS","2022","Medicine","Heterosexual / straight","Female","210","170","53020","39030"
"Leaver CS","2022","Medicine","Heterosexual / straight","Male","90","80","70000","72760"
"Leaver CS","2022","Medicine","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Female","70","60","53420","39030"
"Leaver CS","2022","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Heterosexual / straight","Female","7690","6650","28020","27130"
"Leaver CS","2022","Operational Delivery","Heterosexual / straight","Male","5850","5430","29000","27370"
"Leaver CS","2022","Operational Delivery","LGBO","Female","630","590","26880","26470"
"Leaver CS","2022","Operational Delivery","LGBO","Male","480","460","27780","27570"
"Leaver CS","2022","Operational Delivery","Undeclared","Female","990","780","28320","26120"
"Leaver CS","2022","Operational Delivery","Undeclared","Male","710","620","30410","27370"
"Leaver CS","2022","Operational Delivery","Unknown","Female","2830","2460","27190","23720"
"Leaver CS","2022","Operational Delivery","Unknown","Male","2390","2210","29320","25980"
"Leaver CS","2022","Operational Research","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Heterosexual / straight","Female","900","810","27420","22330"
"Leaver CS","2022","Other","Heterosexual / straight","Male","910","870","29120","25630"
"Leaver CS","2022","Other","LGBO","Female","50","50","28430","25690"
"Leaver CS","2022","Other","LGBO","Male","50","50","[c]","[c]"
"Leaver CS","2022","Other","Undeclared","Female","140","120","27120","22150"
"Leaver CS","2022","Other","Undeclared","Male","130","120","30020","26150"
"Leaver CS","2022","Other","Unknown","Female","250","220","29980","26790"
"Leaver CS","2022","Other","Unknown","Male","460","450","34840","30780"
"Leaver CS","2022","Planning","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Heterosexual / straight","Female","480","430","43800","38160"
"Leaver CS","2022","Policy","Heterosexual / straight","Male","450","410","50270","49860"
"Leaver CS","2022","Policy","LGBO","Female","60","50","[c]","[c]"
"Leaver CS","2022","Policy","LGBO","Male","50","50","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Female","130","70","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Male","120","60","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Female","180","170","42200","36190"
"Leaver CS","2022","Policy","Unknown","Male","130","130","44970","40250"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Female","230","210","40150","36640"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Male","310","300","42770","39750"
"Leaver CS","2022","Project Delivery","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Male","50","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","60","50","40060","37900"
"Leaver CS","2022","Project Delivery","Unknown","Male","70","70","40550","39000"
"Leaver CS","2022","Property","Heterosexual / straight","Female","110","90","33980","33080"
"Leaver CS","2022","Property","Heterosexual / straight","Male","170","160","36210","34140"
"Leaver CS","2022","Property","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Female","30","30","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Male","60","60","34290","30450"
"Leaver CS","2022","Psychology","Heterosexual / straight","Female","60","60","[c]","[c]"
"Leaver CS","2022","Psychology","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Heterosexual / straight","Female","430","380","39350","38200"
"Leaver CS","2022","Science and Engineering","Heterosexual / straight","Male","550","520","37030","33300"
"Leaver CS","2022","Science and Engineering","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","LGBO","Male","30","30","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Undeclared","Female","70","60","34780","33050"
"Leaver CS","2022","Science and Engineering","Undeclared","Male","100","90","39150","37300"
"Leaver CS","2022","Science and Engineering","Unknown","Female","70","60","37860","36580"
"Leaver CS","2022","Science and Engineering","Unknown","Male","180","170","36440","32520"
"Leaver CS","2022","Security","Heterosexual / straight","Female","100","90","30450","26780"
"Leaver CS","2022","Security","Heterosexual / straight","Male","390","370","32530","28990"
"Leaver CS","2022","Security","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Male","70","70","34720","39070"
"Leaver CS","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Male","100","100","29120","25610"
"Leaver CS","2022","Social Research","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Heterosexual / straight","Male","30","30","[c]","[c]"
"Leaver CS","2022","Statistics","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Female","940","840","36540","29800"
"Leaver CS","2022","Unknown","Heterosexual / straight","Male","790","730","40590","31990"
"Leaver CS","2022","Unknown","LGBO","Female","80","70","31330","27570"
"Leaver CS","2022","Unknown","LGBO","Male","90","80","40270","34650"
"Leaver CS","2022","Unknown","Undeclared","Female","150","90","34470","30720"
"Leaver CS","2022","Unknown","Undeclared","Male","100","70","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","3600","2900","32960","27570"
"Leaver CS","2022","Unknown","Unknown","Male","2930","2560","38260","29250"
"Leaver CS","2022","Veterinarian","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Female","60","60","38030","37390"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Male","60","60","36200","33390"
"Leaver Dept.","2021","Commercial","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Female","70","60","42360","40550"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","Male","60","60","40970","33540"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","Female","[c]","[c]","[c]","[c]"
