"Status","Year","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","No function","Male","3330","3210","39130","32330"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Female","220","210","39860","36780"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Male","250","250","39910","35430"
"Leaver Dept.","2022","Declared non-disabled","Property","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Male","50","50","47370","40600"
"Leaver Dept.","2022","Declared non-disabled","Security","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Male","50","50","36240","33470"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Female","1220","1070","35060","28810"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Male","1070","980","36720","30830"
"Leaver Dept.","2022","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","Female","300","280","34200","29290"
"Leaver Dept.","2022","Undeclared","No function","Male","230","230","35420","31060"
"Leaver Dept.","2022","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Male","60","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Male","120","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Female","130","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Male","100","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Female","110","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Male","80","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Female","110","50","40860","37040"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Male","140","100","43040","39630"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Female","120","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Male","100","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Female","110","80","38170","32000"
"Leaver Dept.","2022","Unknown","Human Resources","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Female","50","50","42190","30720"
"Leaver Dept.","2022","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Female","2370","1980","41270","34530"
"Leaver Dept.","2022","Unknown","No function","Male","1580","1370","44460","35710"
"Leaver Dept.","2022","Unknown","Project Delivery","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Male","60","60","43570","39470"
"Leaver Dept.","2022","Unknown","Property","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","580","460","35190","29420"
"Leaver Dept.","2022","Unknown","Unknown","Male","490","400","35240","31060"
"New entrant CS","2021","Declared disabled","Analysis","Female","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Female","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Male","50","50","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Female","60","50","32890","27840"
"New entrant CS","2021","Declared disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Female","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Female","760","720","27480","24920"
"New entrant CS","2021","Declared disabled","No function","Male","400","400","28220","24620"
"New entrant CS","2021","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Female","60","60","32540","29770"
"New entrant CS","2021","Declared disabled","Project Delivery","Male","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Female","1320","1270","27000","27570"
"New entrant CS","2021","Declared disabled","Unknown","Male","950","940","26950","27570"
"New entrant CS","2021","Declared non-disabled","Analysis","Female","280","280","34320","31810"
"New entrant CS","2021","Declared non-disabled","Analysis","Male","310","310","34490","32540"
"New entrant CS","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Female","150","150","34390","33000"
"New entrant CS","2021","Declared non-disabled","Commercial","Male","140","130","39210","36000"
"New entrant CS","2021","Declared non-disabled","Communications","Female","250","240","31720","26350"
"New entrant CS","2021","Declared non-disabled","Communications","Male","240","240","30420","25560"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Female","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Male","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Female","150","140","20460","20140"
"New entrant CS","2021","Declared non-disabled","Debt","Male","110","110","20660","20140"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Female","310","300","38540","35110"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Male","500","500","41660","38270"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Female","220","220","33750","31810"
"New entrant CS","2021","Declared non-disabled","Finance","Male","170","170","39690","34280"
"New entrant CS","2021","Declared non-disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Female","340","330","32090","28120"
"New entrant CS","2021","Declared non-disabled","Human Resources","Male","140","140","33370","28000"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Female","270","260","39440","37230"
"New entrant CS","2021","Declared non-disabled","Legal","Male","150","150","39400","33550"
"New entrant CS","2021","Declared non-disabled","No function","Female","5700","5410","28120","24240"
"New entrant CS","2021","Declared non-disabled","No function","Male","4070","3970","29670","25560"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Female","490","480","35260","33000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Male","690","690","38330","35000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Female","170","170","28360","26350"
"New entrant CS","2021","Declared non-disabled","Property","Male","280","280","33250","30000"
"New entrant CS","2021","Declared non-disabled","Security","Female","110","110","24870","22650"
"New entrant CS","2021","Declared non-disabled","Security","Male","320","320","26830","23540"
"New entrant CS","2021","Declared non-disabled","Unknown","Female","8550","8300","27160","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Male","6140","6110","27230","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Male","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Female","470","420","32840","30080"
"New entrant CS","2021","Undeclared","No function","Male","320","310","35880","30920"
"New entrant CS","2021","Undeclared","Project Delivery","Female","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Male","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Female","430","410","27220","27570"
"New entrant CS","2021","Undeclared","Unknown","Male","320","320","26460","27570"
"New entrant CS","2021","Unknown","Analysis","Female","240","230","33980","32540"
"New entrant CS","2021","Unknown","Analysis","Male","240","240","34690","32540"
"New entrant CS","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Female","210","200","53710","48900"
"New entrant CS","2021","Unknown","Commercial","Male","230","230","60690","61710"
"New entrant CS","2021","Unknown","Communications","Female","370","360","30350","25560"
"New entrant CS","2021","Unknown","Communications","Male","370","370","30000","25560"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Female","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Male","50","50","28610","29570"
"New entrant CS","2021","Unknown","Debt","Female","350","330","20410","20140"
"New entrant CS","2021","Unknown","Debt","Male","330","320","20520","20140"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Female","350","350","38480","34300"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Male","570","570","39670","36500"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Female","170","160","34190","32790"
"New entrant CS","2021","Unknown","Finance","Male","150","140","33400","32670"
"New entrant CS","2021","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Female","210","200","32420","28000"
"New entrant CS","2021","Unknown","Human Resources","Male","80","80","31560","28840"
"New entrant CS","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Female","610","590","32470","26550"
"New entrant CS","2021","Unknown","Legal","Male","320","310","36180","38000"
"New entrant CS","2021","Unknown","No function","Female","5280","5080","26580","22920"
"New entrant CS","2021","Unknown","No function","Male","4190","4110","27760","24240"
"New entrant CS","2021","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Female","210","210","35660","33000"
"New entrant CS","2021","Unknown","Project Delivery","Male","300","300","32710","30000"
"New entrant CS","2021","Unknown","Property","Female","100","100","26800","22570"
"New entrant CS","2021","Unknown","Property","Male","140","140","31260","25430"
"New entrant CS","2021","Unknown","Security","Female","90","90","27370","23540"
"New entrant CS","2021","Unknown","Security","Male","270","270","27990","25540"
"New entrant CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","2900","2790","30660","27570"
"New entrant CS","2021","Unknown","Unknown","Male","2440","2410","31690","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Female","60","60","30810","30710"
"New entrant CS","2022","Declared disabled","Analysis","Male","60","50","30140","30710"
"New entrant CS","2022","Declared disabled","Commercial","Female","40","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Female","40","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Female","70","70","27350","26590"
"New entrant CS","2022","Declared disabled","Counter Fraud","Male","70","60","26550","25210"
"New entrant CS","2022","Declared disabled","Debt","Female","50","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Female","100","90","36130","34410"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Male","110","110","36540","33080"
"New entrant CS","2022","Declared disabled","Finance","Female","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Female","80","80","31870","28000"
"New entrant CS","2022","Declared disabled","Human Resources","Male","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Female","90","80","34740","27230"
"New entrant CS","2022","Declared disabled","Legal","Male","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Female","2270","2150","28300","27040"
"New entrant CS","2022","Declared disabled","No function","Male","1270","1240","28090","26590"
"New entrant CS","2022","Declared disabled","Project Delivery","Female","70","60","32670","31060"
"New entrant CS","2022","Declared disabled","Project Delivery","Male","70","70","33000","28680"
"New entrant CS","2022","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Female","280","260","28790","27230"
"New entrant CS","2022","Declared disabled","Unknown","Male","210","210","30240","27230"
"New entrant CS","2022","Declared non-disabled","Analysis","Female","440","440","32570","30710"
"New entrant CS","2022","Declared non-disabled","Analysis","Male","500","490","34430","31000"
"New entrant CS","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Female","230","230","33470","31520"
"New entrant CS","2022","Declared non-disabled","Commercial","Male","170","170","35010","33000"
"New entrant CS","2022","Declared non-disabled","Communications","Female","420","410","31320","26590"
"New entrant CS","2022","Declared non-disabled","Communications","Male","330","330","30400","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Female","550","530","26350","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Male","490","490","27660","26590"
"New entrant CS","2022","Declared non-disabled","Debt","Female","370","350","21640","21250"
"New entrant CS","2022","Declared non-disabled","Debt","Male","240","240","21630","21250"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Female","620","610","35970","33210"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Male","1040","1040","38820","35900"
"New entrant CS","2022","Declared non-disabled","Finance","Female","310","290","33340","30400"
"New entrant CS","2022","Declared non-disabled","Finance","Male","250","250","34230","31990"
"New entrant CS","2022","Declared non-disabled","Grants Management","Female","280","260","21510","21300"
"New entrant CS","2022","Declared non-disabled","Grants Management","Male","220","220","21900","21300"
"New entrant CS","2022","Declared non-disabled","Human Resources","Female","570","550","32290","28000"
"New entrant CS","2022","Declared non-disabled","Human Resources","Male","210","200","33940","29920"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Female","610","590","36360","30130"
"New entrant CS","2022","Declared non-disabled","Legal","Male","290","290","39570","38550"
"New entrant CS","2022","Declared non-disabled","No function","Female","13990","13410","27840","25480"
"New entrant CS","2022","Declared non-disabled","No function","Male","9360","9190","28580","26590"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Female","550","530","33380","29230"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Male","690","690","37410","33120"
"New entrant CS","2022","Declared non-disabled","Property","Female","240","230","31240","26030"
"New entrant CS","2022","Declared non-disabled","Property","Male","270","270","35640","33000"
"New entrant CS","2022","Declared non-disabled","Security","Female","120","120","28970","26350"
"New entrant CS","2022","Declared non-disabled","Security","Male","260","260","30150","26350"
"New entrant CS","2022","Declared non-disabled","Unknown","Female","1870","1810","30770","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","Male","1390","1370","31660","27230"
"New entrant CS","2022","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Male","60","60","36850","34540"
"New entrant CS","2022","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Female","720","680","28290","27570"
"New entrant CS","2022","Undeclared","No function","Male","510","500","29390","27570"
"New entrant CS","2022","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Male","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Female","80","80","29880","27230"
"New entrant CS","2022","Undeclared","Unknown","Male","80","80","30790","27570"
"New entrant CS","2022","Unknown","Analysis","Female","190","160","34410","30710"
"New entrant CS","2022","Unknown","Analysis","Male","190","180","35250","30850"
"New entrant CS","2022","Unknown","Commercial","Female","270","230","47150","37300"
"New entrant CS","2022","Unknown","Commercial","Male","260","230","55820","54420"
"New entrant CS","2022","Unknown","Communications","Female","340","320","31600","27270"
"New entrant CS","2022","Unknown","Communications","Male","320","310","29410","26590"
"New entrant CS","2022","Unknown","Counter Fraud","Female","200","190","27400","26590"
"New entrant CS","2022","Unknown","Counter Fraud","Male","180","180","28450","26590"
"New entrant CS","2022","Unknown","Debt","Female","180","170","21430","21250"
"New entrant CS","2022","Unknown","Debt","Male","140","130","22020","21250"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Female","370","350","37270","33840"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Male","570","540","37680","33840"
"New entrant CS","2022","Unknown","Finance","Female","290","250","34420","31210"
"New entrant CS","2022","Unknown","Finance","Male","230","210","34050","29360"
"New entrant CS","2022","Unknown","Human Resources","Female","270","250","31640","27530"
"New entrant CS","2022","Unknown","Human Resources","Male","150","140","35210","29360"
"New entrant CS","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Female","160","150","34000","26950"
"New entrant CS","2022","Unknown","Legal","Male","60","60","35280","31160"
"New entrant CS","2022","Unknown","No function","Female","8180","7680","27530","24800"
"New entrant CS","2022","Unknown","No function","Male","5610","5410","28410","26130"
"New entrant CS","2022","Unknown","Project Delivery","Female","210","210","34390","33000"
"New entrant CS","2022","Unknown","Project Delivery","Male","350","350","34990","33000"
"New entrant CS","2022","Unknown","Property","Female","250","240","28740","25000"
"New entrant CS","2022","Unknown","Property","Male","280","270","33510","26350"
"New entrant CS","2022","Unknown","Security","Female","90","90","28020","25540"
"New entrant CS","2022","Unknown","Security","Male","350","340","28110","25000"
"New entrant CS","2022","Unknown","Unknown","Female","3010","2870","29530","27230"
"New entrant CS","2022","Unknown","Unknown","Male","2720","2610","30340","27230"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
