"Status","Year","Region_ITL1","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","No function","330","270","21710","21840"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","No function","220","190","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Unknown","240","240","36010","33270"
"Leaver CS","2022","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Cabinet Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Charity Commission","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Companies House","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Defence Electronics and Components Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Defence Electronics and Components Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Defence Electronics and Components Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Work and Pensions (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Work and Pensions (excl. agencies)","No function","310","260","24770","21260"
"Leaver CS","2022","Wales","Department for Work and Pensions (excl. agencies)","Unknown","70","60","24350","21260"
"Leaver CS","2022","Wales","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Driver and Vehicle Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Driver and Vehicle Standards Agency","No function","30","30","[c]","[c]"
"Leaver CS","2022","Wales","Estyn","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Courts and Tribunals Service","No function","100","90","21890","20370"
"Leaver CS","2022","Wales","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Prison and Probation Service","No function","400","370","[c]","[c]"
"Leaver CS","2022","Wales","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Revenue and Customs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Revenue and Customs (excl. agencies)","Unknown","300","250","[c]","[c]"
"Leaver CS","2022","Wales","Home Office","Unknown","60","40","25780","24880"
"Leaver CS","2022","Wales","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Intellectual Property Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Intellectual Property Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Intellectual Property Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Ministry of Defence (excl. agencies)","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Wales","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Public Health England","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","The Insolvency Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","UK Statistics Authority","Analysis","80","70","27780","19610"
"Leaver CS","2022","Wales","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","UK Statistics Authority","Digital, Data & Technology","70","60","34900","32530"
"Leaver CS","2022","Wales","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","UK Statistics Authority","No function","50","40","[c]","[c]"
"Leaver CS","2022","Wales","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Welsh Government (excl. agencies)","Unknown","240","210","42720","37410"
"Leaver CS","2022","Wales","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Welsh Revenue Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Crown Prosecution Service","Legal","30","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Education (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Education (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Education (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Debt","40","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","No function","470","390","26150","27570"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Unknown","110","100","24640","27570"
"Leaver CS","2022","West Midlands (England)","Department of Health and Social Care (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Driver and Vehicle Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Driver and Vehicle Standards Agency","No function","40","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Education and Skills Funding Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Courts and Tribunals Service","No function","240","210","22730","20970"
"Leaver CS","2022","West Midlands (England)","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Prison and Probation Service","No function","600","560","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Revenue and Customs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Unknown","300","260","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Home Office","Unknown","50","50","28350","26160"
"Leaver CS","2022","West Midlands (England)","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Institute for Apprenticeships and Technical Education","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Defence (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Defence (excl. agencies)","Security","30","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Defence (excl. agencies)","Unknown","100","90","29900","26670"
"Leaver CS","2022","West Midlands (England)","Ministry of Justice (excl. agencies)","No function","40","40","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Office of the Public Guardian","No function","40","40","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Planning Inspectorate","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Public Health England","No function","110","90","45570","40060"
"Leaver CS","2022","West Midlands (England)","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Teaching Regulation Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","The Insolvency Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","UK Health Security Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
