"Status","Year","Organisation","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Queen Elizabeth II Centre","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Male","Unknown","210","210","36610","33570"
"Leaver CS","2022","Rural Payments Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Female","Declared non-disabled","80","70","25380","21300"
"Leaver CS","2022","Rural Payments Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Male","Declared non-disabled","80","70","24640","21300"
"Leaver CS","2022","Rural Payments Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Unknown","70","60","26440","23780"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Unknown","50","40","33660","30450"
"Leaver CS","2022","Scottish Forestry","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Female","Declared non-disabled","80","80","46030","39660"
"Leaver CS","2022","Scottish Government (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Female","Unknown","90","80","36980","31540"
"Leaver CS","2022","Scottish Government (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Male","Declared non-disabled","90","80","48160","43000"
"Leaver CS","2022","Scottish Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Male","Unknown","110","100","37730","31740"
"Leaver CS","2022","Scottish Housing Regulator","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Unknown","90","80","30900","26900"
"Leaver CS","2022","Scottish Prison Service","Male","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Unknown","210","190","32150","35000"
"Leaver CS","2022","Scottish Public Pensions Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Declared non-disabled","80","70","38080","39860"
"Leaver CS","2022","Submarine Delivery Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Female","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Female","Declared non-disabled","300","270","35660","32310"
"Leaver CS","2022","UK Health Security Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Female","Unknown","170","150","45980","40320"
"Leaver CS","2022","UK Health Security Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Male","Declared non-disabled","150","140","37880","32330"
"Leaver CS","2022","UK Health Security Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Male","Unknown","110","110","52490","40650"
"Leaver CS","2022","UK Hydrographic Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Female","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","Declared non-disabled","110","90","28790","23760"
"Leaver CS","2022","UK Statistics Authority","Female","Undeclared","50","50","28540","23630"
"Leaver CS","2022","UK Statistics Authority","Female","Unknown","80","60","23330","19610"
"Leaver CS","2022","UK Statistics Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Male","Declared non-disabled","110","90","30800","23880"
"Leaver CS","2022","UK Statistics Authority","Male","Undeclared","50","50","31000","30210"
"Leaver CS","2022","UK Statistics Authority","Male","Unknown","120","100","25870","22370"
"Leaver CS","2022","UK Statistics Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Female","Declared non-disabled","80","70","28160","22040"
"Leaver CS","2022","Valuation Office Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Male","Declared non-disabled","70","60","33880","27000"
"Leaver CS","2022","Valuation Office Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Female","Declared non-disabled","110","90","40010","34490"
"Leaver CS","2022","Welsh Government (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Male","Declared non-disabled","90","90","44940","38160"
"Leaver CS","2022","Welsh Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Female","Declared disabled","70","70","37580","32910"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Female","Declared non-disabled","390","380","41530","34550"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Female","Unknown","290","280","35910","32000"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Male","Declared disabled","50","50","42210","34590"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Male","Declared non-disabled","290","290","43900","35590"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Male","Unknown","260","260","36800","32000"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Male","Declared disabled","[c]","[c]","[c]","[c]"
