"Status","Year","Profession_of_post","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Other","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","50-59","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","20-29","Heterosexual / straight","360","350","36280","33570"
"Leaver Dept.","2021","Policy","20-29","LGBO","60","60","[c]","[c]"
"Leaver Dept.","2021","Policy","20-29","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","20-29","Unknown","270","260","36070","33510"
"Leaver Dept.","2021","Policy","30-39","Heterosexual / straight","320","310","48310","51580"
"Leaver Dept.","2021","Policy","30-39","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","30-39","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","30-39","Unknown","190","180","43510","39770"
"Leaver Dept.","2021","Policy","40-49","Heterosexual / straight","140","130","58610","55030"
"Leaver Dept.","2021","Policy","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","40-49","Unknown","70","60","54970","54900"
"Leaver Dept.","2021","Policy","50-59","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","50-59","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Heterosexual / straight","90","90","30920","28670"
"Leaver Dept.","2021","Project Delivery","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Heterosexual / straight","80","80","41310","40140"
"Leaver Dept.","2021","Project Delivery","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Heterosexual / straight","70","70","48480","45970"
"Leaver Dept.","2021","Project Delivery","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Heterosexual / straight","640","620","31540","31990"
"Leaver Dept.","2021","Unknown","20-29","LGBO","100","100","32260","32000"
"Leaver Dept.","2021","Unknown","20-29","Undeclared","70","70","32930","32000"
"Leaver Dept.","2021","Unknown","20-29","Unknown","1220","1050","31710","32000"
"Leaver Dept.","2021","Unknown","30-39","Heterosexual / straight","610","570","37970","32000"
"Leaver Dept.","2021","Unknown","30-39","LGBO","50","50","38140","32200"
"Leaver Dept.","2021","Unknown","30-39","Undeclared","80","80","39480","34260"
"Leaver Dept.","2021","Unknown","30-39","Unknown","870","730","38170","32000"
"Leaver Dept.","2021","Unknown","40-49","Heterosexual / straight","420","400","37980","31640"
"Leaver Dept.","2021","Unknown","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Unknown","490","420","38250","31990"
"Leaver Dept.","2021","Unknown","50-59","Heterosexual / straight","280","270","38050","32450"
"Leaver Dept.","2021","Unknown","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Unknown","350","330","35910","27570"
"Leaver Dept.","2021","Unknown","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","110","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Heterosexual / straight","60","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","Heterosexual / straight","100","90","36660","36500"
"Leaver Dept.","2022","Commercial","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","Heterosexual / straight","60","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Heterosexual / straight","60","50","44240","40950"
"Leaver Dept.","2022","Commercial","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Heterosexual / straight","60","50","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","Heterosexual / straight","80","80","41240","37490"
"Leaver Dept.","2022","Communications","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","Heterosexual / straight","60","50","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Heterosexual / straight","90","90","33490","33100"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Heterosexual / straight","130","120","40410","38000"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Heterosexual / straight","130","120","47510","41990"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Heterosexual / straight","70","60","48660","43000"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Heterosexual / straight","60","60","36620","34310"
"Leaver Dept.","2022","Economics","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Heterosexual / straight","60","60","32740","30750"
"Leaver Dept.","2022","Finance","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","Heterosexual / straight","100","90","40970","36900"
"Leaver Dept.","2022","Finance","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","30-39","Unknown","[c]","[c]","[c]","[c]"
