"Status","Year","Responsibility_level","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","AA/AO","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","HM Revenue and Customs","No function","50","30","[c]","[c]"
"Leaver CS","2022","AA/AO","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","HM Revenue and Customs","Property","130","120","21640","22010"
"Leaver CS","2022","AA/AO","HM Revenue and Customs","Unknown","2570","2150","[c]","[c]"
"Leaver CS","2022","AA/AO","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","HM Treasury","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Home Office","Unknown","570","450","21990","21680"
"Leaver CS","2022","AA/AO","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Ministry of Defence","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Ministry of Defence","Human Resources","60","50","21190","21170"
"Leaver CS","2022","AA/AO","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Ministry of Defence","No function","50","50","18120","17540"
"Leaver CS","2022","AA/AO","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Ministry of Defence","Property","70","70","18810","18890"
"Leaver CS","2022","AA/AO","Ministry of Defence","Security","500","480","28820","25540"
"Leaver CS","2022","AA/AO","Ministry of Defence","Unknown","900","840","21040","21130"
"Leaver CS","2022","AA/AO","Ministry of Justice","No function","6250","5770","20640","20970"
"Leaver CS","2022","AA/AO","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office of the Secretary of State for Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Scottish Government","No function","280","240","23270","23230"
"Leaver CS","2022","AA/AO","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Scottish Government","Unknown","240","220","24360","23230"
"Leaver CS","2022","AA/AO","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","UK Statistics Authority","Analysis","50","50","19980","19610"
"Leaver CS","2022","AA/AO","UK Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","UK Statistics Authority","No function","210","130","19830","19610"
"Leaver CS","2022","AA/AO","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Welsh Government","Unknown","60","50","23110","23830"
"Leaver CS","2022","EO","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Attorney General's Departments","Legal","80","70","28200","27350"
"Leaver CS","2022","EO","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Charity Commission","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","No function","70","60","26000","24570"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Education","No function","50","50","[c]","[c]"
"Leaver CS","2022","EO","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Environment, Food and Rural Affairs","Grants Management","50","40","[c]","[c]"
"Leaver CS","2022","EO","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Environment, Food and Rural Affairs","No function","100","100","25600","25100"
"Leaver CS","2022","EO","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for International Trade","No function","40","40","[c]","[c]"
"Leaver CS","2022","EO","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Levelling Up, Housing and Communities","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Levelling Up, Housing and Communities","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Transport","No function","340","300","27740","26780"
"Leaver CS","2022","EO","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Work and Pensions","Counter Fraud","130","100","27920","27570"
"Leaver CS","2022","EO","Department for Work and Pensions","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Work and Pensions","Human Resources","50","50","27870","27570"
"Leaver CS","2022","EO","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Work and Pensions","No function","3700","3260","28310","27570"
"Leaver CS","2022","EO","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department for Work and Pensions","Unknown","560","520","27840","27570"
"Leaver CS","2022","EO","Department of Health and Social Care","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department of Health and Social Care","Human Resources","30","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department of Health and Social Care","No function","430","360","25650","25260"
"Leaver CS","2022","EO","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Estyn","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Foreign, Commonwealth and Development Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Land Registry","No function","90","70","27550","27130"
"Leaver CS","2022","EO","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Revenue and Customs","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Revenue and Customs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Revenue and Customs","Property","50","40","26210","26030"
"Leaver CS","2022","EO","HM Revenue and Customs","Unknown","850","720","[c]","[c]"
"Leaver CS","2022","EO","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Treasury","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","HM Treasury","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Home Office","Unknown","850","710","27470","27240"
"Leaver CS","2022","EO","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Ministry of Defence","Digital, Data & Technology","60","50","28200","26740"
"Leaver CS","2022","EO","Ministry of Defence","Finance","30","30","[c]","[c]"
"Leaver CS","2022","EO","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Ministry of Defence","No function","130","120","21420","20480"
"Leaver CS","2022","EO","Ministry of Defence","Project Delivery","200","190","22470","22080"
"Leaver CS","2022","EO","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Ministry of Defence","Security","90","80","34570","29250"
"Leaver CS","2022","EO","Ministry of Defence","Unknown","400","380","28330","27770"
"Leaver CS","2022","EO","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Ministry of Justice","No function","770","720","25540","25120"
"Leaver CS","2022","EO","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","National Crime Agency","No function","110","110","34280","34140"
"Leaver CS","2022","EO","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Gas and Electricity Markets","No function","30","30","[c]","[c]"
"Leaver CS","2022","EO","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of the Secretary of State for Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Scottish Government","No function","170","140","33270","35000"
"Leaver CS","2022","EO","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Scottish Government","Unknown","150","140","29440","28990"
"Leaver CS","2022","EO","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","No function","30","30","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Welsh Government","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Legal","280","240","58010","55610"
"Leaver CS","2022","G6/G7","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office","Commercial","120","110","68730","67440"
"Leaver CS","2022","G6/G7","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office","Digital, Data & Technology","80","80","59180","56520"
"Leaver CS","2022","G6/G7","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office","No function","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Legal","[c]","[c]","[c]","[c]"
