"Status","Year","Responsibility_level","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","AA/AO","Inner London - East","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - East","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancashire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancashire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancashire","HM Revenue and Customs (excl. agencies)","70","60","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancashire","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lincolnshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lincolnshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Home Office (incl. agencies)","50","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Eastern Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Department for Work and Pensions (excl. agencies)","70","60","20950","21010"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","HM Revenue and Customs (excl. agencies)","90","80","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - East and North East","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - East and North East","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - East and North East","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - East and North East","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - East and North East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - South","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - South","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - South","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - South","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - South","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - West and North West","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - West and North West","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - West and North West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - West and North West","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - West and North West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - West and North West","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Yorkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Yorkshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Yorkshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Yorkshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Southern Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Southern Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Southern Scotland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Surrey, East and West Sussex","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Surrey, East and West Sussex","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Surrey, East and West Sussex","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tees Valley and Durham","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tees Valley and Durham","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tees Valley and Durham","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tees Valley and Durham","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","HM Revenue and Customs (excl. agencies)","60","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","HM Courts and Tribunals Service","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","HM Revenue and Customs (excl. agencies)","60","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Office of the Public Guardian","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","Driver and Vehicle Licensing Agency","50","50","20490","21170"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bedfordshire and Hertfordshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bedfordshire and Hertfordshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bedfordshire and Hertfordshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cornwall and Isles of Scilly","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cumbria","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cumbria","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cumbria","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cumbria","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset and Somerset","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset and Somerset","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset and Somerset","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset and Somerset","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset and Somerset","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Yorkshire and Northern Lincolnshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
