"Status","Year","Profession_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Finance","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","Male","30","30","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","Female","60","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","Female","140","120","33410","29200"
"Leaver CS","2022","Finance","Ministry of Defence","Male","150","140","37540","33300"
"Leaver CS","2022","Finance","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","Female","60","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence","Female","110","100","30930","26670"
"Leaver CS","2022","Human Resources","Ministry of Defence","Male","50","50","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","Female","80","80","62030","51360"
"Leaver CS","2022","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","Male","30","30","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Home Office","Female","30","30","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Home Office","Male","40","30","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Ministry of Defence","Male","50","40","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Department for International Trade","Female","50","40","[c]","[c]"
"Leaver CS","2022","International Trade","Department for International Trade","Male","60","60","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Department of Health and Social Care","Female","250","220","33990","29270"
"Leaver CS","2022","Knowledge and Information Management","Department of Health and Social Care","Male","80","80","37740","36330"
"Leaver CS","2022","Knowledge and Information Management","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Departments","Female","200","170","56250","55000"
"Leaver CS","2022","Legal","Attorney General's Departments","Male","150","140","57280","55000"
"Leaver CS","2022","Legal","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Department of Health and Social Care","Female","90","80","88460","95140"
"Leaver CS","2022","Medicine","Department of Health and Social Care","Male","60","50","90360","95140"
"Leaver CS","2022","Medicine","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Ministry of Defence","Female","200","170","37180","34170"
"Leaver CS","2022","Medicine","Ministry of Defence","Male","70","60","54380","39540"
"Leaver CS","2022","Medicine","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Female","130","120","24110","22960"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Male","50","50","26900","23380"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Female","120","110","28400","24250"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Male","110","110","32010","26000"
"Leaver CS","2022","Operational Delivery","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Female","210","190","25490","24920"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Male","160","160","27770","24920"
"Leaver CS","2022","Operational Delivery","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Female","340","270","22820","21840"
"Leaver CS","2022","Operational Delivery","Department for Transport","Male","470","420","27440","26590"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Female","3980","3330","26340","27570"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Male","2340","2190","26460","27570"
"Leaver CS","2022","Operational Delivery","Department of Health and Social Care","Female","960","830","39820","36330"
"Leaver CS","2022","Operational Delivery","Department of Health and Social Care","Male","370","340","40670","34830"
