"Status","Year","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Attorney General's Departments","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Legal","150","140","43920","46810"
"Leaver Dept.","2021","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Communications","50","50","37420","35020"
"Leaver Dept.","2021","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Digital, Data & Technology","50","50","50910","53600"
"Leaver Dept.","2021","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Human Resources","180","170","37720","32910"
"Leaver Dept.","2021","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","No function","970","970","39160","32000"
"Leaver Dept.","2021","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Security","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Analysis","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","No function","460","420","43330","39250"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","No function","160","160","46530","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","240","230","42130","37280"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Grants Management","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","No function","390","390","38690","34700"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","No function","200","200","44250","38540"
"Leaver Dept.","2021","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","No function","130","120","26380","21590"
"Leaver Dept.","2021","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","190","190","45150","42460"
"Leaver Dept.","2021","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","1350","1300","30090","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","180","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","60","60","51590","52550"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","250","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Property","60","60","30980","25860"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","1620","1570","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","No function","110","100","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","1070","1020","35760","29860"
"Leaver Dept.","2021","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Human Resources","60","50","34680","30160"
"Leaver Dept.","2021","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","300","290","37590","33300"
"Leaver Dept.","2021","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","300","290","36180","33300"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","No function","260","250","40500","33960"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Analysis","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","70","70","46710","41970"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","80","80","41030","35830"
"Leaver Dept.","2021","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","No function","980","950","27510","22570"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","No function","50","50","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","No function","100","90","32030","29540"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Legal","190","190","42080","31050"
"Leaver Dept.","2022","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Commercial","60","60","48650","48240"
"Leaver Dept.","2022","Cabinet Office","Communications","70","70","44970","39370"
"Leaver Dept.","2022","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Digital, Data & Technology","60","60","47720","53810"
"Leaver Dept.","2022","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Human Resources","150","140","39200","34550"
"Leaver Dept.","2022","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","No function","1370","1350","41290","33250"
"Leaver Dept.","2022","Cabinet Office","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Security","70","70","37480","33300"
"Leaver Dept.","2022","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","No function","610","590","42050","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
