"Status","Year","Function_of_post","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Analysis","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","London","50","50","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","South West (England)","50","50","42420","37810"
"Leaver CS","2022","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","London","80","70","74370","68000"
"Leaver CS","2022","Commercial","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","London","140","120","42640","40050"
"Leaver CS","2022","Communications","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","London","80","80","45410","40600"
"Leaver CS","2022","Communications","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","London","30","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","London","210","200","50350","51500"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","North East (England)","50","50","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","North West (England)","80","70","44670","40670"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","South East (England)","60","60","37960","33300"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","South West (England)","140","130","37340","36350"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","Wales","60","60","38070","32970"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","West Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","Yorkshire and The Humber","60","60","43550","39530"
"Leaver CS","2022","Digital, Data & Technology","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","London","60","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","South West (England)","60","50","36040","35820"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","London","90","90","45210","41860"
"Leaver CS","2022","Digital, Data & Technology","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Wales","50","50","33490","33020"
"Leaver CS","2022","Digital, Data & Technology","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","London","100","90","46870","40450"
"Leaver CS","2022","Finance","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","North West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","South East (England)","50","50","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","LGBO","London","[c]","[c]","[c]","[c]"
