"Status","Year","Organisation","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Declared non-disabled","110","100","51550","46710"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","Unknown","70","70","38080","34710"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Declared disabled","990","820","26470","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Declared non-disabled","4460","4010","27260","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Undeclared","170","160","25920","25490"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","Declared disabled","130","120","26820","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","Declared non-disabled","330","310","26780","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Declared disabled","140","110","26290","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Declared non-disabled","390","310","27130","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Undeclared","70","70","28330","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Declared disabled","80","60","26090","26120"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Declared non-disabled","840","620","26910","26120"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","960","930","26680","27570"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Declared non-disabled","50","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Unknown","420","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Declared non-disabled","180","150","25700","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Undeclared","Declared non-disabled","60","40","23470","21590"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","Unknown","90","80","22640","21590"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Declared non-disabled","170","150","29660","26830"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","Declared non-disabled","60","50","29140","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Unknown","Unknown","140","140","27050","26130"
"Leaver CS","2022","Education and Skills Funding Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Heterosexual / straight","Declared non-disabled","60","60","44450","35630"
"Leaver CS","2022","FCDO Services","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Declared non-disabled","60","50","52280","53000"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Declared non-disabled","120","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Unknown","100","50","47830","39630"
"Leaver CS","2022","Forestry and Land Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Declared non-disabled","80","70","29750","27360"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Heterosexual / straight","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Heterosexual / straight","Declared non-disabled","130","120","49440","51250"
"Leaver CS","2022","Government Legal Department","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Heterosexual / straight","Declared non-disabled","110","90","40980","35910"
"Leaver CS","2022","Health and Safety Executive","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Declared disabled","180","150","24090","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Declared non-disabled","920","790","24660","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Undeclared","50","40","23130","20810"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","LGBO","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","LGBO","Declared non-disabled","50","50","23100","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Undeclared","Declared non-disabled","120","100","26380","21190"
"Leaver CS","2022","HM Courts and Tribunals Service","Undeclared","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Unknown","Unknown","560","540","22130","20970"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","Declared non-disabled","140","110","35530","33840"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","Unknown","50","50","28970","25850"
"Leaver CS","2022","HM Land Registry","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Declared non-disabled","50","40","31400","27130"
"Leaver CS","2022","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Unknown","80","80","31040","27130"
"Leaver CS","2022","HM Prison and Probation Service","Heterosexual / straight","Declared disabled","540","490","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Heterosexual / straight","Declared non-disabled","3470","3260","32450","27120"
"Leaver CS","2022","HM Prison and Probation Service","Heterosexual / straight","Undeclared","270","240","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Heterosexual / straight","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","LGBO","Declared disabled","80","80","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","LGBO","Declared non-disabled","280","270","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","LGBO","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Undeclared","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Undeclared","Declared non-disabled","180","160","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Undeclared","Undeclared","140","130","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Declared non-disabled","200","160","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Undeclared","200","150","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Unknown","1670","1560","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Declared non-disabled","80","60","33600","28920"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Declared disabled","410","330","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Declared non-disabled","2360","1970","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Undeclared","220","190","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","1580","1360","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Heterosexual / straight","Declared non-disabled","110","100","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
