"Status","Year","Responsibility_level","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","AA/AO","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Operational Delivery","480","450","20710","20880"
"Leaver Dept.","2021","AA/AO","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Unknown","660","600","21280","21010"
"Leaver Dept.","2021","AA/AO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Operational Delivery","340","330","20920","20880"
"Leaver Dept.","2021","AA/AO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Unknown","510","500","21200","21010"
"Leaver Dept.","2021","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Operational Delivery","280","270","25390","24890"
"Leaver Dept.","2021","EO","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Other","60","60","25890","26680"
"Leaver Dept.","2021","EO","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Policy","110","110","27970","27420"
"Leaver Dept.","2021","EO","Female","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Unknown","750","680","27730","27570"
"Leaver Dept.","2021","EO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Operational Delivery","210","210","25550","25020"
"Leaver Dept.","2021","EO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Policy","80","80","27460","27550"
"Leaver Dept.","2021","EO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Unknown","540","510","27800","27570"
"Leaver Dept.","2021","EO","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Finance","50","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Legal","50","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Operational Delivery","70","70","55400","53660"
"Leaver Dept.","2021","G6/G7","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Policy","300","290","56230","54210"
"Leaver Dept.","2021","G6/G7","Female","Project Delivery","60","60","60280","57950"
"Leaver Dept.","2021","G6/G7","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Unknown","420","340","56850","54760"
"Leaver Dept.","2021","G6/G7","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Economics","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Finance","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Legal","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Operational Delivery","70","70","56930","53860"
"Leaver Dept.","2021","G6/G7","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Policy","250","240","56000","53610"
"Leaver Dept.","2021","G6/G7","Male","Project Delivery","50","50","56090","54930"
"Leaver Dept.","2021","G6/G7","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Unknown","410","340","58190","56300"
"Leaver Dept.","2021","G6/G7","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Policy","60","50","82420","76510"
"Leaver Dept.","2021","SCS","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Unknown","80","60","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Commercial","60","60","35920","36720"
"Leaver Dept.","2021","SEO/HEO","Female","Communications","70","70","38600","38540"
"Leaver Dept.","2021","SEO/HEO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Economics","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Finance","50","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Human Resources","100","100","35200","34400"
"Leaver Dept.","2021","SEO/HEO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Operational Delivery","260","250","34610","33250"
"Leaver Dept.","2021","SEO/HEO","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Other","60","60","33460","32850"
"Leaver Dept.","2021","SEO/HEO","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Policy","450","440","36420","35900"
"Leaver Dept.","2021","SEO/HEO","Female","Project Delivery","110","110","34070","33300"
"Leaver Dept.","2021","SEO/HEO","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Unknown","1080","950","34020","32810"
"Leaver Dept.","2021","SEO/HEO","Male","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Economics","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Finance","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Operational Delivery","190","180","33980","33100"
"Leaver Dept.","2021","SEO/HEO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Other","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Policy","370","360","35940","34400"
"Leaver Dept.","2021","SEO/HEO","Male","Project Delivery","110","110","35160","34570"
"Leaver Dept.","2021","SEO/HEO","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Science and Engineering","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Statistics","40","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Unknown","860","760","34370","32910"
"Leaver Dept.","2021","SEO/HEO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Operational Delivery","1300","1170","21350","21260"
"Leaver Dept.","2022","AA/AO","Female","Other","110","100","21590","21260"
"Leaver Dept.","2022","AA/AO","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Science and Engineering","120","110","21650","21820"
"Leaver Dept.","2022","AA/AO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Unknown","390","350","21760","21260"
"Leaver Dept.","2022","AA/AO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Operational Delivery","790","760","21380","21260"
"Leaver Dept.","2022","AA/AO","Male","Other","50","50","21360","21260"
"Leaver Dept.","2022","AA/AO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Science and Engineering","60","50","21290","21310"
"Leaver Dept.","2022","AA/AO","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Unknown","310","300","[c]","[c]"
