"Status","Year","Ethnicity","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Black","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","No function","100","100","40800","34590"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Unknown","100","90","37120","33960"
"Leaver Dept.","2021","Mixed","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","No function","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Unknown","80","70","33830","30300"
"Leaver Dept.","2021","Undeclared","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","No function","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","120","110","33330","29290"
"Leaver Dept.","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","80","80","41040","37190"
"Leaver Dept.","2021","Unknown","Unknown","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Communications","60","60","40630","39080"
"Leaver Dept.","2021","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Grants Management","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","70","70","41270","37480"
"Leaver Dept.","2021","Unknown","Unknown","Legal","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","No function","1240","1220","36570","32000"
"Leaver Dept.","2021","Unknown","Unknown","Project Delivery","70","70","42840","38600"
"Leaver Dept.","2021","Unknown","Unknown","Property","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1070","830","35280","31060"
"Leaver Dept.","2021","White","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","No function","240","230","37030","32360"
"Leaver Dept.","2021","White","Declared disabled","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Unknown","330","300","33490","27570"
"Leaver Dept.","2021","White","Declared non-disabled","Analysis","120","120","42170","37970"
"Leaver Dept.","2021","White","Declared non-disabled","Commercial","50","50","42030","41740"
"Leaver Dept.","2021","White","Declared non-disabled","Communications","80","80","44040","37860"
"Leaver Dept.","2021","White","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Digital, Data & Technology","90","90","47300","42360"
"Leaver Dept.","2021","White","Declared non-disabled","Finance","90","80","45320","43290"
"Leaver Dept.","2021","White","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Human Resources","230","230","37480","32710"
"Leaver Dept.","2021","White","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Legal","100","100","46940","50000"
"Leaver Dept.","2021","White","Declared non-disabled","No function","1470","1430","40140","33640"
"Leaver Dept.","2021","White","Declared non-disabled","Project Delivery","280","280","40960","35690"
"Leaver Dept.","2021","White","Declared non-disabled","Property","60","50","40140","33300"
"Leaver Dept.","2021","White","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Unknown","2480","2280","34760","29430"
"Leaver Dept.","2021","White","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","No function","100","90","35830","32000"
"Leaver Dept.","2021","White","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Unknown","120","100","34720","27570"
"Leaver Dept.","2021","White","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","No function","120","110","44150","36840"
"Leaver Dept.","2021","White","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","120","100","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","No function","110","110","31190","28590"
"Leaver Dept.","2022","Asian","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Digital, Data & Technology","70","70","42430","37640"
"Leaver Dept.","2022","Asian","Declared non-disabled","Finance","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","No function","1250","1180","34790","29380"
"Leaver Dept.","2022","Asian","Declared non-disabled","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Unknown","300","280","32850","28810"
"Leaver Dept.","2022","Asian","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","No function","60","50","31910","30320"
