"Status","Year","Region_ITL1","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","North West (England)","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","No function","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","No function","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Operational Delivery","130","100","25080","23080"
"Leaver CS","2021","North West (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Unknown","1430","1200","25590","21010"
"Leaver CS","2021","Northern Ireland","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Unknown","130","100","[c]","[c]"
"Leaver CS","2021","Overseas","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Other","70","70","38310","36960"
"Leaver CS","2021","Overseas","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Legal","Operational Delivery","100","90","27690","22820"
"Leaver CS","2021","Scotland","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","No function","Operational Delivery","350","310","30210","26590"
"Leaver CS","2021","Scotland","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Property","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Scotland","Security","Security","70","70","32480","38120"
"Leaver CS","2021","Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Other","50","40","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Unknown","1400","1180","32990","27570"
"Leaver CS","2021","South East (England)","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Digital, Data & Technology","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Finance","Finance","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Legal","Legal","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","No function","Operational Delivery","930","830","24910","21300"
"Leaver CS","2021","South East (England)","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","No function","Science and Engineering","100","100","29630","27760"
"Leaver CS","2021","South East (England)","No function","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","South East (England)","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Project Delivery","Project Delivery","80","70","34930","33300"
"Leaver CS","2021","South East (England)","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Property","Property","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Security","Security","110","100","30570","27050"
"Leaver CS","2021","South East (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Medicine","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Operational Delivery","80","70","27370","26100"
"Leaver CS","2021","South East (England)","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Other","210","200","26270","22920"
"Leaver CS","2021","South East (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Unknown","630","530","27440","26890"
"Leaver CS","2021","South East (England)","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Digital, Data & Technology","Digital, Data and Technology","60","60","36280","33290"
"Leaver CS","2021","South West (England)","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Finance","Finance","40","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Finance","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Operational Delivery","570","510","29070","24000"
"Leaver CS","2021","South West (England)","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Science and Engineering","130","130","28530","24560"
"Leaver CS","2021","South West (England)","No function","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","Commercial","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","Other","70","70","33000","29350"
"Leaver CS","2021","South West (England)","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","Project Delivery","140","130","38910","37940"
"Leaver CS","2021","South West (England)","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","Science and Engineering","120","110","36180","33630"
"Leaver CS","2021","South West (England)","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Property","Property","60","50","32630","32220"
"Leaver CS","2021","South West (England)","Security","Security","60","60","26870","20370"
"Leaver CS","2021","South West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Medicine","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Other","160","150","26340","22080"
"Leaver CS","2021","South West (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Unknown","540","460","26070","25710"
"Leaver CS","2021","Unknown","Commercial","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other","150","150","34910","32400"
"Leaver CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","400","390","29120","27570"
"Leaver CS","2021","Wales","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Digital, Data & Technology","Digital, Data and Technology","80","80","39140","36290"
"Leaver CS","2021","Wales","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Operational Delivery","650","550","23090","21590"
"Leaver CS","2021","Wales","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Operational Delivery","70","60","30880","25940"
"Leaver CS","2021","Wales","Unknown","Other","70","60","31990","30690"
"Leaver CS","2021","Wales","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Policy","40","30","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Unknown","780","640","24710","21010"
"Leaver CS","2021","West Midlands (England)","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Analysis","Social Research","[c]","[c]","[c]","[c]"
