"Status","Year","Region_ITL3","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Declared non-disabled","EO","30","30","[c]","[c]"
"Leaver CS","2022","Coventry","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Declared non-disabled","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Coventry","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Declared non-disabled","AA/AO","90","80","24260","25110"
"Leaver CS","2022","Croydon","Declared non-disabled","EO","110","100","29790","29370"
"Leaver CS","2022","Croydon","Declared non-disabled","G6/G7","60","60","[c]","[c]"
"Leaver CS","2022","Croydon","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Declared non-disabled","SEO/HEO","110","100","39900","38080"
"Leaver CS","2022","Croydon","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Unknown","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Croydon","Unknown","EO","40","30","[c]","[c]"
"Leaver CS","2022","Croydon","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Unknown","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Croydon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Declared non-disabled","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Derby","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Declared non-disabled","AA/AO","180","160","20480","21010"
"Leaver CS","2022","Devon CC","Declared non-disabled","EO","70","60","27130","27570"
"Leaver CS","2022","Devon CC","Declared non-disabled","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Devon CC","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Declared non-disabled","SEO/HEO","80","70","37570","37420"
"Leaver CS","2022","Devon CC","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Unknown","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Devon CC","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Declared non-disabled","AA/AO","80","70","[c]","[c]"
"Leaver CS","2022","Dorset","Declared non-disabled","EO","30","30","[c]","[c]"
"Leaver CS","2022","Dorset","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Declared non-disabled","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Dudley","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Declared non-disabled","AA/AO","190","160","21110","21260"
"Leaver CS","2022","Durham","Declared non-disabled","EO","40","30","[c]","[c]"
"Leaver CS","2022","Durham","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Declared non-disabled","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Durham","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Unknown","AA/AO","80","80","[c]","[c]"
"Leaver CS","2022","Durham","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Declared non-disabled","EO","30","30","[c]","[c]"
"Leaver CS","2022","Ealing","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","EO","30","30","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","AA/AO","50","50","28530","23230"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","EO","30","30","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Declared non-disabled","AA/AO","50","40","22670","23100"
"Leaver CS","2022","East Kent","Declared non-disabled","EO","60","50","28860","28570"
"Leaver CS","2022","East Kent","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
