"Status","Year","Parent_department","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Ministry of Defence","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Security","Unknown","60","60","27240","24970"
"Leaver CS","2021","Ministry of Defence","Security","White","260","240","29370","25680"
"Leaver CS","2021","Ministry of Defence","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Undeclared","70","60","31370","26670"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","310","300","33990","31970"
"Leaver CS","2021","Ministry of Defence","Unknown","White","1070","1000","29760","26670"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","No function","White","70","70","47000","44310"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Legal","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Legal","White","70","50","43070","43460"
"Leaver CS","2021","Ministry of Justice","No function","Asian","150","130","22980","21240"
"Leaver CS","2021","Ministry of Justice","No function","Black","160","150","23880","22680"
"Leaver CS","2021","Ministry of Justice","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","No function","Mixed","90","80","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","No function","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","No function","Undeclared","110","100","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","No function","Unknown","1420","1340","21610","19930"
"Leaver CS","2021","Ministry of Justice","No function","White","3570","3160","22830","20100"
"Leaver CS","2021","Ministry of Justice","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","No function","White","110","110","44730","41590"
"Leaver CS","2021","National Crime Agency","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Legal","Mixed","[c]","[c]","[c]","[c]"
